"Time (s)","Latitude (°)","Longitude (°)","Height (m)","Velocity (m/s)","Direction (°)","Horizontal Accuracy (m)","Vertical Accuracy (°)"
1.590114551E2,5.237401663E1,4.900902154E0,3.101912699E0,9.796512339E-1,1.018405611E1,8.537499179E0,2.594606305E0
1.600114487E2,5.237402465E1,4.900892211E0,2.997276721E0,9.121930978E-1,7.511937069E0,8.668809884E0,2.719418634E0
1.610114416E2,5.237403334E1,4.900902232E0,3.358186562E0,9.148213730E-1,9.846493499E0,8.550098111E0,2.752251513E0
1.620114362E2,5.237403649E1,4.900918460E0,3.271828884E0,8.215837812E-1,1.469474574E1,8.861055603E0,2.538756318E0
1.630114298E2,5.237405368E1,4.900907867E0,3.110930005E0,9.104158000E-1,6.282657101E0,8.787331500E0,2.502620476E0
1.640114238E2,5.237406715E1,4.900910522E0,3.160182762E0,1.000856452E0,4.884224611E0,8.933141016E0,2.312420744E0
1.650114179E2,5.237407606E1,4.900912821E0,3.257782279E0,1.001945757E0,5.855489369E0,9.201606371E0,2.490322278E0
1.660114125E2,5.237408783E1,4.900905457E0,3.156986270E0,1.042775667E0,5.789273869E0,9.508585547E0,2.360166631E0
1.670114071E2,5.237409884E1,4.900896302E0,3.386667113E0,1.094579533E0,5.018815325E0,9.740688372E0,2.213277179E0
1.680114017E2,5.237411806E1,4.900881900E0,3.868490217E0,1.172249411E0,1.134619739E0,9.805945453E0,2.025152315E0
1.690113971E2,5.237414489E1,4.900884672E0,3.417991655E0,1.508465041E0,3.597089508E2,8.931391981E0,2.554251036E0
1.700113928E2,5.237417509E1,4.900926295E0,2.807473188E0,1.927789786E0,8.485434417E0,8.249314839E0,2.921496508E0
1.710113881E2,5.237418745E1,4.900951754E0,2.903625648E0,1.887678378E0,1.144921058E1,7.756954426E0,3.129043380E0
1.720113833E2,5.237420618E1,4.900971999E0,2.763597934E0,1.947289475E0,1.916292778E1,7.447870525E0,3.187845553E0
1.730113794E2,5.237422014E1,4.901028488E0,2.571165968E0,1.943794363E0,2.753154246E1,6.742265195E0,3.236750384E0
1.740113750E2,5.237423352E1,4.901041712E0,2.407512452E0,1.908782628E0,2.823029706E1,6.358127509E0,3.286529008E0
1.750113707E2,5.237423829E1,4.901091880E0,2.816396720E0,1.746511270E0,3.690648144E1,5.931794577E0,3.285084850E0
1.760113664E2,5.237424695E1,4.901114868E0,2.575539898E0,1.673418817E0,4.041214192E1,5.561550685E0,3.295753790E0
1.770113633E2,5.237427010E1,4.901130201E0,2.935135840E0,1.620171064E0,3.572105895E1,5.454303392E0,3.296330961E0
1.780113587E2,5.237428428E1,4.901125926E0,2.780104749E0,1.545170836E0,3.283784334E1,4.920529821E0,3.287270097E0
1.790113558E2,5.237429795E1,4.901092707E0,2.624975548E0,1.352201466E0,2.165358962E1,4.780111738E0,3.312864140E0
1.800113516E2,5.237431138E1,4.901082314E0,2.477211261E0,1.298028412E0,1.878948765E1,4.791381656E0,3.296543472E0
1.810113488E2,5.237432097E1,4.901095182E0,2.009394472E0,1.254499307E0,2.206171469E1,4.794780734E0,3.291597598E0
1.820113446E2,5.237433113E1,4.901103826E0,1.879612060E0,1.124261302E0,2.019648762E1,4.803710200E0,3.278552324E0
1.830113413E2,5.237434627E1,4.901116195E0,1.943160849E0,1.380420647E0,2.023830491E1,4.794021952E0,3.292702621E0
1.840113376E2,5.237435620E1,4.901125213E0,2.358281195E0,1.426314541E0,2.130180086E1,4.791243918E0,3.296743658E0
1.850113370E2,5.237436631E1,4.901135072E0,2.188533744E0,1.435913259E0,2.378046618E1,4.839948204E0,3.224816028E0
1.860113311E2,5.237437838E1,4.901145023E0,2.534683896E0,1.447995312E0,2.394563838E1,4.959312673E0,3.131222432E0
1.870113282E2,5.237439779E1,4.901147737E0,2.724810664E0,1.673936601E0,2.006373619E1,5.232465822E0,3.046411551E0
1.880113255E2,5.237440907E1,4.901159246E0,2.108144998E0,1.638716638E0,2.196749883E1,5.488288260E0,2.937356762E0
1.890113219E2,5.237441751E1,4.901167127E0,2.658897394E0,1.489338089E0,2.274429560E1,5.784061551E0,2.931319888E0
1.900113199E2,5.237443288E1,4.901171191E0,2.745264977E0,1.594085177E0,2.109287351E1,6.197318326E0,2.816657902E0
1.910113161E2,5.237444319E1,4.901185080E0,3.390386879E0,1.636259632E0,2.624863987E1,6.530339813E0,2.671953547E0
1.920113133E2,5.237446295E1,4.901186295E0,3.151104909E0,1.778162568E0,2.510675808E1,6.840852859E0,2.559138364E0
1.930113107E2,5.237447759E1,4.901199466E0,3.198965024E0,1.770485897E0,2.625933667E1,7.181644661E0,2.459539974E0
1.940113071E2,5.237448474E1,4.901226440E0,3.089076722E0,1.673383228E0,2.993790798E1,7.288807207E0,2.527492609E0
1.950113047E2,5.237449262E1,4.901221965E0,2.773448429E0,1.353376961E0,2.533646358E1,6.944423872E0,2.815903790E0
1.960113018E2,5.237449360E1,4.901225614E0,2.670337542E0,7.490416540E-1,3.981322675E1,6.576146279E0,3.037747336E0
1.970112993E2,5.237450738E1,4.901214509E0,2.684943286E0,7.996176713E-1,2.698815678E1,6.582287350E0,3.009666555E0
1.980112966E2,5.237452492E1,4.901212619E0,2.765321465E0,9.723754790E-1,1.663621733E1,6.470117989E0,3.090419788E0
1.990112938E2,5.237454334E1,4.901210347E0,2.699521758E0,1.093474932E0,9.452037641E0,6.326052947E0,3.175387378E0
2.000112909E2,5.237455699E1,4.901232257E0,2.821387020E0,1.201379242E0,1.475985221E1,6.196377997E0,3.153949720E0
