"Time (s)","X (m/s^2)","Y (m/s^2)","Z (m/s^2)"
2.314833335E-3,-1.524579620E0,-2.942580872E0,9.264384613E0
1.232283333E-2,-1.451980591E0,-3.051404572E0,9.260941772E0
2.232983333E-2,-1.230890350E0,-3.165766754E0,9.370064850E0
3.233783333E-2,-9.488768005E-1,-3.262765045E0,9.589807892E0
4.234583333E-2,-6.150709534E-1,-3.257226562E0,9.954898682E0
5.235283333E-2,-3.912863159E-1,-3.216062164E0,1.017539017E1
6.236083333E-2,-4.303550720E-1,-3.296445007E0,1.005159760E1
7.236883333E-2,-6.973997498E-1,-3.453169098E0,9.742041321E0
8.237583334E-2,-9.072633362E-1,-3.622017975E0,9.271120605E0
9.238383333E-2,-1.119222565E0,-3.783681793E0,8.901090088E0
1.023918333E-1,-1.168170776E0,-3.860322418E0,8.643176422E0
1.123988333E-1,-1.163380737E0,-3.884272614E0,8.506660309E0
1.224068333E-1,-1.235081635E0,-3.941753082E0,8.495283966E0
1.324148333E-1,-1.570384369E0,-3.907474365E0,8.569679260E0
1.424218333E-1,-1.513053589E0,-3.871698761E0,8.550818481E0
1.524298333E-1,-1.282832336E0,-3.895948334E0,8.453820190E0
1.624378333E-1,-1.310674438E0,-3.896247711E0,8.482261047E0
1.724448333E-1,-1.553918610E0,-3.838318176E0,8.648714905E0
1.824528333E-1,-1.412163391E0,-3.825444946E0,8.698261871E0
1.924598333E-1,-8.178991699E-1,-4.085753632E0,8.757388916E0
2.024678333E-1,-3.430865479E-1,-4.475543060E0,8.848249969E0
2.124758333E-1,-3.381468201E-1,-4.789140930E0,8.948691101E0
2.224828333E-1,-4.254153442E-1,-4.809498596E0,9.082363129E0
2.324908333E-1,-4.932243347E-1,-4.626429291E0,8.763376465E0
2.424988333E-1,-4.679269409E-1,-4.335733795E0,8.411458282E0
2.525058333E-1,-5.544470215E-1,-4.287084961E0,8.349936218E0
2.625138333E-1,-1.127455444E0,-4.342918854E0,8.627159729E0
2.725218333E-1,-1.750908966E0,-4.528981934E0,9.351503448E0
2.825288333E-1,-1.692530365E0,-4.265829163E0,9.557325439E0
2.925368333E-1,-1.051263885E0,-3.824397125E0,9.116641846E0
3.025448333E-1,-3.513194275E-1,-3.542084198E0,8.132288818E0
3.125518333E-1,5.972579956E-2,-3.510948944E0,6.857839050E0
3.225598333E-1,-4.836442566E-1,-4.111350403E0,6.492299194E0
3.325678333E-1,-1.458716583E0,-5.052144012E0,6.971153412E0
3.425748333E-1,-2.246678009E0,-5.779481506E0,6.879543915E0
3.525828333E-1,-1.475032654E0,-5.685926056E0,8.488398285E0
3.625908333E-1,-1.904489594E0,-5.399571533E0,9.420809326E0
3.725978333E-1,-3.650458832E0,-5.304818573E0,9.431437225E0
3.826058333E-1,-4.971012726E0,-4.745282135E0,8.636590118E0
3.926138333E-1,-5.564678192E0,-4.856650543E0,7.632478180E0
4.026208333E-1,-5.624853058E0,-5.727838898E0,6.799610138E0
4.126288333E-1,-5.524262238E0,-6.405030670E0,6.037694550E0
4.226368333E-1,-5.386698303E0,-6.614894257E0,5.559439087E0
4.326438333E-1,-5.945186920E0,-6.591393127E0,5.562432861E0
4.426518333E-1,-6.968758392E0,-6.321055298E0,6.658154297E0
4.526598333E-1,-7.324269104E0,-6.207740936E0,7.394473114E0
4.626668333E-1,-6.804849243E0,-5.793851624E0,7.714956665E0
4.726748333E-1,-6.930138702E0,-4.946763153E0,7.754773865E0
4.826828333E-1,-7.292984161E0,-4.721930695E0,7.392527161E0
4.926898333E-1,-7.850874023E0,-4.794380035E0,6.414161682E0
5.026978333E-1,-8.798403625E0,-5.544769592E0,5.126838684E0
5.127058333E-1,-9.805509338E0,-6.064788208E0,4.460424500E0
5.227128333E-1,-1.068732559E1,-6.093977509E0,3.925586700E0
5.327208333E-1,-1.086785019E1,-5.538482666E0,3.907025299E0
5.427288333E-1,-1.095002930E1,-5.028493195E0,4.253404999E0
5.527358333E-1,-1.008348129E1,-4.756359100E0,4.350852356E0
5.627438333E-1,-8.946745148E0,-4.707859955E0,4.616100769E0
5.727508333E-1,-8.443341980E0,-4.465962982E0,4.475243683E0
5.827588333E-1,-7.556286621E0,-4.186344452E0,4.013903046E0
5.927668333E-1,-5.868546295E0,-3.927233276E0,3.548071747E0
6.027738333E-1,-4.886737976E0,-4.202510834E0,3.295995941E0
6.127818333E-1,-4.822820892E0,-4.766088867E0,2.728975067E0
6.227898333E-1,-5.054389343E0,-5.046605530E0,2.517913971E0
6.327968333E-1,-5.416636047E0,-4.353097687E0,2.941982117E0
6.428048333E-1,-5.914051666E0,-2.841241608E0,3.930825806E0
6.528128333E-1,-6.526877289E0,-1.966760101E0,4.874463501E0
6.628198333E-1,-7.092700653E0,-1.502425690E0,5.962700500E0
6.728278333E-1,-6.896009674E0,-1.171314240E0,8.323141937E0
6.828358333E-1,-6.271807709E0,-1.449435883E0,8.265661469E0
6.928428333E-1,-6.851103058E0,-1.818119202E0,5.519322510E0
7.028508333E-1,-7.541018372E0,-2.472109222E0,2.820434875E0
7.128588333E-1,-8.432414703E0,-4.094285889E0,1.401535492E0
7.228658333E-1,-9.497300262E0,-5.651797028E0,1.104104004E0
7.328738333E-1,-9.929750977E0,-6.307433624E0,9.882449341E-1
7.428818333E-1,-9.386979675E0,-5.996081085E0,1.113085327E0
7.528888333E-1,-8.615484009E0,-4.630919952E0,1.755249939E0
7.628968333E-1,-7.869285736E0,-3.329526215E0,2.611619110E0
7.729048333E-1,-7.214397583E0,-3.013832703E0,2.886148224E0
7.829118333E-1,-6.799610138E0,-3.543431396E0,2.384241943E0
7.929198333E-1,-7.204667816E0,-4.558470612E0,4.119433594E-1
8.029278333E-1,-8.181835785E0,-5.225932617E0,-1.565294952E0
8.129348333E-1,-8.426427155E0,-6.057603149E0,-2.703827362E0
