"Time (s)","Distance (cm)"
4.497291666E-3,5.000000000E0
8.475757917E-1,0.000000000E0
1.682572375E0,5.000000000E0
1.839095208E0,0.000000000E0
1.936283542E0,5.000000000E0
3.155371500E0,0.000000000E0
5.107795327E2,5.000000000E0
