"Time (s)","X (m/s^2)","Y (m/s^2)","Z (m/s^2)"
1.232283333E-2,-4.854272919E-1,8.386076689E-3,-3.475760400E-2
2.232983333E-2,-2.928911982E-1,-8.843825966E-2,3.007983148E-2
3.233783333E-2,-6.293533623E-2,-1.924078935E-1,1.876447517E-1
4.234583333E-2,2.731890050E-1,-2.387543866E-1,4.910240275E-1
5.235283333E-2,5.525989359E-1,-1.846006912E-1,8.448776382E-1
6.236083333E-2,6.805118215E-1,-1.986079887E-1,8.742411858E-1
7.236883333E-2,4.761473221E-1,-3.384128684E-1,6.532000619E-1
8.237583334E-2,2.474042458E-1,-5.061744556E-1,2.378109384E-1
9.238383333E-2,1.629472822E-2,-6.805740944E-1,-2.067294788E-1
1.023918333E-1,-1.177333948E-1,-8.099273685E-1,-5.098865604E-1
1.123988333E-1,-1.349899169E-1,-8.361506689E-1,-7.219066000E-1
1.224068333E-1,-1.286559206E-1,-8.803877789E-1,-7.770207006E-1
1.324148333E-1,-3.887624384E-1,-8.949239570E-1,-7.462339407E-1
1.424218333E-1,-5.835595773E-1,-8.312232202E-1,-6.804720604E-1
1.524298333E-1,-3.775163423E-1,-8.209210110E-1,-7.696853685E-1
1.624378333E-1,-2.582532428E-1,-8.239180014E-1,-8.208847582E-1
1.724448333E-1,-4.392502950E-1,-7.875839880E-1,-6.923723137E-1
1.824528333E-1,-5.766591319E-1,-6.963759023E-1,-5.658257031E-1
1.924598333E-1,-1.232998710E-1,-8.085135117E-1,-5.249454796E-1
2.024678333E-1,4.756066740E-1,-1.127915328E0,-4.401129055E-1
2.124758333E-1,7.568367700E-1,-1.513866352E0,-3.341163343E-1
2.224828333E-1,6.623085621E-1,-1.639501674E0,-1.844410622E-1
2.324908333E-1,6.378504630E-1,-1.557562302E0,-2.286501056E-1
2.424988333E-1,5.637082802E-1,-1.237997641E0,-6.532012314E-1
2.525058333E-1,5.731459055E-1,-1.057553443E0,-8.611855227E-1
2.625138333E-1,1.342430813E-1,-1.031698225E0,-7.751852596E-1
2.725218333E-1,-6.521368188E-1,-1.190044918E0,-2.383126295E-1
2.825288333E-1,-1.082701075E0,-1.198586530E0,3.490583092E-1
2.925368333E-1,-6.853383326E-1,-7.551714098E-1,1.697148496E-1
3.025448333E-1,4.575234286E-2,-3.771927720E-1,-5.078072906E-1
3.125518333E-1,7.646577863E-1,-1.193276381E-1,-1.718011361E0
3.225598333E-1,8.759014296E-1,-2.831107798E-1,-2.635541824E0
3.325678333E-1,2.813848279E-1,-9.780982608E-1,-2.274159338E0
3.425748333E-1,-5.381829911E-1,-1.705730454E0,-2.095597066E0
3.525828333E-1,-9.508186609E-2,-1.840751727E0,-1.200109438E0
3.625908333E-1,6.597486511E-1,-1.346495066E0,4.722854555E-1
3.725978333E-1,-3.877727240E-1,-9.925502390E-1,1.078477412E0
3.826058333E-1,-1.710716083E0,-5.943203545E-1,7.806939214E-1
3.926138333E-1,-2.463194850E0,1.271886349E-2,1.078343511E-2
4.026208333E-1,-2.372508920E0,-4.959055755E-1,-7.442224985E-1
4.126288333E-1,-2.076129054E0,-1.172275522E0,-1.304280508E0
4.226368333E-1,-1.580579282E0,-1.439544148E0,-1.657988523E0
4.326438333E-1,-1.390321994E0,-1.280571218E0,-1.670592197E0
4.426518333E-1,-1.989927647E0,-9.501801449E-1,-7.254459196E-1
4.526598333E-1,-2.544388994E0,-5.128306335E-1,7.429074597E-1
4.626668333E-1,-2.025853817E0,-2.491960520E-1,1.523891403E0
4.726748333E-1,-1.481571010E0,6.319103497E-1,2.072858999E0
4.826828333E-1,-1.647600945E0,1.294677626E0,2.228491414E0
4.926898333E-1,-1.808695829E0,1.446324579E0,1.811172709E0
5.026978333E-1,-2.522015793E0,1.012947666E0,8.073110318E-1
5.127058333E-1,-3.262879651E0,3.198280782E-1,-4.488907456E-3
5.227128333E-1,-4.176970196E0,3.119606495E-2,-2.258837879E-1
5.327208333E-1,-4.411709592E0,3.452500176E-1,-3.509428668E-1
5.427288333E-1,-4.370601912E0,9.414753950E-1,3.688616592E-1
5.527358333E-1,-3.795838739E0,1.332048351E0,9.360143879E-1
5.627438333E-1,-2.423154579E0,1.447133834E0,1.570543998E0
5.727508333E-1,-1.396547232E0,1.529161499E0,2.118356184E0
5.827588333E-1,-7.867574841E-1,1.793695967E0,2.143928104E0
5.927668333E-1,7.818212646E-1,2.059578218E0,1.971087041E0
6.027738333E-1,2.375792717E0,2.026970050E0,1.943632025E0
6.127818333E-1,2.885950003E0,1.492135760E0,1.779428614E0
6.227898333E-1,2.781159713E0,9.977718025E-1,1.449240586E0
6.327968333E-1,2.564515110E0,1.025817972E0,1.701140975E0
6.428048333E-1,2.150290167E0,2.306549989E0,2.509450126E0
