"Time (s)","X (µT)","Y (µT)","Z (µT)"
1.013087625E0,1.536800385E1,4.426977539E1,-1.819515228E1
1.023095625E0,1.480202484E1,4.447216034E1,-1.807236481E1
1.033103625E0,1.430878067E1,4.488985443E1,-1.811268616E1
1.043110625E0,1.377435303E1,4.507585907E1,-1.831333160E1
1.053118625E0,1.322081375E1,4.501810455E1,-1.820141602E1
1.063126625E0,1.253917313E1,4.530711365E1,-1.839981079E1
1.073133625E0,1.194079971E1,4.568024445E1,-1.810027313E1
1.083141625E0,1.152455902E1,4.553237915E1,-1.829660034E1
1.093149625E0,1.152383423E1,4.545803070E1,-1.904418182E1
1.103156625E0,1.117553711E1,4.540485382E1,-1.939403534E1
1.113164625E0,1.096836090E1,4.538084412E1,-1.939377594E1
1.123172625E0,1.079626465E1,4.548428345E1,-1.912767029E1
1.133179625E0,1.058790207E1,4.585092163E1,-1.875418854E1
1.143187625E0,1.033942413E1,4.590170288E1,-1.844745636E1
1.153195625E0,1.019905090E1,4.602636719E1,-1.840547943E1
1.163202625E0,9.996612549E0,4.607147217E1,-1.815737152E1
1.173210625E0,9.580604553E0,4.579479218E1,-1.817661285E1
1.183218625E0,9.711395264E0,4.568085480E1,-1.822705078E1
1.193225625E0,9.627330780E0,4.570159912E1,-1.885327148E1
1.203233625E0,9.871971130E0,4.539222717E1,-1.906719208E1
1.213240625E0,1.015984344E1,4.520448303E1,-1.936043549E1
1.223248625E0,1.031240845E1,4.551750946E1,-1.925350189E1
1.233256625E0,9.886783600E0,4.561283112E1,-1.917363739E1
1.243263625E0,9.331790924E0,4.570819092E1,-1.918208313E1
1.253271625E0,9.061695099E0,4.589566040E1,-1.895797729E1
1.263279625E0,8.315410614E0,4.591160583E1,-1.938722992E1
1.273286625E0,7.654830933E0,4.571283722E1,-1.951940918E1
1.283294625E0,7.077308655E0,4.570632935E1,-1.955880737E1
1.293302625E0,7.264808655E0,4.593598175E1,-1.950968170E1
1.303309625E0,7.264808655E0,4.593598175E1,-1.950968170E1
1.313317625E0,7.859867096E0,4.603587341E1,-1.974476624E1
1.323325625E0,8.016487122E0,4.608000946E1,-1.925183105E1
1.333332625E0,8.385768890E0,4.597718811E1,-1.897093964E1
1.343340625E0,8.181522369E0,4.601912689E1,-1.955635071E1
1.353348625E0,8.248413086E0,4.593638611E1,-1.933946991E1
1.363355625E0,8.248695374E0,4.577030182E1,-1.933084106E1
1.373363625E0,8.155609131E0,4.585345459E1,-1.956639862E1
1.383371625E0,8.039573669E0,4.590791321E1,-1.925799561E1
1.393378625E0,7.879310608E0,4.601664734E1,-1.942219543E1
1.403386625E0,7.575183868E0,4.577944183E1,-1.935423279E1
1.413394625E0,8.191627502E0,4.603054810E1,-1.992435455E1
1.423401625E0,8.115428925E0,4.587387085E1,-2.007420349E1
1.433409625E0,8.344734192E0,4.571901703E1,-2.023585510E1
1.443417625E0,8.214611053E0,4.551438904E1,-2.042592621E1
1.453424625E0,8.476432800E0,4.551904297E1,-2.089102173E1
1.463432625E0,8.372650146E0,4.500899506E1,-2.113776398E1
1.473440625E0,8.650527954E0,4.493864441E1,-2.146458435E1
1.483447625E0,8.835849762E0,4.473690796E1,-2.204186249E1
1.493455625E0,9.073215485E0,4.464517212E1,-2.226606750E1
1.503463625E0,9.352519989E0,4.391727448E1,-2.261917114E1
1.513470625E0,9.911769867E0,4.382173157E1,-2.322999573E1
1.523478625E0,1.060658646E1,4.317813873E1,-2.434024048E1
1.533485625E0,1.145960236E1,4.265766907E1,-2.487229919E1
1.543493625E0,1.141037750E1,4.234738159E1,-2.573855591E1
1.553501625E0,1.166235733E1,4.188280487E1,-2.606317139E1
1.563508625E0,1.141866684E1,4.156236267E1,-2.721903992E1
1.573516625E0,1.151176071E1,4.104519653E1,-2.803207397E1
1.583524625E0,1.141411972E1,4.060185242E1,-2.858319092E1
1.593531625E0,1.099911880E1,3.985111237E1,-2.940946960E1
1.603539625E0,1.054653931E1,3.959354401E1,-3.004525757E1
1.613547625E0,1.046770477E1,3.919997406E1,-3.062965393E1
1.623554625E0,9.952323914E0,3.875803375E1,-3.132633972E1
1.633562625E0,9.463970184E0,3.833763885E1,-3.216503906E1
1.643570625E0,9.023830414E0,3.796961975E1,-3.268966675E1
1.653577625E0,8.633617401E0,3.772261047E1,-3.300628662E1
1.663585625E0,8.314743042E0,3.751330566E1,-3.285964966E1
1.673593625E0,8.178718567E0,3.732614899E1,-3.314979553E1
1.683600625E0,7.604259491E0,3.735724640E1,-3.335144043E1
1.693608625E0,7.460750580E0,3.705680084E1,-3.360595703E1
1.703616625E0,6.992805481E0,3.681426239E1,-3.421560669E1
1.713623625E0,7.097450256E0,3.657927704E1,-3.424496460E1
1.723631625E0,6.877006531E0,3.658544922E1,-3.444728088E1
1.733639625E0,6.424530029E0,3.632698822E1,-3.475280762E1
1.743646625E0,5.907592773E0,3.578048706E1,-3.537532043E1
1.753654625E0,5.490058899E0,3.576589966E1,-3.624229431E1
1.763662625E0,4.839645386E0,3.573339081E1,-3.639614868E1
1.773669625E0,4.377189636E0,3.565350342E1,-3.612551880E1
1.783677625E0,4.066123962E0,3.566118622E1,-3.616235352E1
1.793684625E0,4.044418335E0,3.572077942E1,-3.605628967E1
1.803692625E0,3.885993958E0,3.597058105E1,-3.596530151E1
1.813700625E0,3.655235291E0,3.605040741E1,-3.581649780E1
1.823707625E0,3.048194885E0,3.594779968E1,-3.575604248E1
1.833715625E0,2.146896362E0,3.587043762E1,-3.581521606E1
1.843723625E0,8.065567017E-1,3.572106171E1,-3.656030273E1
1.853730625E0,-6.447296143E-1,3.531856537E1,-3.690280151E1
1.863738625E0,-2.106620789E0,3.536653900E1,-3.733998108E1
1.873746625E0,-3.695350647E0,3.520530701E1,-3.732083130E1
1.883753625E0,-5.399986267E0,3.508818054E1,-3.718246460E1
1.893761625E0,-7.184524536E0,3.495356750E1,-3.665411377E1
1.903769625E0,-9.239707947E0,3.537466431E1,-3.593772888E1
1.913776875E0,-1.113555145E1,3.586203003E1,-3.519393921E1
1.923784875E0,-1.343238068E1,3.643055725E1,-3.370492554E1
1.933792875E0,-1.576905060E1,3.669440460E1,-3.232678223E1
1.943799875E0,-1.802880859E1,3.736037445E1,-3.052874756E1
1.953807875E0,-1.999447632E1,3.780888367E1,-2.812176514E1
1.963815875E0,-2.243640900E1,3.800514984E1,-2.613937378E1
1.973822875E0,-2.445790100E1,3.770941162E1,-2.475636292E1
1.983830875E0,-2.692635345E1,3.669827271E1,-2.393296814E1
1.993838875E0,-2.904491425E1,3.510753632E1,-2.356529236E1
2.003845875E0,-3.070492554E1,3.313056946E1,-2.429101562E1
2.013853875E0,-3.206089020E1,3.112871552E1,-2.488461304E1
2.023861875E0,-3.344828796E1,2.899335480E1,-2.561805725E1
2.033868875E0,-3.484210968E1,2.732372284E1,-2.621017456E1
2.043876875E0,-3.587887573E1,2.520807648E1,-2.639912415E1
2.053884875E0,-3.700542450E1,2.284574890E1,-2.655187988E1
2.063891875E0,-3.803834534E1,2.066328430E1,-2.657034302E1
2.073899875E0,-3.912010193E1,1.787596130E1,-2.698706055E1
2.083906875E0,-3.997824860E1,1.549045563E1,-2.721888733E1
2.093914875E0,-4.076357269E1,1.343486786E1,-2.736820984E1
2.103922875E0,-4.147238922E1,1.136351776E1,-2.705154419E1
2.113929875E0,-4.174122620E1,9.293392181E0,-2.709210205E1
2.123937875E0,-4.196945953E1,7.619308472E0,-2.729977417E1
2.133945875E0,-4.177082825E1,5.744247437E0,-2.750253296E1
2.143952875E0,-4.198986053E1,4.211708069E0,-2.682843018E1
2.153960875E0,-4.202595520E1,3.141181946E0,-2.705784607E1
2.163968875E0,-4.236583710E1,1.678432465E0,-2.667202759E1
2.173975875E0,-4.234970856E1,5.634880066E-1,-2.660473633E1
2.183983875E0,-4.221723938E1,-6.443405151E-1,-2.644450378E1
2.193991875E0,-4.233075714E1,-2.027347565E0,-2.611389160E1
2.203998875E0,-4.236540222E1,-3.384517670E0,-2.610357666E1
2.214006875E0,-4.242601013E1,-4.684318542E0,-2.592971802E1
2.224014875E0,-4.229076385E1,-5.890136719E0,-2.586334229E1
2.234021875E0,-4.171771240E1,-6.744606018E0,-2.578034973E1
2.244029875E0,-4.192824554E1,-7.512027740E0,-2.582479858E1
2.254037875E0,-4.175619507E1,-7.853858948E0,-2.591210938E1
2.264044875E0,-4.144758606E1,-7.793838501E0,-2.600440979E1
2.274052875E0,-4.168163300E1,-7.880577087E0,-2.624253845E1
2.284060875E0,-4.152947998E1,-7.807903290E0,-2.613409424E1
2.294067875E0,-4.174390411E1,-7.729923248E0,-2.634643555E1
2.304075875E0,-4.143438721E1,-7.723896027E0,-2.626393127E1
2.314083875E0,-4.101967621E1,-7.953762054E0,-2.695942688E1
2.324090875E0,-4.046593475E1,-7.969669342E0,-2.717988586E1
2.334098875E0,-4.072508240E1,-8.200115204E0,-2.689350891E1
2.344105875E0,-4.052951813E1,-8.557365417E0,-2.741241455E1
2.354113875E0,-4.052951813E1,-8.557365417E0,-2.741241455E1
2.364121875E0,-4.073769379E1,-8.450935364E0,-2.647653198E1
2.374128875E0,-4.088573456E1,-8.610687256E0,-2.638554382E1
2.384136875E0,-4.072351837E1,-8.660717010E0,-2.635545349E1
2.394144875E0,-4.060476685E1,-8.898231506E0,-2.642291260E1
2.404151875E0,-4.067270660E1,-9.013183594E0,-2.660687256E1
2.414159875E0,-4.085559845E1,-8.966964722E0,-2.647772217E1
2.424167875E0,-4.071007538E1,-8.885074615E0,-2.664776611E1
2.434174875E0,-4.028427887E1,-8.511798859E0,-2.702069092E1
2.444182875E0,-4.028710938E1,-8.652755737E0,-2.717816162E1
2.454190875E0,-4.019930267E1,-8.395095825E0,-2.753952026E1
2.464197875E0,-4.021219635E1,-8.454193115E0,-2.709811401E1
2.474205875E0,-4.050139618E1,-8.310855865E0,-2.727925110E1
2.484213875E0,-4.021922302E1,-8.381095886E0,-2.722592163E1
2.494220875E0,-4.050389099E1,-8.436424255E0,-2.727050781E1
2.504228875E0,-4.088393402E1,-8.211277008E0,-2.661070251E1
2.514236875E0,-4.116709137E1,-7.946594238E0,-2.676437378E1
2.524243875E0,-4.143747711E1,-7.985847473E0,-2.621546936E1
2.534251875E0,-4.137855530E1,-7.567989349E0,-2.659085083E1
2.544259875E0,-4.131037140E1,-7.579868317E0,-2.671179199E1
2.554266875E0,-4.146333313E1,-7.709121704E0,-2.617059326E1
2.564274875E0,-4.183978271E1,-7.602809906E0,-2.561059570E1
2.574282875E0,-4.225627136E1,-7.866893768E0,-2.548312378E1
2.584289875E0,-4.299051666E1,-7.750213623E0,-2.502047729E1
2.594297875E0,-4.341565704E1,-7.845478058E0,-2.395518494E1
2.604304875E0,-4.422881317E1,-7.608566284E0,-2.334786987E1
2.614312875E0,-4.470391846E1,-7.459236145E0,-2.286929321E1
2.624320875E0,-4.539035797E1,-7.133518219E0,-2.266433716E1
2.634327875E0,-4.576492310E1,-7.108604431E0,-2.225196838E1
2.644335875E0,-4.651680756E1,-6.796203613E0,-2.162680817E1
2.654343875E0,-4.702922058E1,-6.568912506E0,-2.151385498E1
2.664350875E0,-4.745964050E1,-6.423454285E0,-2.134481812E1
2.674358875E0,-4.752590942E1,-6.087726593E0,-2.151685333E1
2.684366875E0,-4.725203705E1,-5.464736938E0,-2.205123138E1
2.694373875E0,-4.691324615E1,-4.357429504E0,-2.298579407E1
2.704381875E0,-4.660891724E1,-3.117225647E0,-2.467475891E1
2.714389875E0,-4.592153931E1,-1.870677948E0,-2.580770874E1
2.724396875E0,-4.482735443E1,-5.802574158E-1,-2.741304016E1
2.734404875E0,-4.349916840E1,7.619361877E-1,-2.930514526E1
2.744412875E0,-4.277589417E1,1.816230774E0,-3.072219849E1
2.754419875E0,-4.177833557E1,2.803630829E0,-3.219023132E1
2.764427875E0,-4.097273254E1,3.577327728E0,-3.339424133E1
2.774435875E0,-4.006684875E1,4.602844238E0,-3.405343628E1
2.784442875E0,-3.928411865E1,5.505344391E0,-3.476013184E1
2.794450875E0,-3.839258575E1,6.615180969E0,-3.593519592E1
2.804458875E0,-3.719496155E1,7.807224274E0,-3.684582520E1
2.814465875E0,-3.551039124E1,9.079360962E0,-3.796131897E1
2.824473875E0,-3.429027557E1,1.024667358E1,-3.898013306E1
2.834481875E0,-3.249442291E1,1.175754547E1,-3.992022705E1
2.844488875E0,-3.102880096E1,1.331337738E1,-4.042175293E1
2.854496875E0,-2.936049652E1,1.522348785E1,-4.123649597E1
2.864503875E0,-2.737222290E1,1.665346527E1,-4.177749634E1
2.874511875E0,-2.556903076E1,1.856609344E1,-4.234600830E1
2.884519875E0,-2.379951477E1,2.058066559E1,-4.263679504E1
2.894526875E0,-2.122200012E1,2.252339172E1,-4.224711609E1
2.904534875E0,-1.884021759E1,2.463372803E1,-4.205477905E1
2.914543125E0,-1.651170349E1,2.678387451E1,-4.214131165E1
2.924550125E0,-1.435369110E1,2.849040222E1,-4.157342529E1
2.934558125E0,-1.217800903E1,3.007342529E1,-4.125425720E1
2.944566125E0,-1.020341492E1,3.168395233E1,-4.101736450E1
2.954573125E0,-8.142990112E0,3.321596527E1,-4.022033691E1
2.964581125E0,-6.644897461E0,3.479080200E1,-3.899226379E1
2.974589125E0,-5.218170166E0,3.618059540E1,-3.860417175E1
2.984596125E0,-4.518486023E0,3.768408966E1,-3.702053833E1
2.994604125E0,-3.372909546E0,3.875481415E1,-3.589312744E1
3.004612125E0,-2.490409851E0,3.969956970E1,-3.482460022E1
3.014619125E0,-1.574356079E0,4.072532654E1,-3.416746521E1
3.024627125E0,-6.505050659E-1,4.142529297E1,-3.369303894E1
3.034635125E0,6.152420044E-1,4.158273315E1,-3.291615295E1
3.044642125E0,1.278549194E0,4.194116974E1,-3.257742310E1
3.054650125E0,1.951538086E0,4.208405304E1,-3.251293945E1
3.064658125E0,2.183670044E0,4.258171082E1,-3.219728088E1
3.074665125E0,2.628051758E0,4.306025696E1,-3.154238892E1
3.084673125E0,2.921913147E0,4.355031586E1,-3.050669861E1
3.094680125E0,3.071304321E0,4.413408661E1,-2.984948730E1
3.104688125E0,3.202888489E0,4.495278168E1,-2.880490112E1
3.114696125E0,3.842880249E0,4.543360138E1,-2.794294739E1
3.124703125E0,4.061645508E0,4.529344177E1,-2.780809021E1
3.134711125E0,4.617477417E0,4.504741669E1,-2.767701721E1
3.144719125E0,4.605995178E0,4.495197296E1,-2.772109985E1
3.154726125E0,5.045860291E0,4.492297363E1,-2.802323914E1
3.164734125E0,5.790962219E0,4.466194916E1,-2.818148804E1
3.174742125E0,6.033584595E0,4.461156464E1,-2.757858276E1
3.184749125E0,5.615547180E0,4.463555145E1,-2.770884705E1
3.194757125E0,5.127975464E0,4.512992859E1,-2.741387939E1
3.204765125E0,4.535827637E0,4.518035126E1,-2.749240112E1
3.214772125E0,4.131088257E0,4.505670929E1,-2.764228821E1
3.224780125E0,3.007942200E0,4.522133636E1,-2.782852173E1
3.234788125E0,1.852806091E0,4.536306763E1,-2.833959961E1
3.244795125E0,1.086898804E0,4.543032074E1,-2.864408875E1
3.254803125E0,4.487915039E-1,4.532364655E1,-2.816438293E1
3.264811125E0,-4.949188232E-2,4.535232544E1,-2.821049500E1
3.274818125E0,-6.288528442E-1,4.566670227E1,-2.819502258E1
3.284826125E0,-9.674835205E-1,4.573332214E1,-2.828617859E1
3.294834125E0,-1.219497681E0,4.582154846E1,-2.814892578E1
3.304841125E0,-1.715080261E0,4.575989532E1,-2.777046204E1
3.314849125E0,-2.127990723E0,4.564782715E1,-2.725242615E1
3.324856125E0,-2.923217773E0,4.599894714E1,-2.677088928E1
3.334864125E0,-4.483230591E0,4.642658997E1,-2.687298584E1
3.344872125E0,-5.962509155E0,4.645960999E1,-2.647552490E1
3.354879125E0,-7.470970154E0,4.626708221E1,-2.627510071E1
3.364887125E0,-9.390495300E0,4.601962280E1,-2.569049072E1
3.374895125E0,-1.129455566E1,4.573865509E1,-2.541125488E1
3.384902125E0,-1.294092560E1,4.555039215E1,-2.538841248E1
3.394910125E0,-1.414247894E1,4.561740112E1,-2.531825256E1
3.404918125E0,-1.492305756E1,4.506800079E1,-2.565498352E1
3.414925125E0,-1.592825317E1,4.482317352E1,-2.622198486E1
3.424933125E0,-1.689140320E1,4.428954315E1,-2.669209290E1
3.434941125E0,-1.792563629E1,4.409894562E1,-2.698999023E1
3.444948125E0,-1.889161682E1,4.350137329E1,-2.756617737E1
3.454956125E0,-2.041104126E1,4.261679840E1,-2.792715454E1
3.464964125E0,-2.109314728E1,4.239270020E1,-2.720404053E1
3.474971125E0,-2.204977417E1,4.258082581E1,-2.679397583E1
3.484979125E0,-2.246678925E1,4.236328125E1,-2.662048340E1
3.494987125E0,-2.336348724E1,4.246909332E1,-2.605920410E1
3.504994125E0,-2.418730164E1,4.220701599E1,-2.578187561E1
3.515002125E0,-2.490925598E1,4.241100311E1,-2.546624756E1
3.525010125E0,-2.573068237E1,4.208451080E1,-2.500682068E1
3.535017125E0,-2.658657074E1,4.177392578E1,-2.430007935E1
3.545025125E0,-2.755423737E1,4.131942749E1,-2.387011719E1
3.555033125E0,-2.903517914E1,4.071553040E1,-2.319847107E1
3.565040125E0,-3.106687927E1,3.962307739E1,-2.254190063E1
3.575048125E0,-3.259954071E1,3.895902252E1,-2.158848572E1
3.585055125E0,-3.438156891E1,3.809374237E1,-1.965512085E1
3.595063125E0,-3.601933289E1,3.747985077E1,-1.763261414E1
3.605071125E0,-3.800340271E1,3.634435272E1,-1.497158813E1
3.615078125E0,-3.970041656E1,3.486045837E1,-1.196471405E1
3.625086125E0,-4.215457916E1,3.196311188E1,-9.887252808E0
3.635094125E0,-4.455175781E1,2.841529083E1,-7.773750305E0
3.645101125E0,-4.711411285E1,2.478888702E1,-5.763481140E0
3.655109125E0,-4.877503967E1,2.169995880E1,-4.164688110E0
3.665117125E0,-5.048957062E1,1.936570740E1,-2.392234802E0
3.675124125E0,-5.151101685E1,1.797965240E1,1.109313965E-2
3.685132125E0,-5.195419312E1,1.701553345E1,1.288970947E0
3.695140125E0,-5.181919861E1,1.743918610E1,3.228591919E0
3.705147125E0,-5.142214966E1,1.779212952E1,4.022010803E0
3.715155125E0,-5.110942078E1,1.834013367E1,4.261314392E0
3.725163125E0,-5.098837280E1,1.836509705E1,4.760368347E0
3.735170125E0,-5.070897675E1,1.823040771E1,5.925712585E0
3.745178125E0,-5.064707947E1,1.764903259E1,7.266189575E0
3.755186125E0,-5.030224609E1,1.786449432E1,9.145454407E0
3.765193125E0,-5.046883392E1,1.757715607E1,1.007801056E1
3.775201125E0,-5.027395630E1,1.762518311E1,1.110239410E1
3.785209125E0,-5.041457367E1,1.712152863E1,1.131491089E1
3.795216125E0,-5.048256683E1,1.689195251E1,1.066598511E1
3.805224125E0,-5.065357971E1,1.661197662E1,1.018736267E1
3.815231125E0,-5.075537109E1,1.655239105E1,9.116638184E0
3.825239125E0,-5.147143555E1,1.580120087E1,8.738464355E0
3.835247125E0,-5.166389465E1,1.529332733E1,8.683883667E0
3.845254125E0,-5.176485443E1,1.500041199E1,8.277778625E0
3.855262125E0,-5.202160645E1,1.484153748E1,8.102409363E0
3.865270125E0,-5.205251312E1,1.434059143E1,7.574089050E0
3.875277125E0,-5.204780579E1,1.415758514E1,6.634628296E0
3.885285125E0,-5.224167633E1,1.377577209E1,5.554603577E0
3.895293125E0,-5.235678101E1,1.359816742E1,4.664825439E0
3.905300125E0,-5.283472443E1,1.309796906E1,4.097900391E0
3.915308458E0,-5.299348450E1,1.346100616E1,3.752845764E0
3.925316458E0,-5.294249725E1,1.343894196E1,3.383399963E0
3.935323458E0,-5.277116394E1,1.396534729E1,3.192962646E0
3.945331458E0,-5.259253693E1,1.442197418E1,2.805252075E0
3.955339458E0,-5.226403809E1,1.461875153E1,2.507987976E0
3.965346458E0,-5.218367767E1,1.520995331E1,2.090988159E0
3.975354458E0,-5.187507629E1,1.554888916E1,1.963752747E0
3.985362458E0,-5.213491058E1,1.557879639E1,2.028411865E0
3.995369458E0,-5.165467072E1,1.628977966E1,1.812927246E0
4.005377458E0,-5.168617249E1,1.691065979E1,2.190010071E0
4.015385458E0,-5.135366821E1,1.738742828E1,3.019950867E0
4.025392458E0,-5.121083069E1,1.796649170E1,2.652359009E0
4.035400458E0,-5.117729950E1,1.830290985E1,2.939132690E0
4.045408458E0,-5.115155792E1,1.836566162E1,3.498283386E0
4.055415458E0,-5.094641876E1,1.873625946E1,3.992172241E0
4.065423458E0,-5.109487915E1,1.870893860E1,4.690567017E0
4.075430458E0,-5.129076385E1,1.883663177E1,5.130676270E0
4.085438458E0,-5.133316803E1,1.891246796E1,5.367698669E0
4.095446458E0,-5.132605743E1,1.919694519E1,5.748237610E0
4.105453458E0,-5.134697723E1,1.932234955E1,5.866111755E0
4.115461458E0,-5.135929871E1,1.956891632E1,6.356521606E0
