"Time (s)","X (rad/s)","Y (rad/s)","Z (rad/s)"
5.416481250E-1,-1.628989339E0,-2.192449093E0,1.650489569E-1
5.516141250E-1,-1.342262387E0,-2.098818541E0,1.961446106E-1
5.615801250E-1,-1.136949778E0,-1.880635619E0,6.323850155E-2
5.715461250E-1,-1.091721654E0,-1.395317912E0,-1.646564752E-1
5.815111250E-1,-1.099713326E0,-6.803394556E-1,-4.233141243E-1
5.914771250E-1,-1.023866415E0,2.162978351E-1,-7.424694300E-1
6.014431250E-1,-9.128047824E-1,1.161848307E0,-9.637512565E-1
6.114091250E-1,-8.939023614E-1,1.941574574E0,-1.365684509E0
6.213741250E-1,-9.584922791E-1,2.439516068E0,-1.704756260E0
6.313401250E-1,-1.006785870E0,2.700023651E0,-1.828755617E0
6.413061250E-1,-1.019045353E0,2.807666063E0,-1.735654712E0
6.512721250E-1,-9.458330870E-1,2.797208309E0,-1.541156650E0
6.612371250E-1,-8.228821158E-1,2.569985628E0,-1.331758142E0
6.712031250E-1,-7.204224467E-1,2.280257702E0,-1.171470404E0
6.811691250E-1,-7.403886914E-1,2.229961157E0,-1.074855447E0
6.911351250E-1,-9.444313645E-1,2.369888306E0,-1.147546172E0
7.011001250E-1,-1.071767092E0,2.586565495E0,-1.256348610E0
7.110661250E-1,-1.173583150E0,3.037900209E0,-1.288974047E0
7.210321250E-1,-1.326512814E0,2.884895802E0,-1.200109959E0
7.309981250E-1,-1.381086111E0,2.710126877E0,-9.367120862E-1
7.409631250E-1,-1.329674006E0,2.121163130E0,-6.212620139E-1
7.509291250E-1,-1.143460989E0,1.743273139E0,-3.852201700E-1
7.608951250E-1,-7.871450186E-1,1.843626142E0,-1.343892813E-1
7.708611250E-1,-4.609352946E-1,2.204785585E0,1.571508944E-1
7.808261250E-1,-1.356826425E-1,2.556782961E0,6.139197946E-1
7.907921250E-1,4.410748836E-3,2.051059008E0,7.358313799E-1
8.007581250E-1,4.547749460E-2,1.727201462E0,5.332521796E-1
8.107241250E-1,-2.626145780E-1,1.074300170E0,6.695444584E-1
8.206901250E-1,-9.697533846E-1,-2.818927765E-1,9.712840915E-1
8.306551250E-1,-1.538010478E0,-1.249213696E0,1.088501334E0
8.406211250E-1,-1.588508248E0,-1.350366235E0,1.154550910E0
8.505871250E-1,-1.349202991E0,-1.428042650E0,1.238605261E0
8.605531250E-1,-1.056322336E0,-1.595655084E0,1.223172545E0
8.705181250E-1,-7.340232730E-1,-1.648937821E0,1.120954156E0
8.804841250E-1,-5.116701126E-1,-1.535133719E0,1.005941749E0
8.904501250E-1,-4.282953739E-1,-1.324464202E0,9.233884215E-1
9.004161250E-1,-3.914566636E-1,-1.131286383E0,9.028397202E-1
9.103811250E-1,-3.161497414E-1,-8.533847332E-1,1.035997510E0
9.203471250E-1,-2.299541086E-1,-5.725604892E-1,1.276635647E0
9.303131250E-1,-2.193580866E-1,-4.089657366E-1,1.458500266E0
9.402791250E-1,-2.706012726E-1,-3.513019085E-1,1.537787437E0
9.502441250E-1,-3.562422693E-1,-2.634499073E-1,1.426797271E0
9.602101250E-1,-4.582570493E-1,-1.330753863E-1,1.144970298E0
9.701761250E-1,-5.476506948E-1,9.729422629E-2,8.710790277E-1
9.801421250E-1,-5.742929578E-1,1.972248107E-1,6.482571363E-1
9.901071250E-1,-5.173063278E-1,1.517215669E-1,4.687797129E-1
1.000073125E0,-3.660821617E-1,-2.108269557E-2,2.823528349E-1
1.010039125E0,-1.391664147E-1,-2.464940399E-1,9.463408589E-2
1.020005125E0,7.903196663E-2,-2.696299851E-1,-4.628048744E-3
1.029970125E0,1.503212005E-1,-1.078288332E-1,4.699926451E-2
1.039936125E0,6.923699379E-2,1.408438385E-1,1.652164608E-1
1.049902125E0,-1.320364773E-1,4.354288578E-1,2.616031468E-1
1.059868125E0,-3.756187856E-1,5.712063909E-1,3.297401369E-1
1.069833000E0,-5.987782478E-1,4.648632109E-1,2.971979678E-1
1.079799000E0,-7.676729560E-1,2.202561200E-1,1.722893119E-1
1.089765000E0,-1.004951954E0,2.061306834E-1,1.938001066E-2
1.099731000E0,-1.339402318E0,3.620648980E-1,-9.129830450E-2
1.109696000E0,-1.794259429E0,5.993476510E-1,-6.264539808E-2
1.119662000E0,-2.284061909E0,6.571837664E-1,2.543039806E-2
1.129628000E0,-2.753524303E0,5.283203125E-1,1.121035367E-1
1.139594000E0,-3.111323118E0,3.466604650E-1,2.210870087E-1
1.149559000E0,-3.293974161E0,1.843044311E-1,3.547218144E-1
1.159525000E0,-3.340064049E0,1.500372738E-1,4.831788540E-1
1.169491000E0,-3.324063540E0,1.762116700E-1,5.632288456E-1
1.179457000E0,-3.334193945E0,3.453386426E-1,5.845879316E-1
1.189422000E0,-3.342432261E0,3.936899900E-1,4.861656427E-1
1.199388000E0,-3.381497622E0,4.239909053E-1,3.556587696E-1
1.209354000E0,-3.425727844E0,4.192837179E-1,2.442515492E-1
1.219320000E0,-3.412935495E0,4.377945662E-1,1.503197253E-1
1.229285000E0,-3.332698822E0,4.691179097E-1,5.656005442E-2
1.239251000E0,-3.242924690E0,4.262372851E-1,-6.182677671E-2
1.249217000E0,-3.157545805E0,4.006066024E-1,-2.081304044E-1
1.259183000E0,-3.073083401E0,3.726103902E-1,-3.738315105E-1
1.269148000E0,-2.978200674E0,3.882131577E-1,-5.144554973E-1
1.279114000E0,-2.844910383E0,3.899160028E-1,-6.341981292E-1
1.289080000E0,-2.660310745E0,4.838534296E-1,-7.734400630E-1
1.299046000E0,-2.443155289E0,6.920157075E-1,-8.611584902E-1
1.309011000E0,-2.229794502E0,8.244545460E-1,-9.360889196E-1
1.318977000E0,-1.998898029E0,8.868356347E-1,-9.941276908E-1
1.328943000E0,-1.718979597E0,8.666393757E-1,-1.026177287E0
1.338909000E0,-1.395378113E0,9.022740722E-1,-1.044873476E0
1.348874000E0,-1.123404741E0,9.379492402E-1,-9.867548347E-1
1.358840000E0,-9.325138330E-1,8.597875834E-1,-8.655540943E-1
1.368806000E0,-7.577207685E-1,1.338191986E0,-7.672816515E-1
1.378772000E0,-6.540279388E-1,1.286480904E0,-1.594576597E0
1.388737000E0,-5.537046194E-1,5.105283260E-1,-1.627014756E0
1.398703000E0,-2.354544401E-1,-4.081183970E-1,-1.078559160E0
1.408669000E0,1.837121397E-1,-8.780240417E-1,-7.900246382E-1
1.418635000E0,3.097467721E-1,-8.700340390E-1,-7.570880055E-1
1.428600000E0,2.633152902E-1,-7.842777371E-1,-7.572354674E-1
1.438566000E0,3.968541622E-1,-2.673429549E-1,-9.528918266E-1
1.448532000E0,6.400872469E-1,6.037670374E-1,-1.087453008E0
1.458498000E0,9.219857454E-1,1.590578794E0,-1.298969507E0
1.468463000E0,1.259727836E0,2.216957331E0,-1.555817366E0
1.478429000E0,1.542978168E0,2.410067797E0,-1.458527803E0
1.488395000E0,1.627218485E0,2.199674129E0,-1.026609898E0
1.498361000E0,1.535273910E0,1.536609650E0,-6.106387377E-1
1.508326000E0,1.305377841E0,3.439992964E-1,-1.893020868E-1
1.518292000E0,1.089997649E0,4.953303933E-2,8.772445470E-2
1.528258000E0,8.132011890E-1,2.839876711E-1,7.217039168E-2
1.538224000E0,5.949004889E-1,6.516804695E-1,-6.017192826E-2
1.548190000E0,5.197598338E-1,1.154360294E0,-5.907170773E-1
1.558155000E0,5.362804532E-1,1.594213605E0,-4.636587501E-1
1.568121000E0,6.615562439E-1,1.572494268E0,3.903388232E-2
1.578087000E0,8.733726144E-1,1.139083624E0,4.901219606E-1
1.588053000E0,1.152999520E0,8.512260914E-1,4.920305908E-1
1.598018000E0,1.276311159E0,8.117367029E-1,3.175216317E-1
1.607984000E0,1.133386612E0,9.085665941E-1,2.032907307E-1
1.617950000E0,1.106498361E0,1.180942178E0,2.683799565E-1
1.627916000E0,1.389176846E0,1.255237460E0,7.899655961E-3
1.637881000E0,1.698725939E0,1.137178898E0,-1.425577551E-1
1.647847000E0,2.193534136E0,9.083932042E-1,-2.272785008E-1
1.657813000E0,2.678745270E0,4.868377447E-1,-2.178977877E-1
1.667779000E0,2.923628092E0,-9.594074637E-2,-2.267922759E-1
1.677744000E0,2.727921724E0,-5.887928009E-1,7.913834602E-2
1.687710000E0,2.395073414E0,-8.897489309E-1,-8.800224960E-2
1.697676000E0,1.927205682E0,-8.862873316E-1,9.088389277E-1
1.707642000E0,1.447201252E0,-9.181200862E-1,2.223913908E0
1.717607000E0,1.177053452E0,-6.289790869E-1,2.945021152E0
1.727573000E0,1.056885242E0,-8.976600319E-2,2.960577250E0
1.737539000E0,6.779090166E-1,1.015365794E-1,2.051754236E0
1.747505000E0,3.056938052E-1,1.317039728E-1,1.218721747E0
1.757470000E0,3.270888329E-2,-9.988825023E-2,7.124170065E-1
1.767436000E0,-1.455752403E-1,-3.350631893E-1,6.060919166E-1
1.777402000E0,-2.697169185E-1,-6.686525941E-1,8.450928330E-1
1.787368000E0,-3.837172389E-1,-1.093012452E0,1.210791111E0
1.797333000E0,-5.193051100E-1,-1.402083516E0,1.468258500E0
1.807299000E0,-6.727779508E-1,-1.579585791E0,1.544753551E0
1.817265000E0,-8.416622877E-1,-1.574872613E0,1.553279400E0
1.827231000E0,-9.947084785E-1,-1.484655261E0,1.583601594E0
1.837196000E0,-1.102054358E0,-1.252428174E0,1.561732531E0
1.847162000E0,-1.208207965E0,-9.174324274E-1,1.401168585E0
1.857128000E0,-1.372672319E0,-6.749913096E-1,1.012870908E0
1.867094000E0,-1.605167985E0,-6.317269802E-1,7.305139303E-1
1.877059000E0,-1.719676971E0,-3.776774108E-1,5.650405288E-1
1.887025000E0,-1.796122313E0,5.685843527E-2,3.040552735E-1
1.896991000E0,-1.740385771E0,2.974697053E-1,-7.042618096E-2
1.906957000E0,-1.432403445E0,4.082646072E-1,-4.551301897E-1
1.916922000E0,-1.195420504E0,4.928423464E-1,-7.636229992E-1
1.926888000E0,-1.247899175E0,2.445007116E-1,-1.019924402E0
1.936854000E0,-1.488736749E0,-1.039313003E-1,-1.062021494E0
1.946820000E0,-1.742633820E0,-2.773668766E-1,-1.095702767E0
1.956785000E0,-1.701966763E0,-1.155220568E-1,-1.284808993E0
1.966751000E0,-1.540468812E0,7.150395960E-2,-1.601668358E0
1.976717000E0,-1.378922462E0,2.361597419E-1,-1.979157925E0
1.986683000E0,-1.222462773E0,1.711474061E-1,-2.416609764E0
1.996648000E0,-9.241322875E-1,1.636633873E-1,-2.755444288E0
2.006614000E0,-3.183778822E-1,5.652039051E-1,-2.045073271E0
2.016580000E0,1.627663821E-1,5.306933522E-1,-8.465504050E-1
2.026546000E0,1.625239104E-1,-2.659979761E-1,-3.964512348E-1
2.036511000E0,-3.301602975E-2,-8.723813891E-1,-5.784713626E-1
2.046477000E0,-2.467698157E-1,-8.528860211E-1,-2.497810721E-1
2.056443000E0,-3.384906650E-1,-3.639562726E-1,4.130943716E-1
2.066409000E0,-4.161970019E-1,1.329232194E-2,8.978032470E-1
2.076374000E0,-1.310419440E-1,1.771902852E-2,1.187988997E0
2.086340000E0,2.862868309E-1,-9.206605703E-2,1.275631785E0
2.096306000E0,4.782658815E-1,-2.982026152E-2,1.347961664E0
2.106272000E0,1.316640824E-1,4.043141901E-1,1.378913999E0
2.116237000E0,-5.420373678E-1,1.290960908E0,1.361419201E0
2.126203000E0,-8.058868647E-1,1.908400655E0,1.044582367E0
2.136169000E0,-4.707088172E-1,1.737150073E0,3.533666134E-1
2.146135000E0,-7.003154606E-2,1.343062639E0,-2.977427542E-1
2.156101000E0,-2.649397850E-1,1.286636829E0,-6.711989045E-1
2.166066000E0,-6.469175220E-1,1.675568342E0,-8.757023215E-1
2.176032000E0,-7.137282491E-1,2.342116594E0,-8.327282071E-1
2.185998000E0,-3.006890118E-1,2.445217133E0,-6.951765418E-1
2.195963000E0,4.216422141E-2,2.320660830E0,-4.183156490E-1
2.205929000E0,8.922485262E-2,2.493813276E0,-5.470777676E-2
2.215895000E0,-6.495487690E-1,2.236671925E0,-8.306351304E-2
2.225861000E0,-1.648157597E0,1.984314799E0,-5.669872165E-1
2.235826000E0,-1.992701888E0,1.310040832E0,-9.710566401E-1
2.245792000E0,-1.855977654E0,1.009173393E0,-1.555943847E0
2.255758000E0,-1.378523231E0,1.971616745E0,-2.476078033E0
2.265724000E0,-5.434449315E-1,3.226320267E0,-3.065569639E0
2.275690000E0,3.367068470E-1,4.142334938E0,-3.139791727E0
2.285655000E0,9.070164561E-1,4.692281246E0,-2.881544113E0
2.295621000E0,9.348776937E-1,3.968085527E0,-2.809365511E0
2.305587000E0,4.243005216E-1,2.199990988E0,-3.154845715E0
2.315553000E0,-6.560499221E-2,7.730007768E-1,-3.556745052E0
2.325518000E0,-4.497922063E-1,-1.959802657E-1,-3.946362734E0
2.335484000E0,-8.553098440E-1,-8.126128316E-1,-4.338503838E0
2.345450000E0,-1.239071488E0,-1.132864118E0,-4.819952965E0
2.355416000E0,-1.517612576E0,-1.024330735E0,-5.176990509E0
2.365381000E0,-1.688413620E0,-7.952816486E-1,-5.273520470E0
2.375347000E0,-1.745409966E0,-7.935018539E-1,-5.327235222E0
2.385313000E0,-1.815122724E0,-7.617751360E-1,-4.962116718E0
2.395279000E0,-2.233893156E0,1.082212850E-1,-3.135610104E0
2.405244000E0,-2.038377762E0,3.291909397E-1,-2.272168875E0
2.415210000E0,-1.583975434E0,7.609748244E-1,-2.621945381E0
2.425176000E0,-5.015434623E-1,6.960757077E-2,-2.889874220E0
2.435142000E0,9.708029032E-2,-4.524945021E-1,-3.135002613E0
2.445107000E0,1.271816492E-1,-8.529000878E-1,-3.313860893E0
2.455073000E0,2.129676491E-1,-1.506043553E0,-3.340740681E0
2.465039000E0,7.056071758E-1,-2.756109476E0,-3.213511467E0
2.475005000E0,1.086565375E0,-3.389887810E0,-3.146108866E0
2.484970000E0,1.164110780E0,-3.898930311E0,-3.120708942E0
2.494936000E0,8.345651627E-1,-4.479565144E0,-3.199151516E0
2.504902000E0,2.822935879E-1,-5.220289707E0,-3.173470736E0
2.514868000E0,-3.481030166E-1,-5.656089306E0,-3.032050371E0
2.524833000E0,-1.072944999E0,-5.387323856E0,-2.983170986E0
2.534799000E0,-2.738206863E0,-3.776204109E0,-4.041728020E0
2.544765000E0,-3.505564928E0,-3.094161272E0,-2.525574923E0
2.554731000E0,-2.758665562E0,-1.076099634E0,1.203127384E0
2.564696000E0,-2.328456163E0,2.812323570E0,1.861690164E0
2.574662000E0,-1.871205568E0,6.420303345E0,1.378807664E0
2.584628000E0,-1.340586066E0,8.202973366E0,1.041763663E0
2.594594000E0,-9.370281696E-1,8.301382065E0,1.092732906E0
2.604559000E0,-1.124500632E0,6.436841488E0,1.482915640E0
2.614525000E0,-1.258262634E0,2.508748293E0,1.764644027E0
2.624491000E0,-6.037273630E-2,-1.337788105E0,1.275079846E0
2.634457000E0,1.665918112E0,-2.760031223E0,4.584146142E-1
2.644423000E0,2.812701941E0,-2.040754080E0,2.893431783E-1
2.654388000E0,3.130744457E0,-5.867762566E-1,6.613713503E-1
2.664354000E0,3.004584789E0,2.541285753E-1,9.529340863E-1
2.674320000E0,2.808720827E0,1.211215332E-1,1.014055490E0
2.684286000E0,2.799996138E0,-6.136000156E-1,9.137565494E-1
2.694251000E0,3.120916843E0,-1.408665776E0,6.444534659E-1
2.704217000E0,3.401192904E0,-1.530729890E0,3.233797550E-1
2.714183000E0,3.370865107E0,-8.310668468E-1,1.829154557E-3
2.724149000E0,3.123375416E0,9.814947844E-2,-1.921501756E-1
2.734114000E0,2.878668070E0,8.068525791E-1,-2.907047272E-1
2.744080000E0,2.740107775E0,1.104893684E0,-2.153246105E-1
2.754046000E0,2.667576313E0,1.264784575E0,1.469611675E-1
2.764012000E0,2.649816275E0,1.478885412E0,4.649563432E-1
2.773977000E0,2.655218363E0,1.643236876E0,5.815263987E-1
2.783943000E0,2.623612165E0,1.824411631E0,5.245668292E-1
2.793909000E0,2.592211246E0,1.970933914E0,3.945422769E-1
2.803875000E0,2.541907787E0,2.004838943E0,3.112767339E-1
2.813840000E0,2.530082464E0,1.765567183E0,2.638356984E-1
2.823806000E0,2.514923096E0,1.176368475E0,2.431947738E-1
2.833772000E0,2.138511181E0,1.404771656E-1,3.301680386E-1
2.843738000E0,9.988294840E-1,-2.135901451E0,7.837725878E-1
2.853703000E0,-4.371141791E-1,-4.588941097E0,1.255741477E0
2.863669000E0,-8.893270493E-1,-5.000036240E0,1.309705853E0
2.873635000E0,-4.610747695E-1,-4.169355869E0,1.225790501E0
2.883601000E0,2.711431086E-1,-3.057588339E0,1.194369674E0
2.893567000E0,1.188326955E0,-1.905129194E0,1.067431450E0
2.903532000E0,1.594205856E0,-1.515330553E0,9.473401904E-1
2.913498000E0,1.602010727E0,-1.519749045E0,8.382678032E-1
2.923464000E0,1.359964371E0,-1.752535939E0,7.987916470E-1
2.933430000E0,1.052893639E0,-2.071074486E0,8.329893351E-1
2.943395000E0,6.420057416E-1,-2.012621880E0,9.127874970E-1
2.953361000E0,1.972765028E-1,-1.676319003E0,9.184184670E-1
2.963327000E0,-5.739456043E-2,-1.501133323E0,8.470895290E-1
2.973293000E0,-2.341765165E-1,-1.390548468E0,7.824191451E-1
2.983258000E0,-3.844524920E-1,-1.354511380E0,7.016822696E-1
2.993224000E0,-5.396023989E-1,-1.344311237E0,6.208723783E-1
3.003190000E0,-7.052882910E-1,-1.256232381E0,5.527748466E-1
3.013156000E0,-9.108446836E-1,-1.116153598E0,5.239977837E-1
3.023121000E0,-1.128560185E0,-9.580799341E-1,5.399784446E-1
3.033087000E0,-1.292015195E0,-8.318769932E-1,5.669099689E-1
3.043053000E0,-1.357361436E0,-8.297082782E-1,5.646603107E-1
3.053019000E0,-1.094430566E0,-7.996768951E-1,4.880752861E-1
3.062984000E0,-3.817569613E-1,-7.410401106E-1,3.009073436E-1
3.072950042E0,6.120545864E-1,-1.740118414E-1,1.170368493E-1
3.082916042E0,1.632818103E0,2.699433267E-1,1.637639850E-1
3.092882042E0,1.943910956E0,-5.837531686E-1,1.500641555E-1
3.102847042E0,1.740558147E0,-1.109161139E0,6.852231175E-2
3.112813042E0,1.634267926E0,-1.364728689E0,2.659333944E-1
3.122779042E0,1.561250687E0,-1.482912898E0,4.014366269E-1
3.132745042E0,1.422841430E0,-1.632796049E0,5.172087550E-1
3.142711042E0,1.185103536E0,-1.527372956E0,5.729844570E-1
3.152676042E0,7.998663783E-1,-9.974547625E-1,5.684120655E-1
3.162642042E0,2.720820606E-1,-3.495764434E-1,5.486325622E-1
3.172608042E0,-1.923505813E-1,-1.254357696E-1,4.462018013E-1
3.182574042E0,-5.461559892E-1,-4.616687596E-1,3.135596514E-1
3.192539042E0,-1.024874806E0,-5.840641856E-1,3.892373741E-1
3.202505042E0,-2.157527447E0,-2.782805450E-2,7.757164836E-1
3.212471042E0,-2.853982210E0,8.346214890E-1,8.895429373E-1
3.222437042E0,-1.393573880E0,3.418946981E0,-4.175053537E-1
3.232402042E0,-4.470622167E-2,3.990593433E0,-1.697192311E0
3.242368042E0,-4.031076133E-1,2.484340906E0,-2.136607647E0
3.252334042E0,-5.298898220E-1,1.102634311E0,-9.714339972E-1
3.262300042E0,-5.441659689E-1,6.232405901E-1,2.745637000E-1
3.272265042E0,-7.926120162E-1,-3.501903415E-1,8.233815432E-1
3.282231042E0,-9.150637984E-1,-1.124696970E0,7.189632654E-1
3.292197042E0,-7.509664297E-1,-6.525511742E-1,9.775940329E-2
3.302163042E0,-5.632144809E-1,1.474497616E-1,-7.612977028E-1
3.312129042E0,-6.616358757E-1,6.661671996E-1,-1.475063801E0
3.322094042E0,-1.027750731E0,8.111689687E-1,-1.805275679E0
3.332060042E0,-1.478396654E0,8.268206120E-1,-1.884978294E0
3.342026042E0,-1.888751745E0,8.722677231E-1,-1.899780154E0
3.351992042E0,-2.298614740E0,7.151955366E-1,-1.899603844E0
3.361957042E0,-2.459384203E0,2.649837434E-1,-1.465015292E0
3.371923042E0,-2.190644741E0,-1.691530794E-1,-8.917531371E-1
3.381889042E0,-1.745134115E0,-7.977966070E-1,-5.505242348E-1
3.391855042E0,-1.328028321E0,-1.235408545E0,-4.284976721E-1
3.401820042E0,-1.194482207E0,-9.590102434E-1,-2.882790267E-1
3.411786042E0,-3.205828428E0,1.896289825E0,-1.858754158E-1
3.421752042E0,-4.169376850E0,3.941018343E0,-1.747659296E-1
3.431718042E0,-4.272714615E0,4.879450321E0,-6.437658519E-2
3.441683042E0,-3.620077133E0,4.651955605E0,4.961360246E-2
3.451649042E0,-2.510295391E0,3.441361427E0,1.440530270E-1
3.461615042E0,-1.322189808E0,1.693319082E0,1.974623352E-1
3.471581042E0,-4.985949099E-1,2.958235741E-1,2.223170847E-1
3.481546042E0,-4.181447625E-2,-5.248145461E-1,2.079008967E-1
3.491512042E0,8.074552566E-2,-9.248791337E-1,1.479595304E-1
3.501478042E0,-8.174587786E-2,-9.904329181E-1,9.489193559E-2
3.511444042E0,-3.717228472E-1,-7.394158840E-1,1.311431527E-1
3.521409042E0,-6.960678101E-1,-3.088033795E-1,2.167194784E-1
3.531375042E0,-1.016247153E0,3.139824569E-1,2.904584110E-1
3.541341042E0,-1.266747713E0,1.077063680E0,2.588037252E-1
3.551307042E0,-1.456689477E0,1.665383458E0,1.574177146E-1
3.561273042E0,-1.632253408E0,1.893265843E0,4.865791183E-3
3.571238042E0,-1.770662427E0,1.846487880E0,-1.569350958E-1
3.581204042E0,-1.815107226E0,1.636700392E0,-2.656486928E-1
3.591170042E0,-1.792080402E0,1.284330130E0,-3.522022367E-1
3.601136042E0,-1.760282159E0,7.982276678E-1,-4.312267005E-1
3.611101042E0,-1.735548377E0,2.917988300E-1,-5.584937930E-1
3.621067042E0,-1.608138919E0,2.019971050E-2,-7.933714390E-1
3.631033042E0,-1.312430859E0,-5.628157873E-3,-9.064460397E-1
3.640999042E0,-7.998652458E-1,2.006059736E-1,-8.693051934E-1
3.650964042E0,-9.187214822E-2,5.945295691E-1,-7.802410722E-1
3.660930042E0,7.033014297E-1,9.112761021E-1,-7.570462227E-1
3.670896042E0,1.454479575E0,8.837200999E-1,-7.901077271E-1
3.680862042E0,1.886749148E0,4.437665343E-1,-7.607393265E-1
3.690827042E0,1.630413771E0,-2.927309275E-1,-5.551453829E-1
3.700793042E0,6.773110032E-1,-9.304887056E-1,-7.914693654E-2
3.710759042E0,-3.696886599E-1,-1.095003605E0,4.561202228E-1
3.720725042E0,-1.159506321E0,-7.009486556E-1,8.752740026E-1
3.730691042E0,-1.608954191E0,2.881376445E-1,1.152109027E0
3.740656042E0,-1.433425903E0,1.093304873E0,1.113911867E0
3.750622042E0,-4.672283530E-1,7.325729728E-1,8.852715492E-1
3.760588042E0,1.814464927E0,-4.934258461E-1,5.970805883E-1
3.770554042E0,3.248452902E0,-8.272027373E-1,5.474429727E-1
3.780519042E0,3.487257004E0,-1.590396762E0,5.214784741E-1
3.790485042E0,3.769784212E0,-1.633098960E0,4.656756818E-1
3.800451042E0,3.977502584E0,-1.349447370E0,7.098792791E-1
3.810417042E0,3.654409409E0,-9.450814128E-1,8.473527431E-1
3.820382042E0,3.186158419E0,-4.166194797E-1,8.259911537E-1
3.830348042E0,2.915111303E0,-1.405229121E-1,6.963452697E-1
3.840314042E0,2.657798052E0,-1.175638437E-1,5.559248924E-1
3.850280042E0,2.363736391E0,-2.247842997E-1,4.670131207E-1
3.860245042E0,2.228806973E0,-2.379459143E-1,3.689180911E-1
3.870211042E0,2.297748089E0,-1.011169329E-2,2.835323513E-1
3.880177042E0,2.283585787E0,2.025201917E-1,2.860960662E-1
3.890143042E0,2.189057589E0,4.831723571E-1,3.075161278E-1
3.900109042E0,1.965202212E0,7.994501591E-1,3.518198133E-1
3.910074042E0,1.660676718E0,8.635761738E-1,3.227016032E-1
