"Time (s)","X (m/s^2)","Y (m/s^2)","Z (m/s^2)"
8.904501250E-1,-4.206598622E0,1.629434815E0,2.937180383E0
9.004161250E-1,-3.814535796E0,1.948343711E0,2.237172775E0
9.103811250E-1,-3.690032203E0,2.129850348E0,2.207946053E0
9.203471250E-1,-3.888499566E0,1.842099218E0,2.513923831E0
9.303131250E-1,-3.592350957E0,1.500239123E0,2.406778282E0
9.402791250E-1,-2.658280476E0,1.171904808E0,1.998476568E0
9.502441250E-1,-1.626706504E0,8.827041534E-1,1.627678896E0
9.602101250E-1,-3.910880953E-1,5.262327442E-1,1.202265306E0
9.701761250E-1,3.719519126E-1,-2.119121584E-1,1.008494427E0
9.801421250E-1,1.754749417E-2,-8.104562491E-1,9.293014920E-1
9.901071250E-1,-5.471391714E-1,-1.322408923E0,1.263872740E0
1.000073125E0,-9.955124384E-1,-1.636288337E0,1.341786304E0
1.010039125E0,-1.359179431E0,-2.151644967E0,1.345983435E0
1.020005125E0,-2.040580029E0,-2.852751267E0,1.365693229E0
1.029970125E0,-2.811585115E0,-3.186932798E0,8.721139687E-1
1.039936125E0,-3.646662819E0,-3.051397847E0,9.779000401E-2
1.049902125E0,-3.699698235E0,-2.772300889E0,-9.061605513E-1
1.059868125E0,-3.156138729E0,-2.625518526E0,-1.952216322E0
1.069833000E0,-2.619270777E0,-2.513130364E0,-2.496019657E0
1.079799000E0,-1.886719320E0,-2.747309889E0,-2.968165948E0
1.089765000E0,-1.002026821E0,-3.338582382E0,-3.377998463E0
1.099731000E0,-2.567155713E-1,-3.922334187E0,-3.754583709E0
1.109696000E0,-4.546911836E-2,-4.377643129E0,-3.978466580E0
1.119662000E0,-4.275630265E-1,-4.555616001E0,-4.327033138E0
1.129628000E0,-7.036586094E-1,-4.452350664E0,-4.560851013E0
1.139594000E0,-6.026175535E-1,-3.877280513E0,-4.673477157E0
1.149559000E0,-3.310787058E-1,-3.319417841E0,-4.254607186E0
1.159525000E0,2.704442489E-1,-2.952748595E0,-3.436231468E0
1.169491000E0,1.190457439E0,-2.571245548E0,-2.956915905E0
1.179457000E0,2.123004135E0,-2.445983863E0,-2.459092151E0
1.189422000E0,2.970565061E0,-2.405805598E0,-2.349672035E0
