Interval,LA_X,LA_Y,LA_Z,A_X,A_Y,A_Z,G_X,G_Y,G_Z,Lat,Long,Height,V,Dir,Hor_Acc,Vert_Acc
0.25,-0.076526914988625,-0.7446292454754166,-0.7404143531291667,-3.65827857054,3.484370214836,7.1710477296,-1.6077639001083333,-1.0681596267320417,0.018664798529166676,52.12058902,4.291948238,5.272644043,0.0,349.1015625,3.535533906,4.0
0.5,0.9152028259000001,0.37031000281719995,0.0985770860332,-2.496879711904,2.51818939812,8.945368012080001,-0.5647230970724,1.8152025103840002,0.14562674412324,52.12058902,4.291948238,5.272644043,0.0,349.1015625,3.535533906,4.0
0.75,0.9892014684084001,-0.709872349008,-0.0003143697200000073,-5.24342224728,0.05466632083,7.52598962396,-0.7824011546679999,0.46265111973823997,-0.27410163853819997,52.12058902,4.291948238,5.272644043,0.0,349.1015625,3.535533906,4.0
1.0,-0.533938707768,0.025304498151999998,0.45054499313920005,-7.93663967288,-1.77347603756,6.5796216064,-0.760952199732,0.914494928136,-0.7992088175079999,52.12058902,4.291948238,5.272644043,0.0,349.1015625,3.535533906,4.0
1.25,-0.1467237847392,0.17058358210992,0.37467140586520004,-7.7263449828,-3.44511584464,5.415875628679999,0.1281253302072,0.21146893377148002,-0.698435121768,52.12058902,4.291948238,5.272644043,0.0,349.1015625,3.535533906,4.0
1.5,2.347160024256,-0.7637117126812,-1.5541531063768,-4.32653093264,-6.19084407336,3.03121455684,-0.74439891837852,0.353791527776,-1.4012710595120001,52.12058902,4.291948238,5.272644043,0.0,349.1015625,3.535533906,4.0
1.75,-4.722298519612,-0.864771432924,0.45437172836279993,-9.50691626632,-9.21337069716,1.2052576539067161,-0.8644317752480001,2.34941719052,-0.7520805671867999,52.12058902,4.291948238,5.272644043,0.0,349.1015625,3.535533906,4.0
2.0,-0.24810314892080002,0.20054614182839997,-0.10549312008999995,-4.82186288452,-8.130959582240001,-2.18912568966,-0.5882463176516,0.7672098558931999,0.3067402258564,52.12058902,4.291948238,5.272644043,0.0,349.1015625,3.535533906,4.0
2.25,0.109203909288,0.26684970818719994,0.6198461171172,-4.74250391224,-7.45627659292,-3.0931677244799998,0.06233856461436,0.4787264530276,0.4968513155,52.12058902,4.291948238,5.272644043,0.0,349.1015625,3.535533906,4.0
2.5,-0.73674699714,0.4382005151768,0.33228536061088,-6.35698059072,-6.65540601196,-3.51039210212,-0.14219456443700002,-0.5189057254584,0.23000441848400002,52.12058902,4.291948238,5.272644043,0.0,349.1015625,3.535533906,4.0
2.75,-0.30860844074000005,0.2296899744648,0.0717209765292,-6.247378509492,-6.99127157604,-2.8552345092360003,-0.281953248542,-0.5133051723564,-0.5667902362068,52.12058902,4.291948238,5.272644043,0.0,349.1015625,3.535533906,4.0
3.0,0.6780077397351999,-0.582758491172,-0.140392466416,-4.360390521172,-8.5733137024,-2.7551526306799996,0.49537532528839995,0.003753034329199989,-0.44444414168560004,52.12058902,4.291948238,5.272644043,0.0,349.1015625,3.535533906,4.0
3.25,-0.951550498372,0.7898079530600001,0.4594971329528,-4.3103825134400005,-8.08689721076,-1.8125926940592,-0.2529733851404,-0.1959614473456,-1.09067073818,52.12058902,4.291948238,5.272644043,0.0,349.1015625,3.535533906,4.0
3.5,0.6402422051415999,-0.89190001097352,-0.4170368104888,-1.0751242676200001,-10.190538666,-3.117872351,0.07836347669440001,0.4157227139516,-0.065470894574,52.1205852,4.291951759,5.983276367,0.0,349.1015625,3.535533906,4.0
3.75,-0.2134747040136,0.1187427060904,-0.04126204084924,-2.52162026368,-9.15406402584,-2.23532561648,0.35833803071799997,0.47211604238,0.5578780865640001,52.1205852,4.291951759,5.983276367,0.0,349.1015625,3.535533906,4.0
4.0,-0.13310753740040002,0.3431334425132,0.1613465133604,-3.06795415644,-8.62281276852,-2.387145904532,-0.55319452242072,0.4602633392816,0.2547580382216,52.1205852,4.291951759,5.983276367,0.0,349.1015625,3.535533906,4.0
4.25,-0.2106081942516,-0.5672060669800001,-0.017031454005199995,-3.40278986196,-9.3653586368,-2.9954090148,0.4570320582312,0.2443433855488,0.17697057515636,52.1205852,4.291951759,5.983276367,0.0,349.1015625,3.535533906,4.0
4.5,-0.111800470636,-0.1583481663964,-0.017413014055200002,-3.6817916748,-9.03801934196,-2.39735467536,0.2329993871672,0.064836971528,0.15974807529280002,52.12058437,4.291953687,6.939880371,0.0,349.1015625,3.535533906,4.0
4.75,-2.247797669,0.113027567272,1.1232840830824,-7.48695080588,-7.5075359984,-0.513857427936,-0.5334253088900001,-4.9238325643600005,0.8426415171628,52.12058437,4.291953687,6.939880371,0.0,349.1015625,3.535533906,4.0
5.0,-0.9456174207088001,-2.020851956452,-2.893567966256,-3.811464019768,-5.01514694824,5.44884307248,2.1813649359152,-4.11071447852,0.6130586847684,52.12058437,4.291953687,6.939880371,0.0,349.1015625,3.535533906,4.0
5.25,0.3791203382224,0.3661752494908,0.6195601414744,1.124180255056,-1.12375513922,10.316283178920001,0.16439986444520002,-0.7002211374159999,0.13153364780736,52.12058437,4.291953687,6.939880371,0.0,349.1015625,3.535533906,4.0
5.5,-0.566864192052,-0.514979972538,-0.3265454062408,1.9038309631600001,-0.3285847045956,9.09634405532,0.8765250950351999,-0.464573676422,0.082689850621048,52.12058789,4.291947233,5.358703613,0.0,349.1015625,3.535533906,4.0
5.75,1.19583087772375,-1.9834051539125,-3.7289613567083335,-0.22825134897520002,-2.8193810668348,4.996531658904,-1.6236521688875,5.643532729116667,-2.544261489049583,52.12058789,4.291947233,5.358703613,0.0,349.1015625,3.535533906,4.0
6.0,-4.6444707808,-1.3024030373406401,-0.37630128232399995,-11.12222521356,-8.17309396352,-0.08616681523200001,-0.7241189403871999,3.3017759799200004,-1.085553001472,52.12058789,4.291947233,5.358703613,0.0,349.1015625,3.535533906,4.0
6.25,0.2805802569,0.0003312331399999735,0.8038314590076,-5.70981038816,-6.719915863400001,-2.2575274475,-0.7022509480252,0.324574567136,-0.28423548390268,52.12058789,4.291947233,5.358703613,0.0,349.1015625,3.535533906,4.0
6.5,-0.10550704229320002,0.12264099805600003,0.473387749266,-6.0403530212400005,-7.35338655396,-2.93268944088,0.39350552619879997,-0.631288700988,0.1386938309332,52.12058877,4.291948657,5.530517578,0.0,349.1015625,3.535533906,4.0
6.75,0.312873774088,0.824348110912,0.1957088573032,-5.85136801764,-5.964706329399999,-3.33874703984,-0.5148789914556,0.04821402150536,-0.1611366923156,52.12058877,4.291948657,5.530517578,0.0,349.1015625,3.535533906,4.0
7.0,-0.5328298886116,-0.2969767384092,0.2570720409268,-5.861151672439999,-7.5386413146799995,-3.28050615236,-0.36910060513184,-0.2738813162664,-0.9871791148360001,52.12058877,4.291948657,5.530517578,0.0,349.1015625,3.535533906,4.0
7.25,-0.24764428269999994,0.8966923421759999,0.23760009941200003,-3.3934612610362804,-7.482813409079999,-3.6091148071599997,-0.045801163317599994,0.3073682585296,-1.0271982860520001,52.12058877,4.291948657,5.530517578,0.0,349.1015625,3.535533906,4.0
7.5,0.7802663788954,-0.7307788608915999,-0.22315930111112,-2.2560545104332,-9.20081480732,-3.91168959956,-0.03597702680823999,0.25346012808880003,1.051897896528,52.12058856,4.291948909,5.586364746,0.0,349.1015625,3.673085512,6.0
