"Time (s)","Distance (cm)"
2.334912500E-2,5.000000000E0
6.315948958E0,0.000000000E0
4.439961120E2,5.000000000E0
4.498771949E2,0.000000000E0
4.645390875E2,5.000000000E0
5.039742899E2,0.000000000E0
5.057755029E2,5.000000000E0
6.272312241E2,5.000000000E0
6.272854895E2,0.000000000E0
6.273688073E2,5.000000000E0
9.415064655E2,0.000000000E0
9.416231089E2,5.000000000E0
