"Time (s)","Distance (cm)"
7.329453100E-2,5.000000000E0
9.236224530E-1,0.000000000E0
1.923624645E0,5.000000000E0
5.423618578E0,0.000000000E0
6.823612948E0,5.000000000E0
1.110236876E2,0.000000000E0
1.127235396E2,5.000000000E0
