"Time (s)","Latitude (°)","Longitude (°)","Height (m)","Velocity (m/s)","Direction (°)","Horizontal Accuracy (m)","Vertical Accuracy (m)"
4.043750624E1,5.237529333E1,4.840046667E0,1.251430816E1,2.322426558E0,1.040000000E2,1.700000048E0,1.289999962E1
4.143750624E1,5.237528833E1,4.840085000E0,1.281432341E1,2.383163929E0,1.040000000E2,1.700000048E0,1.310000038E1
4.243750624E1,5.237528333E1,4.840115000E0,1.401433382E1,2.400149822E0,1.122799988E2,1.700000048E0,1.319999981E1
4.343750624E1,5.237528167E1,4.840158333E0,1.401435664E1,2.395002604E0,1.121800003E2,1.700000048E0,1.330000019E1
4.443750624E1,5.237527167E1,4.840203333E0,1.451436875E1,2.355883598E0,1.142399979E2,1.799999952E0,1.430000019E1
4.543750624E1,5.237527000E1,4.840226667E0,1.571437996E1,2.337353706E0,1.090899963E2,1.799999952E0,1.469999981E1
4.643750624E1,5.237526667E1,4.840253333E0,1.681439077E1,2.314191103E0,1.126600037E2,1.899999976E0,1.510000038E1
4.743750624E1,5.237526167E1,4.840270000E0,1.831439344E1,2.293087482E0,1.118399963E2,1.799999952E0,1.439999962E1
4.843750624E1,5.237524833E1,4.840330000E0,1.811440959E1,2.280734062E0,1.112200012E2,1.799999952E0,1.460000038E1
4.943750624E1,5.237524167E1,4.840363333E0,1.901441959E1,2.292057991E0,1.127200012E2,1.799999952E0,1.469999981E1
5.043750624E1,5.237523333E1,4.840393333E0,1.971442533E1,2.262718916E0,1.040000000E2,1.799999952E0,1.489999962E1
5.143750624E1,5.237522500E1,4.840446667E0,1.911444462E1,2.258601189E0,1.040000000E2,1.799999952E0,1.510000038E1
5.243750624E1,5.237522167E1,4.840463333E0,1.931444962E1,2.204555273E0,1.040000000E2,1.799999952E0,1.550000000E1
5.343750624E1,5.237521667E1,4.840503333E0,1.951446584E1,2.168524742E0,1.040000000E2,1.700000048E0,1.469999981E1
5.443750624E1,5.237521000E1,4.840541667E0,1.981447875E1,2.199922800E0,1.040000000E2,1.700000048E0,1.489999962E1
5.543750624E1,5.237520333E1,4.840588333E0,2.011449650E1,2.252424479E0,1.040000000E2,1.700000048E0,1.510000038E1
5.643750624E1,5.237519667E1,4.840638333E0,1.961451618E1,2.282278299E0,1.040000000E2,1.700000048E0,1.400000000E1
5.743750624E1,5.237519000E1,4.840676667E0,1.951452909E1,2.296690464E0,1.040000000E2,1.799999952E0,1.319999981E1
5.843750624E1,5.237516833E1,4.840815000E0,1.601457903E1,2.326029778E0,1.040000000E2,1.700000048E0,1.200000000E1
5.943750624E1,5.237516500E1,4.840838333E0,1.561458791E1,2.334265232E0,1.040000000E2,1.799999952E0,1.210000038E1
6.043750624E1,5.237516167E1,4.840858333E0,1.541459484E1,2.315735340E0,1.040000000E2,1.799999952E0,1.160000038E1
6.143750624E1,5.237516000E1,4.840870000E0,1.451459928E1,2.301322937E0,1.040000000E2,1.799999952E0,1.200000000E1
6.243750624E1,5.237515333E1,4.840915000E0,1.351461606E1,2.326029778E0,1.040000000E2,1.799999952E0,1.210000038E1
6.343750624E1,5.237514667E1,4.840965000E0,1.211463574E1,2.313161612E0,1.040000000E2,1.799999952E0,1.230000019E1
6.443750624E1,5.237513500E1,4.841038333E0,1.021466196E1,2.316764832E0,1.040000000E2,1.799999952E0,1.239999962E1
6.543750624E1,5.237513333E1,4.841048333E0,9.014665434E0,2.268380880E0,1.040000000E2,1.799999952E0,1.239999962E1
6.643750624E1,5.237513167E1,4.841060000E0,7.714669871E0,2.223085165E0,1.040000000E2,1.700000048E0,1.260000038E1
6.743750624E1,5.237513000E1,4.841073333E0,6.714675275E0,2.203011036E0,1.040000000E2,1.700000048E0,1.289999962E1
6.843750624E1,5.237512667E1,4.841088333E0,6.314679311E0,2.154112577E0,1.040000000E2,1.799999952E0,1.330000019E1
6.943750624E1,5.237512000E1,4.841131667E0,6.514695123E0,2.134038448E0,1.040000000E2,1.799999952E0,1.219999981E1
7.043750624E1,5.237511667E1,4.841151667E0,6.514702062E0,2.111905336E0,1.040000000E2,1.799999952E0,1.239999962E1
7.143750624E1,5.237511667E1,4.841163333E0,7.614708835E0,2.072271585E0,1.060000000E2,1.700000048E0,1.250000000E1
7.243750624E1,5.237511333E1,4.841181667E0,8.114714806E0,2.034697056E0,1.060000000E2,1.700000048E0,1.260000038E1
7.343750624E1,5.237511167E1,4.841191667E0,8.914718275E0,2.025431871E0,1.060000000E2,1.700000048E0,1.280000019E1
7.443750624E1,5.237511000E1,4.841201667E0,9.614721744E0,1.952341437E0,1.060000000E2,1.799999952E0,1.219999981E1
7.543750624E1,5.237510167E1,4.841245000E0,1.021473522E1,1.901898623E0,1.040000000E2,1.700000048E0,1.230000019E1
7.643750624E1,5.237510000E1,4.841258333E0,1.091474062E1,1.854544163E0,1.040000000E2,1.799999952E0,1.269999981E1
7.743750624E1,5.237509667E1,4.841285000E0,1.091475143E1,1.773218036E0,1.040000000E2,1.700000048E0,1.219999981E1
7.843750624E1,5.237509333E1,4.841306667E0,1.101475934E1,1.668214679E0,1.040000000E2,1.700000048E0,1.219999981E1
7.943750624E1,5.237508833E1,4.841331667E0,1.121476684E1,1.533872247E0,1.040000000E2,1.700000048E0,1.189999962E1
8.043750624E1,5.237508667E1,4.841351667E0,1.151477612E1,1.395926714E0,1.040000000E2,1.700000048E0,1.219999981E1
8.143750624E1,5.237508333E1,4.841368333E0,1.141478112E1,1.278570056E0,1.040000000E2,1.700000048E0,1.269999981E1
8.243750624E1,5.237508167E1,4.841385000E0,1.121478846E1,1.168934226E0,1.040000000E2,1.799999952E0,1.330000019E1
8.343750624E1,5.237507833E1,4.841398333E0,1.091479153E1,1.030988574E0,1.040000000E2,1.799999952E0,1.389999962E1
8.443750624E1,5.237507667E1,4.841415000E0,1.031479887E1,9.141466618E-1,1.040000000E2,1.799999952E0,1.430000019E1
8.543750624E1,5.237507333E1,4.841428333E0,9.614801935E0,8.112022281E-1,1.040000000E2,1.799999952E0,1.469999981E1
8.643750624E1,5.237507167E1,4.841446667E0,8.914810242E0,7.288466692E-1,1.040000000E2,1.799999952E0,1.650000000E1
8.743750624E1,5.237506833E1,4.841461667E0,8.814814277E0,6.609033346E-1,1.040000000E2,1.799999952E0,1.430000019E1
8.843750624E1,5.237506833E1,4.841470000E0,9.014819115E0,5.991366506E-1,1.040000000E2,1.799999952E0,1.350000000E1
8.943750624E1,5.237506000E1,4.841523333E0,8.914838395E0,5.430319309E-1,1.030000000E2,1.799999952E0,1.389999962E1
9.043750624E1,5.237504500E1,4.841521667E0,8.514816403E0,5.363405347E-1,1.711699982E2,1.799999952E0,1.189999962E1
9.143750624E1,5.237503167E1,4.841508333E0,8.114789974E0,5.620766878E-1,2.298500061E2,1.899999976E0,1.160000038E1
9.243750624E1,5.237502167E1,4.841495000E0,8.214768217E0,6.181814075E-1,2.329600067E2,1.899999976E0,1.169999981E1
9.343750624E1,5.237501000E1,4.841485000E0,8.414746059E0,6.748008132E-1,2.425500031E2,2.000000000E0,1.169999981E1
9.443750624E1,5.237499167E1,4.841468333E0,8.414710687E0,7.602447271E-1,2.379600067E2,2.000000000E0,1.200000000E1
9.543750624E1,5.237497167E1,4.841456667E0,8.414675881E0,8.549535871E-1,2.220200043E2,2.000000000E0,1.230000019E1
9.643750624E1,5.237495000E1,4.841448333E0,8.714640675E0,9.846636057E-1,1.925299988E2,2.000000000E0,1.239999962E1
9.743750624E1,5.237493333E1,4.841436667E0,9.014610541E0,1.062386632E0,1.886199951E2,2.000000000E0,1.260000038E1
9.843750624E1,5.237491833E1,4.841416667E0,1.041457791E1,1.164301634E0,1.987400055E2,2.000000000E0,1.200000000E1
9.943750624E1,5.237491000E1,4.841413333E0,1.181456429E1,1.274452209E0,2.103699951E2,2.099999905E0,1.230000019E1
1.004375062E2,5.237490667E1,4.841405000E0,1.311455478E1,1.314600587E0,2.079100037E2,2.099999905E0,1.219999981E1
1.014375062E2,5.237489833E1,4.841400000E0,1.461454020E1,1.315629959E0,1.996900024E2,2.099999905E0,1.239999962E1
1.024375062E2,5.237489667E1,4.841408333E0,1.571454270E1,1.272393346E0,2.121499939E2,2.099999905E0,1.210000038E1
1.034375062E2,5.237489000E1,4.841425000E0,1.721454303E1,1.239965796E0,1.944199982E2,2.099999905E0,1.239999962E1
1.044375062E2,5.237487000E1,4.841420000E0,1.741451210E1,1.174596071E0,1.860000000E2,2.000000000E0,1.189999962E1
1.054375062E2,5.237485333E1,4.841416667E0,1.831448680E1,1.098417163E0,1.860000000E2,2.000000000E0,1.189999962E1
1.064375062E2,5.237484000E1,4.841415000E0,1.881446714E1,9.805458188E-1,1.860000000E2,2.000000000E0,1.239999962E1
1.074375062E2,5.237479333E1,4.841406667E0,1.841439690E1,9.393680692E-1,1.860000000E2,2.000000000E0,1.280000019E1
1.084375062E2,5.237473500E1,4.841396667E0,1.911430933E1,9.270147085E-1,1.860000000E2,1.899999976E0,1.200000000E1
1.094375062E2,5.237471167E1,4.841391667E0,1.961427372E1,9.434858561E-1,1.860000000E2,1.899999976E0,1.219999981E1
1.104375062E2,5.237467833E1,4.841386667E0,2.091422410E1,1.025326610E0,1.860000000E2,1.799999952E0,1.230000019E1
1.114375062E2,5.237463833E1,4.841380000E0,2.191416416E1,1.131874204E0,1.860000000E2,1.700000048E0,1.210000038E1
1.124375062E2,5.237461500E1,4.841376667E0,2.261412952E1,1.242539406E0,1.860000000E2,1.799999952E0,1.219999981E1
1.134375062E2,5.237459333E1,4.841371667E0,2.371409625E1,1.335189462E0,1.860000000E2,1.799999952E0,1.250000000E1
1.144375062E2,5.237454167E1,4.841363333E0,2.711401900E1,1.407250524E0,1.860000000E2,1.700000048E0,1.250000000E1
1.154375062E2,5.237452167E1,4.841360000E0,2.951398903E1,1.461811066E0,1.860000000E2,1.700000048E0,1.250000000E1
1.164375062E2,5.237451667E1,4.841358333E0,3.091398105E1,1.435560226E0,1.860000000E2,1.600000024E0,1.280000019E1
1.174375062E2,5.237449500E1,4.841355000E0,3.181394875E1,1.347028017E0,1.860000000E2,1.600000024E0,1.319999981E1
1.184375062E2,5.237449000E1,4.841355000E0,3.161394174E1,1.224524140E0,1.943699951E2,1.600000024E0,1.319999981E1
1.194375062E2,5.237447667E1,4.841330000E0,3.201390854E1,1.114373565E0,2.019700012E2,1.600000024E0,1.360000038E1
1.204375062E2,5.237445667E1,4.841323333E0,3.361387664E1,9.908402562E-1,1.860000000E2,1.600000024E0,1.389999962E1
1.214375062E2,5.237444500E1,4.841321667E0,3.451385932E1,8.709099889E-1,1.860000000E2,1.600000024E0,1.400000000E1
1.224375062E2,5.237444333E1,4.841321667E0,3.591385699E1,7.473766804E-1,1.860000000E2,1.600000024E0,1.339999962E1
1.234375062E2,5.237443500E1,4.841320000E0,3.691384434E1,6.542119384E-1,1.860000000E2,1.600000024E0,1.339999962E1
1.244375062E2,5.237443333E1,4.841320000E0,3.721384200E1,5.842097402E-1,1.860000000E2,1.600000024E0,1.350000000E1
1.254385062E2,5.237443167E1,4.841320000E0,3.741383967E1,5.090602636E-1,1.860000000E2,1.700000048E0,1.369999981E1
1.264385062E2,5.237443833E1,4.841320000E0,3.781384901E1,4.967069328E-1,1.860000000E2,1.700000048E0,1.360000038E1
1.274385062E2,5.237442667E1,4.841275000E0,3.771380654E1,5.471497178E-1,2.207899933E2,1.700000048E0,1.360000038E1
1.284385062E2,5.237443000E1,4.841253333E0,3.831379864E1,6.361966729E-1,2.748500061E2,1.799999952E0,1.360000038E1
1.294385062E2,5.237443833E1,4.841216667E0,3.871378904E1,6.943602562E-1,2.816199951E2,1.899999976E0,1.310000038E1
1.304385062E2,5.237443333E1,4.841146667E0,3.881374140E1,8.204672337E-1,2.740799866E2,1.899999976E0,1.289999962E1
1.314385062E2,5.237444167E1,4.841026667E0,3.931368344E1,9.537802935E-1,2.779400024E2,1.899999976E0,1.239999962E1
1.324385062E2,5.237444833E1,4.840920000E0,3.941363087E1,1.140109777E0,2.726400146E2,1.799999952E0,1.230000019E1
1.334385062E2,5.237445333E1,4.840873333E0,3.981361080E1,1.335189462E0,2.746099854E2,1.899999976E0,1.189999962E1
1.344385062E2,5.237446167E1,4.840775000E0,3.981356540E1,1.582256079E0,2.775400085E2,1.899999976E0,1.210000038E1
1.354385062E2,5.237448167E1,4.840663333E0,3.971352862E1,1.938443899E0,2.828299866E2,1.899999976E0,1.230000019E1
1.364385062E2,5.237449667E1,4.840588333E0,3.981350612E1,2.219996929E0,2.877500000E2,1.899999976E0,1.250000000E1
