"Time (s)","Distance (cm)"
1.346662189E0,5.000000000E0
5.846657496E0,0.000000000E0
7.946663992E0,5.000000000E0
8.146646722E0,0.000000000E0
8.546638765E0,5.000000000E0
1.367467547E2,0.000000000E0
