"Time (s)","X (m/s^2)","Y (m/s^2)","Z (m/s^2)"
1.464659118E1,-8.389950752E0,4.170000255E-1,3.645000219E0
1.464908083E1,-7.999950409E0,1.890000105E-1,3.453000069E0
1.465157040E1,-7.399050236E0,2.400000021E-2,3.067950249E0
1.465405999E1,-6.418950081E0,-9.000000358E-2,2.467050076E0
1.465654970E1,-5.028000355E0,-1.620000005E-1,1.710000038E0
1.465903937E1,-3.562950134E0,-1.330500096E-1,9.010500312E-1
1.466152904E1,-2.323050022E0,1.459500045E-1,-8.700000495E-2
1.466401870E1,-1.341000080E0,8.070000410E-1,-1.179000020E0
1.466650826E1,-5.440500379E-1,1.458000064E0,-2.424000025E0
1.466899785E1,-9.795000404E-2,2.260050058E0,-3.298050165E0
1.467148751E1,-5.805000290E-2,3.216000080E0,-4.144950390E0
1.467397716E1,-3.570000231E-1,4.260000229E0,-5.029050350E0
1.467646687E1,-5.200500488E-1,5.442000389E0,-5.794950485E0
1.467895655E1,-9.100500345E-1,6.750000477E0,-6.496050358E0
1.468144611E1,-1.450950027E0,7.980000496E0,-7.207950115E0
1.468393571E1,-1.894050121E0,9.103050232E0,-7.633950233E0
1.468642539E1,-2.433000088E0,1.020495033E1,-7.840050220E0
1.468891503E1,-2.815950155E0,1.121700096E1,-8.047950745E0
1.469140473E1,-3.015000105E0,1.219695091E1,-8.376000404E0
1.469389441E1,-3.156000137E0,1.357605076E1,-8.617950439E0
1.469638393E1,-2.956950188E0,1.485900116E1,-8.569950104E0
1.469887349E1,-2.848950148E0,1.637895012E1,-8.512050629E0
1.470136320E1,-3.474000216E0,1.835700035E1,-9.018000603E0
1.470385287E1,-4.462950230E0,2.064105034E1,-9.868050575E0
1.470634243E1,-5.200950146E0,2.320995140E1,-9.973050117E0
1.470883203E1,-5.797050476E0,2.574795151E1,-9.583050728E0
1.471132169E1,-6.264000416E0,2.812305069E1,-9.243000031E0
1.471381133E1,-6.355050087E0,3.007995224E1,-8.982000351E0
1.471630105E1,-6.697050095E0,3.195900154E1,-8.851950645E0
1.471879074E1,-7.117950439E0,3.380295181E1,-9.076950073E0
1.472128030E1,-7.018050194E0,3.542100143E1,-9.631050110E0
1.472376989E1,-6.438000202E0,3.660900116E1,-9.808050156E0
1.472625956E1,-5.541000366E0,3.735795212E1,-9.709950447E0
1.472874920E1,-4.686000347E0,3.803295135E1,-9.082050323E0
1.473123878E1,-3.075000048E0,3.799305344E1,-8.244000435E0
1.473372837E1,-8.100000620E-1,3.729600143E1,-6.859950542E0
1.473621808E1,2.422049999E0,3.700905228E1,-3.846000195E0
1.473870775E1,4.816050053E0,3.673305130E1,-7.360500097E-1
1.474119740E1,6.778950214E0,3.605295181E1,1.519050121E0
1.474368706E1,9.858000755E0,3.398700333E1,9.600000083E-2
1.474617664E1,1.330905056E1,3.157800102E1,-2.725050211E0
1.474866623E1,1.806405067E1,2.966805077E1,-6.003000259E0
1.475115594E1,2.047695160E1,2.842305183E1,-8.401950836E0
1.475364562E1,2.260995102E1,2.719695091E1,-1.058100033E1
1.475613527E1,2.533695030E1,2.573595047E1,-1.288395023E1
1.475862493E1,2.787795067E1,2.438100052E1,-1.511100101E1
1.476111448E1,3.010500145E1,2.302395058E1,-1.709100151E1
1.476360407E1,3.220905304E1,2.159700012E1,-1.910700035E1
1.476609378E1,3.331305313E1,2.011905098E1,-2.114895058E1
1.476858345E1,3.378495026E1,1.864905167E1,-2.329005051E1
1.477107297E1,3.380400085E1,1.722000122E1,-2.561205101E1
1.477356253E1,3.288405228E1,1.593195057E1,-2.805900192E1
1.477605224E1,3.148095131E1,1.498095036E1,-3.031200218E1
1.477854190E1,2.977905083E1,1.423395061E1,-3.192105103E1
1.478103156E1,2.760705185E1,1.366905022E1,-3.209400177E1
1.478352121E1,2.518200111E1,1.321695042E1,-3.129405212E1
1.478601078E1,2.244495201E1,1.291500092E1,-3.004695129E1
1.478850037E1,1.950705147E1,1.273995018E1,-2.874195099E1
1.479099009E1,1.664400101E1,1.265895081E1,-2.741295052E1
1.479347976E1,1.374705029E1,1.267095089E1,-2.631195068E1
1.479596942E1,1.107705021E1,1.262295055E1,-2.532000160E1
1.479845908E1,8.455050468E0,1.238295078E1,-2.416095161E1
