"Time (s)","Latitude (°)","Longitude (°)","Height (m)","Velocity (m/s)","Direction (°)","Horizontal Accuracy (m)","Vertical Accuracy (°)"
1.780076492E2,5.238715180E1,4.908681128E0,3.191330593E0,4.862423241E0,1.867623154E1,1.289698592E1,1.192892116E0
1.790076414E2,5.238724892E1,4.908744874E0,2.951835699E0,5.538502236E0,1.955008845E1,1.305008438E1,1.188446779E0
1.800076367E2,5.238727946E1,4.908798549E0,1.503597141E0,5.273147785E0,2.478200195E1,1.219265934E1,1.185076220E0
1.810076292E2,5.238733586E1,4.908817987E0,1.028129647E0,5.236248186E0,2.380322679E1,1.169289596E1,1.176421510E0
1.820076227E2,5.238738735E1,4.908828437E0,8.175979247E-1,5.197178560E0,2.228456214E1,1.122994398E1,1.172782859E0
1.830076160E2,5.238745173E1,4.908864035E0,2.064718432E0,5.369955109E0,2.224445434E1,1.118730292E1,1.168040959E0
1.840076104E2,5.238750157E1,4.908890093E0,3.090440995E0,5.289881782E0,1.986769951E1,1.132232647E1,1.165989747E0
1.850076033E2,5.238756529E1,4.908942130E0,2.845965974E0,5.191016523E0,1.869916268E1,1.040811270E1,1.161922210E0
1.860075966E2,5.238758601E1,4.908955301E0,2.719287585E0,4.851024156E0,1.977097418E1,1.041785305E1,1.157646824E0
1.870075904E2,5.238764792E1,4.908989324E0,2.844756762E0,5.145896089E0,1.971150046E1,1.117750711E1,1.153014949E0
1.880075835E2,5.238769922E1,4.909013526E0,2.566897383E0,5.124167643E0,1.928512706E1,1.146588542E1,1.147663480E0
1.890075761E2,5.238774267E1,4.909040704E0,2.579233604E0,4.996313713E0,2.052415700E1,1.195505247E1,1.146518654E0
1.900075699E2,5.238778484E1,4.909097450E0,2.124493891E0,4.951235332E0,2.450404036E1,1.236061676E1,1.142292672E0
1.910075639E2,5.238779389E1,4.909117248E0,2.378301798E0,4.590745977E0,2.639237962E1,1.247688927E1,1.091941472E0
