"Time (s)","Distance (cm)"
6.029541662E-3,5.000000000E0
2.801399917E0,0.000000000E0
4.879872333E0,5.000000000E0
6.731218250E0,0.000000000E0
1.304498679E3,5.000000000E0
1.304765940E3,0.000000000E0
1.304899378E3,5.000000000E0
