"Time (s)","Distance (cm)"
4.999476705E2,5.000000000E0
5.005478572E2,0.000000000E0
5.011476782E2,5.000000000E0
5.015476732E2,0.000000000E0
5.021476951E2,5.000000000E0
5.027476950E2,0.000000000E0
5.031478115E2,5.000000000E0
5.039476622E2,0.000000000E0
5.046477207E2,5.000000000E0
5.052476958E2,0.000000000E0
5.056478350E2,5.000000000E0
5.062476935E2,0.000000000E0
5.068478711E2,5.000000000E0
5.074476761E2,0.000000000E0
5.078476890E2,5.000000000E0
5.084476007E2,0.000000000E0
5.090476741E2,5.000000000E0
5.097476846E2,0.000000000E0
5.103476923E2,5.000000000E0
5.109476253E2,0.000000000E0
5.115476754E2,5.000000000E0
5.119478501E2,0.000000000E0
5.125476758E2,5.000000000E0
5.131477443E2,0.000000000E0
5.137476794E2,5.000000000E0
5.141476797E2,0.000000000E0
5.148476889E2,5.000000000E0
5.154476751E2,0.000000000E0
5.160476718E2,5.000000000E0
5.166476828E2,0.000000000E0
5.172476822E2,5.000000000E0
5.178476998E2,0.000000000E0
5.184477166E2,5.000000000E0
5.188476880E2,0.000000000E0
5.194478080E2,5.000000000E0
5.201476816E2,0.000000000E0
5.205476738E2,5.000000000E0
5.209477091E2,0.000000000E0
5.215476745E2,5.000000000E0
5.219478530E2,0.000000000E0
5.225476650E2,5.000000000E0
5.229476681E2,0.000000000E0
5.233477009E2,5.000000000E0
5.239476704E2,0.000000000E0
5.243476926E2,5.000000000E0
5.251476797E2,0.000000000E0
5.256477720E2,5.000000000E0
5.262476919E2,0.000000000E0
5.268476916E2,5.000000000E0
5.274476758E2,0.000000000E0
5.280476727E2,5.000000000E0
5.286476889E2,0.000000000E0
5.290476767E2,5.000000000E0
5.296477388E2,0.000000000E0
5.302476865E2,5.000000000E0
5.309476704E2,0.000000000E0
5.313476917E2,5.000000000E0
5.321476839E2,0.000000000E0
5.325476751E2,5.000000000E0
5.331478735E2,0.000000000E0
5.337476879E2,5.000000000E0
5.341476769E2,0.000000000E0
5.347477305E2,5.000000000E0
5.353477000E2,0.000000000E0
5.360476726E2,5.000000000E0
5.364476689E2,0.000000000E0
5.370477843E2,5.000000000E0
5.376476890E2,0.000000000E0
5.380476749E2,5.000000000E0
5.386476883E2,0.000000000E0
5.392476849E2,5.000000000E0
5.398476948E2,0.000000000E0
5.404476688E2,5.000000000E0
5.410476025E2,0.000000000E0
5.417476840E2,5.000000000E0
5.423476936E2,0.000000000E0
5.429476678E2,5.000000000E0
5.435476378E2,0.000000000E0
5.441476807E2,5.000000000E0
5.447477363E2,0.000000000E0
5.453476924E2,5.000000000E0
5.459476721E2,0.000000000E0
5.463476917E2,5.000000000E0
5.470477886E2,0.000000000E0
5.476476758E2,5.000000000E0
5.482478130E2,0.000000000E0
5.488476928E2,5.000000000E0
5.494476732E2,0.000000000E0
5.500476751E2,5.000000000E0
5.506476816E2,0.000000000E0
5.512476863E2,5.000000000E0
5.519476689E2,0.000000000E0
5.525476723E2,5.000000000E0
5.559477606E2,0.000000000E0
5.561476809E2,5.000000000E0
