"Time (s)","Latitude (°)","Longitude (°)","Height (m)","Velocity (m/s)","Direction (°)","Horizontal Accuracy (m)","Vertical Accuracy (m)"
2.502749272E1,5.232834500E1,4.955166667E0,6.614247687E0,1.138050795E0,2.410000000E2,1.899999976E0,1.979999924E1
2.602449272E1,5.232834333E1,4.955160000E0,6.514241505E0,1.115917802E0,2.410000000E2,1.899999976E0,2.029999924E1
2.702449272E1,5.232834167E1,4.955155000E0,6.114236276E0,1.086063862E0,2.410000000E2,1.899999976E0,1.920000076E1
2.802449272E1,5.232832833E1,4.955118333E0,6.714196342E0,1.104079127E0,2.410000000E2,1.899999976E0,1.950000000E1
2.901649272E1,5.232832167E1,4.955096667E0,5.814174472E0,1.108711720E0,2.410000000E2,1.799999952E0,1.979999924E1
3.001649272E1,5.232831500E1,4.955078333E0,5.214154505E0,1.145256996E0,2.410000000E2,1.799999952E0,1.929999924E1
3.101649272E1,5.232830667E1,4.955051667E0,4.114127405E0,1.207538366E0,2.410000000E2,1.899999976E0,1.800000000E1
3.201649272E1,5.232830167E1,4.955040000E0,3.014113620E0,1.298129439E0,2.410000000E2,1.899999976E0,1.850000000E1
3.301649272E1,5.232829833E1,4.955011667E0,2.614092693E0,1.343939781E0,2.497899933E2,1.899999976E0,1.450000000E1
3.401649272E1,5.232829667E1,4.954976667E0,2.614070334E0,1.407250524E0,2.556699982E2,1.899999976E0,1.389999962E1
3.501649272E1,5.232829167E1,4.954943333E0,2.714044177E0,1.383573294E0,2.718500061E2,2.000000000E0,1.300000000E1
3.601649272E1,5.232829833E1,4.954938333E0,2.114050821E0,1.394382477E0,2.973299866E2,2.000000000E0,1.310000038E1
3.701649272E1,5.232830333E1,4.954923333E0,2.014049381E0,1.385117531E0,3.232600098E2,2.000000000E0,1.210000038E1
3.801649272E1,5.232831667E1,4.954910000E0,1.914060765E0,1.354748845E0,3.240400085E2,2.000000000E0,1.160000038E1
3.901649272E1,5.232832000E1,4.954885000E0,1.714051240E0,1.322836161E0,3.202399902E2,2.000000000E0,1.089999962E1
4.001649272E1,5.232832500E1,4.954860000E0,1.814044090E0,1.275996447E0,3.147099915E2,2.000000000E0,1.089999962E1
4.101649272E1,5.232833500E1,4.954831667E0,2.114042160E0,1.213200331E0,3.124400024E2,2.000000000E0,1.010000038E1
4.201649272E1,5.232834667E1,4.954806667E0,2.514044508E0,1.093784690E0,3.102300110E2,1.899999976E0,1.019999981E1
4.301649272E1,5.232834833E1,4.954788333E0,2.014036414E0,9.743691683E-1,3.025899963E2,1.899999976E0,1.019999981E1
4.401649272E1,5.232835333E1,4.954765000E0,1.314030215E0,8.544389009E-1,3.028299866E2,1.899999976E0,1.050000000E1
4.501649272E1,5.232836500E1,4.954748333E0,1.014037321E0,8.199524879E-1,3.300000000E2,1.899999976E0,1.050000000E1
4.601649272E1,5.232837667E1,4.954736667E0,9.140472818E-1,7.643625140E-1,3.300000000E2,1.899999976E0,1.080000019E1
4.701649272E1,5.232838167E1,4.954713333E0,3.140410825E-1,7.355380654E-1,3.043399963E2,1.799999952E0,1.110000038E1
4.801649272E1,5.232839167E1,4.954701667E0,-3.859513314E-1,7.077430487E-1,3.300000000E2,1.899999976E0,1.089999962E1
4.901649272E1,5.232840333E1,4.954690000E0,-9.859413708E-1,7.005369663E-1,3.300000000E2,1.899999976E0,1.100000000E1
5.001649272E1,5.232842167E1,4.954673333E0,-1.885924767E0,7.005369663E-1,3.300000000E2,1.899999976E0,1.139999962E1
5.101649272E1,5.232844000E1,4.954656667E0,-2.385908163E0,6.892130375E-1,3.300000000E2,1.899999976E0,1.119999981E1
5.201649272E1,5.232845833E1,4.954638333E0,-2.785892511E0,7.041400075E-1,3.300000000E2,1.899999976E0,1.130000019E1
5.301649272E1,5.232847167E1,4.954625000E0,-1.985881128E0,7.139196992E-1,3.300000000E2,1.899999976E0,1.100000000E1
5.401649272E1,5.232848333E1,4.954615000E0,-2.185870216E0,7.175228000E-1,3.300000000E2,1.799999952E0,1.150000000E1
5.501649272E1,5.232847500E1,4.954621667E0,-1.385878282E0,7.190669179E-1,3.300000000E2,1.799999952E0,1.189999962E1
5.601649272E1,5.232846667E1,4.954631667E0,-1.485884445E0,7.216405272E-1,3.300000000E2,1.799999952E0,1.180000019E1
5.701649272E1,5.232846667E1,4.954600000E0,-1.485902527E0,7.345086336E-1,3.030299988E2,1.799999952E0,1.160000038E1
5.801649272E1,5.232848000E1,4.954581667E0,-9.858939989E-1,7.128902674E-1,3.300000000E2,1.899999976E0,1.200000000E1
5.901649272E1,5.232847667E1,4.954585000E0,-1.185896845E0,6.573002934E-1,3.300000000E2,1.799999952E0,1.210000038E1
6.001649272E1,5.232847167E1,4.954585000E0,-1.285903968E0,5.728858113E-1,3.265700073E2,1.799999952E0,1.250000000E1
6.101649272E1,5.232847333E1,4.954583333E0,-1.485902545E0,4.992805421E-1,3.165599976E2,1.799999952E0,1.269999981E1
6.201649272E1,5.232847500E1,4.954575000E0,-1.585904929E0,4.534702897E-1,2.904200134E2,1.799999952E0,1.200000000E1
6.301649272E1,5.232847333E1,4.954561667E0,-1.785914917E0,4.277341664E-1,2.707500000E2,1.799999952E0,1.210000038E1
6.401649272E1,5.232847333E1,4.954541667E0,-1.685926337E0,4.225869477E-1,2.682999878E2,1.799999952E0,1.200000000E1
6.501649272E1,5.232847167E1,4.954518333E0,-1.885942036E0,4.483230412E-1,2.661499939E2,1.799999952E0,1.189999962E1
6.601649272E1,5.232847000E1,4.954488333E0,-2.285961540E0,4.936186075E-1,2.654200134E2,1.799999952E0,1.219999981E1
6.701649272E1,5.232846500E1,4.954468333E0,-2.685980084E0,5.172958374E-1,2.606000061E2,1.899999976E0,1.280000019E1
6.801649272E1,5.232846833E1,4.954440000E0,-2.785991514E0,5.682533383E-1,2.647099915E2,1.899999976E0,1.289999962E1
6.901649272E1,5.232846667E1,4.954413333E0,-2.886009115E0,6.356819272E-1,2.655700073E2,1.899999976E0,1.289999962E1
7.001649272E1,5.232845667E1,4.954398333E0,-2.386031927E0,7.031105757E-1,2.620000000E2,1.799999952E0,1.350000000E1
7.101649272E1,5.232845000E1,4.954390000E0,-2.086046183E0,7.442883253E-1,2.544299927E2,1.799999952E0,1.350000000E1
7.201649272E1,5.232844667E1,4.954368333E0,-2.486063304E0,7.993636131E-1,2.541999969E2,1.700000048E0,1.410000038E1
7.301649272E1,5.232844500E1,4.954343333E0,-2.886079954E0,8.575271964E-1,2.382799988E2,1.700000048E0,1.439999962E1
7.401649272E1,5.232844500E1,4.954315000E0,-3.386096132E0,8.868663907E-1,2.569800110E2,1.700000048E0,1.350000000E1
7.501649272E1,5.232844333E1,4.954296667E0,-3.586108975E0,8.734835982E-1,2.448600006E2,1.799999952E0,1.310000038E1
7.601649272E1,5.232844000E1,4.954281667E0,-3.886122289E0,8.477475047E-1,2.516000061E2,1.799999952E0,1.289999962E1
7.701649272E1,5.232843667E1,4.954268333E0,-4.186134651E0,8.256144524E-1,2.488200073E2,1.799999952E0,1.250000000E1
7.801649272E1,5.232843333E1,4.954250000E0,-4.686149868E0,8.184083104E-1,2.538099976E2,1.799999952E0,1.260000038E1
7.901649272E1,5.232842667E1,4.954233333E0,-5.186168883E0,8.142905831E-1,2.449100037E2,1.799999952E0,1.280000019E1
8.001649272E1,5.232841833E1,4.954215000E0,-5.686191223E0,8.307616711E-1,2.435000000E2,1.799999952E0,1.180000019E1
8.101649272E1,5.232841500E1,4.954198333E0,-6.186205489E0,8.271586299E-1,2.326499939E2,1.799999952E0,1.150000000E1
8.201649272E1,5.232840333E1,4.954175000E0,-6.586235433E0,8.523799777E-1,2.464499969E2,1.799999952E0,1.089999962E1
8.301649272E1,5.232839833E1,4.954153333E0,-7.086254928E0,8.549535871E-1,2.643699951E2,1.799999952E0,1.110000038E1
8.401649272E1,5.232839167E1,4.954135000E0,-7.386274893E0,8.951019645E-1,2.417700043E2,1.700000048E0,1.130000019E1
8.501649272E1,5.232837667E1,4.954115000E0,-7.486307683E0,9.599569440E-1,2.476399994E2,1.799999952E0,1.080000019E1
8.601649272E1,5.232836167E1,4.954091667E0,-7.086342376E0,9.954727888E-1,2.357799988E2,1.799999952E0,1.039999962E1
8.701649272E1,5.232834167E1,4.954073333E0,-6.786381336E0,1.075769424E0,2.247799988E2,1.799999952E0,1.050000000E1
8.801649272E1,5.232831833E1,4.954051667E0,-6.386426949E0,1.122609138E0,2.205800018E2,1.799999952E0,1.050000000E1
8.901649272E1,5.232829833E1,4.954036667E0,-6.286464006E0,1.162242770E0,2.165599976E2,1.799999952E0,1.050000000E1
9.001649272E1,5.232827500E1,4.954025000E0,-5.986503908E0,1.209597230E0,1.971199951E2,1.799999952E0,1.060000038E1
9.101649272E1,5.232825500E1,4.954018333E0,-5.486536207E0,1.290408611E0,2.013399963E2,1.799999952E0,1.030000019E1
9.201649272E1,5.232823500E1,4.954015000E0,-4.786566603E0,1.290923357E0,1.933000031E2,1.700000048E0,1.060000038E1
9.301649272E1,5.232822167E1,4.954010000E0,-4.586588453E0,1.249745607E0,1.883399963E2,1.700000048E0,1.069999981E1
9.401649272E1,5.232821500E1,4.954011667E0,-4.386596998E0,1.161728024E0,1.721100006E2,1.799999952E0,1.100000000E1
9.501649272E1,5.232820333E1,4.954003333E0,-4.386618377E0,1.100476146E0,1.999299927E2,1.700000048E0,1.119999981E1
9.601649272E1,5.232818833E1,4.953996667E0,-4.086643552E0,1.083490252E0,1.958699951E2,1.700000048E0,1.089999962E1
9.701649272E1,5.232818000E1,4.953985000E0,-3.786662085E0,1.020179391E0,2.081000061E2,1.700000048E0,1.119999981E1
9.801649272E1,5.232817167E1,4.953976667E0,-3.886678715E0,9.532655478E-1,1.981300049E2,1.700000048E0,1.110000038E1
9.901649272E1,5.232816500E1,4.953963333E0,-3.686695825E0,8.899547458E-1,2.124299927E2,1.700000048E0,1.069999981E1
1.000164927E2,5.232815833E1,4.953955000E0,-3.286710080E0,8.014224768E-1,2.210500031E2,1.600000024E0,1.060000038E1
1.010164927E2,5.232815333E1,4.953940000E0,-2.886725767E0,7.329644561E-1,2.339100037E2,1.600000024E0,9.800000191E0
1.020164927E2,5.232815500E1,4.953925000E0,-2.186731957E0,6.593591571E-1,2.476799927E2,1.700000048E0,9.699999809E0
1.030164927E2,5.232815833E1,4.953916667E0,-1.586731966E0,6.367114186E-1,2.822999878E2,1.700000048E0,9.699999809E0
1.040164927E2,5.232816167E1,4.953903333E0,-1.386734830E0,6.470058560E-1,2.893299866E2,1.600000024E0,9.800000191E0
1.050164927E2,5.232817333E1,4.953891667E0,-1.386724871E0,6.696535945E-1,3.098900146E2,1.600000024E0,9.800000191E0
1.060164927E2,5.232818333E1,4.953881667E0,-1.086716335E0,6.547266841E-1,3.335899963E2,1.600000024E0,1.030000019E1
1.070164927E2,5.232819333E1,4.953875000E0,-1.086705895E0,6.408291459E-1,3.303699951E2,1.600000024E0,9.899999619E0
1.080164927E2,5.232820500E1,4.953865000E0,-6.866949845E-1,6.655358076E-1,3.295000000E2,1.600000024E0,9.699999809E0
1.090164927E2,5.232822000E1,4.953860000E0,-4.866764704E-1,6.881836057E-1,3.373500061E2,1.700000048E0,9.800000191E0
1.100164927E2,5.232823667E1,4.953853333E0,-2.866565337E-1,7.273024917E-1,3.361300049E2,1.700000048E0,9.899999619E0
1.110164927E2,5.232825500E1,4.953843333E0,1.133638741E-1,8.276733160E-1,3.306499939E2,1.799999952E0,9.899999619E0
1.120164927E2,5.232826667E1,4.953831667E0,1.133738329E-1,8.945872188E-1,3.363299866E2,1.700000048E0,9.899999619E0
1.130164927E2,5.232828333E1,4.953825000E0,4.133937695E-1,1.014002800E0,3.295000000E2,1.799999952E0,1.010000038E1
1.140164927E2,5.232830000E1,4.953820000E0,5.134146576E-1,1.088637471E0,3.170299988E2,1.700000048E0,9.899999619E0
1.150164927E2,5.232831000E1,4.953810000E0,5.134231937E-1,1.097902536E0,3.178599854E2,1.700000048E0,9.699999809E0
1.160164927E2,5.232831833E1,4.953805000E0,3.134322103E-1,1.115403056E0,3.301499939E2,1.700000048E0,9.699999809E0
1.170164927E2,5.232833000E1,4.953798333E0,1.344502378E-2,1.159154415E0,3.303900146E2,1.799999952E0,9.800000191E0
1.180164927E2,5.232834000E1,4.953788333E0,-2.865464403E-1,1.205994129E0,3.278699951E2,1.700000048E0,9.600000381E0
1.190164927E2,5.232834500E1,4.953775000E0,-5.865469305E-1,1.244598389E0,3.237300110E2,1.700000048E0,9.100000381E0
1.200164927E2,5.232835000E1,4.953763333E0,-8.865464691E-1,1.241510034E0,3.299500122E2,1.600000024E0,8.899999619E0
1.210164927E2,5.232835833E1,4.953755000E0,-9.865393559E-1,1.161213279E0,3.254100037E2,1.600000024E0,8.800000191E0
1.220164927E2,5.232836833E1,4.953746667E0,-9.865298685E-1,1.179228663E0,3.507399902E2,1.600000024E0,8.699999809E0
1.230164927E2,5.232837667E1,4.953730000E0,-7.865275136E-1,1.135991931E0,3.312799988E2,1.700000048E0,8.800000191E0
1.240164927E2,5.232838833E1,4.953718333E0,-9.865175553E-1,1.103564501E0,3.333599854E2,1.700000048E0,9.000000000E0
1.250164927E2,5.232839500E1,4.953701667E0,-9.865175748E-1,1.094299436E0,3.072000122E2,1.700000048E0,9.300000191E0
1.260164927E2,5.232839667E1,4.953696667E0,-7.865180555E-1,1.091725826E0,3.043999939E2,1.600000024E0,9.699999809E0
1.270164927E2,5.232840667E1,4.953680000E0,-6.865133265E-1,1.085034490E0,3.092399902E2,1.600000024E0,1.000000000E1
1.280164927E2,5.232841667E1,4.953661667E0,-3.865095493E-1,1.074740052E0,3.113200073E2,1.600000024E0,1.050000000E1
1.290164927E2,5.232843167E1,4.953638333E0,-2.865015044E-1,1.056210041E0,3.099299927E2,1.600000024E0,9.699999809E0
1.300164927E2,5.232844167E1,4.953623333E0,-3.864958241E-1,1.099446654E0,3.137000122E2,1.600000024E0,9.500000000E0
1.310164927E2,5.232844833E1,4.953610000E0,-4.864939405E-1,1.168419480E0,3.260000000E2,1.600000024E0,9.600000381E0
1.320164927E2,5.232845833E1,4.953598333E0,-1.864863569E-1,1.180772781E0,3.280000000E2,1.700000048E0,1.000000000E1
1.330164927E2,5.232847167E1,4.953585000E0,2.135250235E-1,1.188493609E0,3.280000000E2,1.700000048E0,1.010000038E1
1.340164927E2,5.232848833E1,4.953568333E0,2.135392488E-1,1.240480542E0,3.310000000E2,1.700000048E0,1.030000019E1
1.350164927E2,5.232849500E1,4.953561667E0,4.135449389E-1,1.266731381E0,3.310000000E2,1.700000048E0,9.800000191E0
1.360164927E2,5.232850167E1,4.953556667E0,8.135515807E-1,1.288864493E0,3.310000000E2,1.700000048E0,9.600000381E0
1.370164927E2,5.232850667E1,4.953551667E0,8.135558482E-1,1.258495808E0,3.310000000E2,1.700000048E0,9.699999809E0
1.380164927E2,5.232850500E1,4.953555000E0,7.135553774E-1,1.259525299E0,3.310000000E2,1.600000024E0,9.699999809E0
1.390164927E2,5.232850333E1,4.953555000E0,9.135530032E-1,1.238421679E0,3.310000000E2,1.500000000E0,9.500000000E0
1.400164927E2,5.232852167E1,4.953540000E0,1.013570554E0,1.204450011E0,3.310000000E2,1.500000000E0,9.399999619E0
1.410164927E2,5.232854333E1,4.953520000E0,1.213589998E0,1.061871886E0,3.310000000E2,1.600000024E0,9.600000381E0
1.420164927E2,5.232854000E1,4.953495000E0,1.413570974E0,1.007311344E0,2.883200073E2,1.500000000E0,9.399999619E0
1.430164927E2,5.232853667E1,4.953466667E0,1.613550047E0,9.738544226E-1,2.679200134E2,1.600000024E0,9.300000191E0
1.440164927E2,5.232853500E1,4.953440000E0,2.213532446E0,9.167202711E-1,3.019299927E2,1.700000048E0,9.000000000E0
1.450164927E2,5.232854333E1,4.953425000E0,2.313535751E0,9.172350168E-1,3.086300049E2,1.600000024E0,9.000000000E0
1.460164927E2,5.232855167E1,4.953410000E0,3.113539057E0,9.661335945E-1,3.133999939E2,1.700000048E0,8.899999619E0
1.470164927E2,5.232856333E1,4.953385000E0,3.313541400E0,1.001134753E0,3.053599854E2,1.700000048E0,9.199999809E0
1.480164927E2,5.232856833E1,4.953371667E0,3.213540909E0,9.403975010E-1,2.941600037E2,1.600000024E0,9.100000381E0
1.490164927E2,5.232857500E1,4.953363333E0,2.913545647E0,9.414269328E-1,3.158500061E2,1.600000024E0,9.300000191E0
1.500164927E2,5.232858167E1,4.953356667E0,2.713551337E0,9.182644486E-1,3.195700073E2,1.600000024E0,9.100000381E0
1.510164927E2,5.232859333E1,4.953346667E0,2.413562245E0,1.043341994E0,3.332300110E2,1.500000000E0,9.100000381E0
1.520164927E2,5.232860333E1,4.953341667E0,2.213573635E0,1.084519744E0,3.413299866E2,1.600000024E0,9.199999809E0
1.530164927E2,5.232861167E1,4.953338333E0,2.313583602E0,1.114888310E0,3.386799927E2,1.600000024E0,9.300000191E0
1.540164927E2,5.232862167E1,4.953331667E0,2.513594040E0,1.134962559E0,3.469100037E2,1.700000048E0,9.300000191E0
1.550164927E2,5.232863167E1,4.953326667E0,2.513605430E0,1.129815221E0,3.295899963E2,1.799999952E0,9.600000381E0
1.560164927E2,5.232864167E1,4.953315000E0,2.613613012E0,1.095328927E0,3.153800049E2,1.899999976E0,1.010000038E1
1.570164927E2,5.232865000E1,4.953305000E0,3.013619172E0,1.124668002E0,3.117699890E2,1.899999976E0,1.030000019E1
1.580164927E2,5.232866167E1,4.953286667E0,3.313625322E0,1.204964757E0,3.106099854E2,1.899999976E0,1.060000038E1
1.590164927E2,5.232867333E1,4.953273333E0,3.713634327E0,1.257466435E0,3.146300049E2,2.000000000E0,1.169999981E1
1.600164927E2,5.232868333E1,4.953263333E0,3.813642861E0,1.301732540E0,3.074700012E2,2.000000000E0,1.169999981E1
1.610164927E2,5.232868833E1,4.953248333E0,3.913641418E0,1.261584163E0,2.989400024E2,2.000000000E0,1.189999962E1
1.620164927E2,5.232869500E1,4.953240000E0,3.613646155E0,1.222980022E0,3.100700073E2,2.000000000E0,1.219999981E1
1.630164927E2,5.232870333E1,4.953231667E0,3.613653267E0,1.168419480E0,3.144200134E2,2.000000000E0,1.250000000E1
1.640164927E2,5.232871167E1,4.953218333E0,3.713657523E0,1.153492451E0,3.170100098E2,2.000000000E0,1.250000000E1
1.650164927E2,5.232872000E1,4.953211667E0,3.713665587E0,1.119520783E0,3.092900085E2,2.000000000E0,1.280000019E1
1.660164927E2,5.232873000E1,4.953201667E0,3.713674121E0,1.075254679E0,3.124800110E2,2.000000000E0,1.130000019E1
1.670164927E2,5.232874333E1,4.953190000E0,3.313686451E0,1.036650538E0,3.170899963E2,1.899999976E0,1.060000038E1
1.680164927E2,5.232876167E1,4.953185000E0,2.713709711E0,9.944433570E-1,3.289299927E2,1.700000048E0,9.899999619E0
1.690164927E2,5.232878000E1,4.953178333E0,2.513732018E0,9.615011215E-1,3.272399902E2,1.700000048E0,9.399999619E0
1.700164927E2,5.232879333E1,4.953176667E0,2.213750059E0,9.259852767E-1,3.534500122E2,1.700000048E0,9.600000381E0
1.710164927E2,5.232880500E1,4.953176667E0,2.013766678E0,9.131172299E-1,3.410499878E2,1.700000048E0,1.000000000E1
1.720164927E2,5.232881667E1,4.953168333E0,1.913778537E0,9.491477609E-1,3.295700073E2,1.700000048E0,1.010000038E1
1.730164927E2,5.232883167E1,4.953163333E0,2.013797049E0,9.934138656E-1,3.197300110E2,1.700000048E0,1.050000000E1
1.740164927E2,5.232884000E1,4.953143333E0,1.913797497E0,1.032532811E0,3.235000000E2,1.700000048E0,1.000000000E1
1.750164927E2,5.232885333E1,4.953136667E0,1.913812683E0,1.077828288E0,3.277300110E2,1.700000048E0,1.010000038E1
1.760164927E2,5.232886500E1,4.953126667E0,1.913823590E0,1.106138110E0,3.311600037E2,1.600000024E0,9.800000191E0
1.770164927E2,5.232887667E1,4.953116667E0,1.713834498E0,1.116947174E0,3.311400146E2,1.500000000E0,9.399999619E0
1.780164927E2,5.232888833E1,4.953106667E0,2.013845405E0,1.136506677E0,3.311300049E2,1.600000024E0,9.300000191E0
1.790164927E2,5.232889833E1,4.953096667E0,2.313853939E0,1.129815221E0,3.311499939E2,1.700000048E0,9.300000191E0
1.800164927E2,5.232890667E1,4.953086667E0,2.213860098E0,1.082975507E0,2.897799988E2,1.600000024E0,8.600000381E0
1.810164927E2,5.232891000E1,4.953081667E0,2.313861991E0,1.021208882E0,2.970000000E2,1.500000000E0,8.399999619E0
1.820164927E2,5.232891333E1,4.953078333E0,2.513864835E0,9.367944598E-1,3.300100098E2,1.500000000E0,8.600000381E0
1.830164927E2,5.232892167E1,4.953073333E0,2.513873850E0,8.914988637E-1,3.370000000E2,1.500000000E0,8.899999619E0
1.840164927E2,5.232893167E1,4.953065000E0,2.413883335E0,8.853222132E-1,3.282699890E2,1.500000000E0,9.100000381E0
1.850164927E2,5.232894333E1,4.953055000E0,2.413894242E0,9.239264131E-1,3.296199951E2,1.600000024E0,9.000000000E0
1.860164927E2,5.232895667E1,4.953040000E0,2.213904668E0,9.795163870E-1,3.279599915E2,1.700000048E0,9.300000191E0
1.870164927E2,5.232897000E1,4.953026667E0,2.013916045E0,1.020694137E0,3.260000000E2,1.700000048E0,9.399999619E0
1.880164927E2,5.232897833E1,4.953013333E0,2.013920301E0,1.032532811E0,3.260100098E2,1.700000048E0,9.600000381E0
1.890164927E2,5.232898667E1,4.953001667E0,2.313925508E0,1.084004998E0,3.267000122E2,1.700000048E0,9.899999619E0
1.900164927E2,5.232900000E1,4.952990000E0,2.613937837E0,1.200846910E0,3.293299866E2,1.600000024E0,1.010000038E1
1.910164927E2,5.232901000E1,4.952978333E0,2.913945418E0,1.308423877E0,3.298099976E2,1.600000024E0,9.600000381E0
1.920164927E2,5.232902000E1,4.952966667E0,3.213952999E0,1.378426075E0,3.280599976E2,1.600000024E0,9.500000000E0
1.930164927E2,5.232903000E1,4.952960000E0,3.113963435E0,1.408280015E0,3.268800049E2,1.600000024E0,9.399999619E0
1.940164927E2,5.232904000E1,4.952953333E0,2.813973872E0,1.394897223E0,3.399700012E2,1.600000024E0,9.199999809E0
1.950164927E2,5.232905000E1,4.952946667E0,2.513984309E0,1.344454408E0,3.378900146E2,1.700000048E0,9.300000191E0
1.960164927E2,5.232906000E1,4.952938333E0,2.313993793E0,1.313571095E0,3.315700073E2,1.700000048E0,9.500000000E0
1.970164927E2,5.232907000E1,4.952930000E0,2.114003278E0,1.270849109E0,3.263699951E2,1.700000048E0,9.699999809E0
1.980164927E2,5.232907833E1,4.952926667E0,2.214013244E0,1.259525299E0,3.239899902E2,1.700000048E0,9.899999619E0
1.990164927E2,5.232909000E1,4.952916667E0,1.914024151E0,1.245627761E0,3.339299927E2,1.700000048E0,1.000000000E1
2.000164927E2,5.232910167E1,4.952901667E0,1.714032201E0,1.257981062E0,3.200000000E2,1.799999952E0,1.019999981E1
2.010164927E2,5.232911500E1,4.952886667E0,1.914042626E0,1.271878600E0,3.273399963E2,1.899999976E0,1.069999981E1
2.020164927E2,5.232912333E1,4.952878333E0,2.014049737E0,1.270334482E0,3.286499939E2,2.000000000E0,1.130000019E1
2.030164927E2,5.232912833E1,4.952871667E0,1.914053051E0,1.258495808E0,3.250000000E2,2.200000048E0,1.219999981E1
2.040164927E2,5.232913500E1,4.952865000E0,1.714058739E0,1.259010553E0,3.292099915E2,2.299999952E0,1.289999962E1
2.050164927E2,5.232914500E1,4.952856667E0,1.514068224E0,1.278055310E0,3.301499939E2,2.400000095E0,1.350000000E1
2.060164927E2,5.232915333E1,4.952856667E0,1.214080093E0,1.288864493E0,3.320799866E2,2.500000000E0,1.369999981E1
2.070164927E2,5.232916167E1,4.952858333E0,1.114092915E0,1.286805511E0,3.276000061E2,2.400000095E0,1.239999962E1
2.080164927E2,5.232917167E1,4.952866667E0,1.314111919E0,1.262098908E0,3.377300110E2,2.400000095E0,1.150000000E1
2.090164927E2,5.232917667E1,4.952860000E0,1.114115233E0,1.205479503E0,3.246799927E2,2.299999952E0,1.169999981E1
2.100164927E2,5.232918167E1,4.952851667E0,9.141175951E-1,1.125182748E0,3.212000122E2,2.400000095E0,1.210000038E1
2.110164927E2,5.232918333E1,4.952848333E0,7.141180653E-1,1.037680030E0,3.323800049E2,2.400000095E0,1.269999981E1
