"Time (s)","X (µT)","Y (µT)","Z (µT)"
1.079811083E0,2.191588593E1,4.358666992E1,-1.003022003E1
1.089817083E0,2.148895645E1,4.359730530E1,-9.782249451E0
1.099824083E0,2.095390701E1,4.391152954E1,-9.821746826E0
1.109831083E0,2.070199585E1,4.422075653E1,-9.778701782E0
1.119837083E0,2.019394302E1,4.438980865E1,-9.626464844E0
1.129844083E0,1.990004730E1,4.483718109E1,-9.576942444E0
1.139850083E0,1.928445816E1,4.476622009E1,-9.176406860E0
1.149857083E0,1.919754410E1,4.501123047E1,-9.060089111E0
1.159864083E0,1.899405670E1,4.503826904E1,-8.636207581E0
1.169870083E0,1.880440903E1,4.533500671E1,-8.285232544E0
1.179877083E0,1.840946198E1,4.570408630E1,-8.181365967E0
1.189883083E0,1.803379440E1,4.587427521E1,-7.816017151E0
1.199890083E0,1.785418701E1,4.595613861E1,-6.725845337E0
1.209896083E0,1.726045609E1,4.641792297E1,-6.126914978E0
1.219903083E0,1.651417160E1,4.677941895E1,-5.771919250E0
1.229910083E0,1.574234772E1,4.725289154E1,-4.956413269E0
1.239916083E0,1.497990417E1,4.739886475E1,-4.300811768E0
1.249923083E0,1.425975418E1,4.778958130E1,-4.413833618E0
1.259929083E0,1.379116058E1,4.804819489E1,-4.324974060E0
1.269936083E0,1.320769501E1,4.825512695E1,-3.475540161E0
1.279943083E0,1.236364365E1,4.855738831E1,-3.271949768E0
1.289949083E0,1.178175735E1,4.861918640E1,-2.893638611E0
1.299956083E0,1.141741180E1,4.911795044E1,-2.627151489E0
1.309962083E0,1.078637314E1,4.899659729E1,-2.429168701E0
1.319969083E0,1.045446396E1,4.915421295E1,-1.457641602E0
1.329975083E0,1.018329239E1,4.925794220E1,-6.062927246E-1
1.339982083E0,9.770107269E0,4.935076904E1,5.263366699E-1
1.349989083E0,9.495822906E0,4.950334930E1,1.149528503E0
1.359995083E0,9.275260925E0,4.941329956E1,1.830635071E0
1.370002083E0,8.729084015E0,4.949717712E1,2.399398804E0
1.380008083E0,8.444087982E0,4.972512817E1,2.817512512E0
1.390015083E0,7.949268341E0,4.969909668E1,2.806457520E0
1.400021958E0,7.337795258E0,4.971801758E1,2.913146973E0
1.410027958E0,6.342018127E0,4.965560913E1,3.075187683E0
1.420034958E0,5.325721741E0,4.995773315E1,2.701454163E0
1.430040958E0,4.388816833E0,5.012434387E1,2.802970886E0
1.440047958E0,3.405509949E0,5.017922211E1,3.137466431E0
1.450054958E0,2.449897766E0,5.021758270E1,2.593475342E0
1.460060958E0,1.515769958E0,5.030526733E1,2.437934875E0
1.470067958E0,8.125762939E-1,5.036437988E1,2.806777954E0
1.480073958E0,-5.114669800E-1,5.033805084E1,3.554611206E0
1.490080958E0,-1.781349182E0,5.039093018E1,3.726997375E0
1.500087958E0,-3.142631531E0,5.025286102E1,3.746742249E0
1.510093958E0,-4.900047302E0,5.015044403E1,4.007141113E0
1.520100958E0,-6.502708435E0,5.005133057E1,4.679634094E0
1.530106958E0,-8.125343323E0,4.964579773E1,4.939338684E0
1.540113958E0,-9.538284302E0,4.959205627E1,5.423606873E0
1.550119958E0,-1.099702454E1,4.899221039E1,5.345718384E0
1.560126958E0,-1.175212860E1,4.871289825E1,5.764739990E0
1.570133958E0,-1.303547668E1,4.863034821E1,5.688735962E0
1.580139958E0,-1.349401093E1,4.816539764E1,5.893692017E0
1.590146958E0,-1.349401093E1,4.816539764E1,5.893692017E0
1.600152958E0,-1.467176056E1,4.789207458E1,6.764022827E0
1.610159958E0,-1.528846741E1,4.760025787E1,7.467506409E0
1.620166958E0,-1.608964539E1,4.711668396E1,8.239280701E0
1.630172958E0,-1.664641571E1,4.662081146E1,8.542976379E0
1.640179958E0,-1.772568512E1,4.614892578E1,9.286346436E0
1.650185958E0,-1.878800201E1,4.565872955E1,9.731193542E0
1.660192958E0,-1.995108795E1,4.516864777E1,1.013166046E1
1.670199958E0,-2.114517212E1,4.443557739E1,1.075228119E1
1.680205958E0,-2.206938171E1,4.381897736E1,1.133805847E1
1.690212958E0,-2.318310547E1,4.316147614E1,1.197848511E1
1.700218958E0,-2.363861084E1,4.248030090E1,1.294969177E1
1.710225958E0,-2.458000946E1,4.152490234E1,1.367490387E1
1.720232958E0,-2.524616241E1,4.078993988E1,1.468889618E1
1.730238958E0,-2.591218567E1,4.002409363E1,1.546862793E1
1.740245958E0,-2.658826447E1,3.923712921E1,1.675012207E1
1.750251958E0,-2.726574707E1,3.825301361E1,1.739302063E1
1.760258958E0,-2.751529694E1,3.756763458E1,1.876996613E1
1.770265958E0,-2.767002869E1,3.721445465E1,1.901271820E1
1.780271958E0,-2.770582581E1,3.727312469E1,1.925184631E1
1.790278958E0,-2.749775696E1,3.730175018E1,1.882991791E1
1.800284958E0,-2.750783539E1,3.762545013E1,1.856545258E1
1.810291958E0,-2.735600281E1,3.790470123E1,1.804948425E1
1.820298958E0,-2.753142548E1,3.807936096E1,1.787446594E1
1.830304958E0,-2.768257141E1,3.825499725E1,1.678627014E1
1.840311958E0,-2.802988434E1,3.831746674E1,1.559064484E1
1.850317958E0,-2.844034576E1,3.873303223E1,1.449208832E1
1.860324958E0,-2.891758728E1,3.885193634E1,1.330263519E1
1.870330958E0,-2.982423401E1,3.909359741E1,1.153930664E1
1.880337958E0,-3.013489532E1,3.893209839E1,1.025794220E1
1.890344958E0,-3.055035400E1,3.934321594E1,8.867492676E0
1.900350958E0,-3.108603668E1,3.947581482E1,7.112083435E0
1.910357958E0,-3.162042236E1,3.932276917E1,5.639892578E0
1.920363958E0,-3.152635956E1,3.946880341E1,3.729202271E0
1.930370958E0,-3.188848877E1,3.946595764E1,1.872940063E0
1.940377958E0,-3.203312683E1,3.921948242E1,1.272735596E-1
1.950383958E0,-3.194925690E1,3.929284668E1,-1.193214417E0
1.960390958E0,-3.227630615E1,3.918446350E1,-2.305534363E0
1.970396958E0,-3.219425201E1,3.915383148E1,-3.139587402E0
1.980403958E0,-3.224129486E1,3.924790192E1,-3.908630371E0
1.990410958E0,-3.203961945E1,3.911894226E1,-4.420417786E0
2.000416958E0,-3.188629150E1,3.945279694E1,-4.556121826E0
2.010423958E0,-3.150894928E1,3.997977448E1,-4.881622314E0
2.020429958E0,-3.099111938E1,4.025564575E1,-5.284400940E0
2.030436958E0,-3.092212677E1,4.034538269E1,-6.044517517E0
2.040443958E0,-3.062266541E1,4.033229065E1,-6.653656006E0
2.050449958E0,-3.054799652E1,4.052809906E1,-7.123313904E0
2.060456958E0,-3.031436920E1,4.030181885E1,-7.642028809E0
2.070462958E0,-3.058247375E1,4.018627167E1,-8.241607666E0
2.080469958E0,-3.039965057E1,4.005819702E1,-8.566650391E0
2.090476958E0,-3.033322906E1,3.995919800E1,-9.549186707E0
2.100482958E0,-3.057029724E1,3.998358154E1,-9.785057068E0
2.110489958E0,-3.047415924E1,3.972899628E1,-1.038101196E1
2.120495958E0,-3.035228729E1,3.951181793E1,-1.094822693E1
2.130502958E0,-3.054620361E1,3.922735596E1,-1.143298340E1
2.140509958E0,-3.065300751E1,3.910006714E1,-1.166319275E1
2.150515958E0,-3.067048645E1,3.870466614E1,-1.230604553E1
2.160522958E0,-3.109774017E1,3.853337097E1,-1.220587158E1
2.170528958E0,-3.131458282E1,3.844553375E1,-1.256392670E1
2.180535958E0,-3.176295471E1,3.822058105E1,-1.283770752E1
2.190542958E0,-3.176557159E1,3.784658051E1,-1.247978210E1
2.200548958E0,-3.192051697E1,3.800952148E1,-1.181343842E1
2.210555958E0,-3.198051453E1,3.796253967E1,-1.130596924E1
2.220561958E0,-3.231115723E1,3.795242310E1,-9.886100769E0
2.230568958E0,-3.264356995E1,3.819893646E1,-9.359146118E0
2.240574958E0,-3.270629120E1,3.825898743E1,-8.142593384E0
2.250581958E0,-3.277046204E1,3.836074829E1,-7.209785461E0
2.260588958E0,-3.234690094E1,3.873524475E1,-6.379043579E0
2.270594958E0,-3.197930908E1,3.887015533E1,-5.844978333E0
2.280601958E0,-3.185449219E1,3.914373016E1,-6.149383545E0
2.290607958E0,-3.179624176E1,3.886643982E1,-6.759544373E0
2.300614958E0,-3.193869019E1,3.860181427E1,-7.860099792E0
2.310621958E0,-3.241090393E1,3.796408844E1,-8.491638184E0
2.320627958E0,-3.284967041E1,3.757109833E1,-8.812744141E0
2.330634958E0,-3.318509674E1,3.732571411E1,-9.042144775E0
2.340640958E0,-3.324974823E1,3.718945312E1,-8.752563477E0
2.350647958E0,-3.337410736E1,3.713356018E1,-9.168235779E0
2.360654958E0,-3.306406403E1,3.726150513E1,-9.521820068E0
2.370660958E0,-3.314007568E1,3.725595093E1,-9.108428955E0
2.380667958E0,-3.322547913E1,3.751548767E1,-8.631248474E0
2.390673958E0,-3.305352020E1,3.731168365E1,-8.392349243E0
2.400680833E0,-3.294959259E1,3.741773987E1,-8.499504089E0
2.410687833E0,-3.245059204E1,3.757908630E1,-8.784965515E0
2.420693833E0,-3.245674133E1,3.786223602E1,-9.546470642E0
2.430700833E0,-3.191439056E1,3.788475800E1,-1.030234528E1
2.440706833E0,-3.194615173E1,3.789123535E1,-1.053784943E1
2.450713833E0,-3.223933411E1,3.798860931E1,-1.033478546E1
2.460720833E0,-3.244020844E1,3.774033356E1,-9.975875854E0
2.470726833E0,-3.262186432E1,3.749526215E1,-9.329910278E0
2.480733833E0,-3.270499420E1,3.740336609E1,-8.994071960E0
2.490739833E0,-3.297714996E1,3.725573730E1,-8.753219604E0
2.500746833E0,-3.276261139E1,3.723415375E1,-8.636909485E0
2.510753833E0,-3.248712921E1,3.719684601E1,-8.401176453E0
2.520759833E0,-3.261994171E1,3.751966095E1,-7.744544983E0
2.530766833E0,-3.266741180E1,3.759635925E1,-7.504188538E0
2.540772833E0,-3.276774597E1,3.813833618E1,-7.061225891E0
2.550779833E0,-3.215257263E1,3.842216492E1,-6.245872498E0
2.560786833E0,-3.198107147E1,3.861669922E1,-5.960838318E0
2.570792833E0,-3.188539886E1,3.864823914E1,-4.958320618E0
2.580799833E0,-3.200805664E1,3.879551697E1,-3.621215820E0
2.590805833E0,-3.198474121E1,3.864608765E1,-1.679435730E0
2.600812833E0,-3.178237152E1,3.866895294E1,-3.818359375E-1
2.610819833E0,-3.201331329E1,3.848081970E1,6.461334229E-1
2.620825833E0,-3.172468567E1,3.860321045E1,9.271774292E-1
2.630832833E0,-3.162937927E1,3.872767639E1,1.658454895E0
2.640838833E0,-3.133702850E1,3.898441315E1,2.183761597E0
2.650845833E0,-3.044029999E1,3.961148071E1,2.799430847E0
2.660852833E0,-3.003610992E1,3.973435974E1,3.207145691E0
2.670858833E0,-2.987014008E1,3.979170227E1,4.321128845E0
2.680865833E0,-2.950877380E1,3.974919891E1,4.858451843E0
2.690871833E0,-2.925967407E1,4.005455017E1,5.171165466E0
2.700878833E0,-2.888674164E1,4.019174957E1,5.634033203E0
2.710885833E0,-2.878653717E1,4.011427307E1,6.279617310E0
2.720891833E0,-2.866207886E1,4.002106476E1,6.760131836E0
2.730898833E0,-2.841260529E1,3.993178558E1,7.731643677E0
2.740904833E0,-2.792081451E1,3.990045166E1,8.673690796E0
2.750911833E0,-2.781916046E1,3.981180573E1,9.823242188E0
2.760918833E0,-2.781600952E1,3.983712769E1,1.066348267E1
2.770924833E0,-2.774429321E1,3.963922119E1,1.122174835E1
2.780931833E0,-2.767825317E1,3.942416382E1,1.172321320E1
2.790937833E0,-2.765755463E1,3.917960358E1,1.269053650E1
2.800944833E0,-2.760768127E1,3.875867462E1,1.315203094E1
2.810951833E0,-2.781696320E1,3.822489929E1,1.351866150E1
2.820957833E0,-2.813374329E1,3.808844757E1,1.419982147E1
2.830964833E0,-2.803667450E1,3.784406281E1,1.478662872E1
2.840970833E0,-2.826421356E1,3.767371368E1,1.504835510E1
2.850977833E0,-2.839432526E1,3.744619751E1,1.469541931E1
2.860984833E0,-2.859103394E1,3.687340546E1,1.473654938E1
2.870990833E0,-2.898005676E1,3.688137817E1,1.432341003E1
2.880997833E0,-2.901586151E1,3.697048187E1,1.424931335E1
2.891003833E0,-2.931848907E1,3.676100159E1,1.402075195E1
2.901010833E0,-2.927261353E1,3.680281830E1,1.372470856E1
2.911017833E0,-2.946400452E1,3.702339172E1,1.361514282E1
2.921023833E0,-2.944971466E1,3.680092621E1,1.310157013E1
2.931030833E0,-2.949607849E1,3.677318573E1,1.342916107E1
2.941036833E0,-2.944866180E1,3.653016663E1,1.334438324E1
2.951043833E0,-2.954212952E1,3.650642395E1,1.338037109E1
2.961050833E0,-2.954524231E1,3.672222137E1,1.284021759E1
2.971056833E0,-2.961345673E1,3.683161926E1,1.168157959E1
2.981063833E0,-2.963082123E1,3.725568390E1,1.058460999E1
2.991069833E0,-2.990280151E1,3.749503326E1,8.988105774E0
3.001076833E0,-3.020498657E1,3.745822144E1,7.045013428E0
3.011083833E0,-3.051778412E1,3.789373779E1,4.869064331E0
3.021089833E0,-3.082881927E1,3.791359711E1,2.571426392E0
3.031096833E0,-3.081095886E1,3.781549835E1,7.237091064E-1
3.041102833E0,-3.072070312E1,3.781039429E1,-1.556510925E0
3.051109833E0,-3.057859802E1,3.788581085E1,-3.417755127E0
3.061116833E0,-3.065377808E1,3.778530121E1,-5.648864746E0
3.071122833E0,-3.028896332E1,3.782952881E1,-7.255729675E0
3.081129833E0,-2.979799652E1,3.769613647E1,-1.010139465E1
3.091135833E0,-2.960897064E1,3.722308350E1,-1.218185425E1
3.101142833E0,-2.924335480E1,3.698997498E1,-1.379126740E1
3.111149833E0,-2.905162048E1,3.642978668E1,-1.507484436E1
3.121155833E0,-2.914438629E1,3.627826691E1,-1.573210907E1
3.131162833E0,-2.944561005E1,3.564320374E1,-1.647446442E1
3.141168833E0,-2.962277222E1,3.546475983E1,-1.726686096E1
3.151175833E0,-3.006923676E1,3.446253204E1,-1.848913574E1
3.161182833E0,-3.044085693E1,3.385993958E1,-1.878614044E1
3.171188833E0,-3.040855408E1,3.315381622E1,-1.970308685E1
3.181195833E0,-3.091088867E1,3.245799255E1,-2.047190857E1
3.191202833E0,-3.090343475E1,3.196363831E1,-2.100552368E1
3.201208833E0,-3.093841553E1,3.153987122E1,-2.148645782E1
3.211215833E0,-3.095445251E1,3.143159485E1,-2.196750641E1
3.221221833E0,-3.081212616E1,3.101950836E1,-2.237968445E1
3.231228833E0,-3.089946747E1,3.072914886E1,-2.328556824E1
3.241235833E0,-3.060421753E1,3.041914368E1,-2.335304260E1
3.251241833E0,-3.055065155E1,3.020427704E1,-2.358164978E1
3.261248833E0,-3.023751831E1,3.022481537E1,-2.389927673E1
3.271254833E0,-3.042156982E1,2.988803864E1,-2.416926575E1
3.281261833E0,-3.064019775E1,2.990409851E1,-2.430848694E1
3.291268833E0,-3.060424805E1,2.957301331E1,-2.399055481E1
3.301274833E0,-3.110867310E1,2.970338440E1,-2.426266479E1
3.311281833E0,-3.145687103E1,2.946929932E1,-2.363092041E1
3.321287833E0,-3.184280396E1,2.929050446E1,-2.330654907E1
3.331294833E0,-3.218372345E1,2.904309845E1,-2.335668945E1
3.341301833E0,-3.257295990E1,2.884938049E1,-2.300582886E1
3.351307833E0,-3.305815887E1,2.866531372E1,-2.272399902E1
3.361314833E0,-3.343778992E1,2.844145966E1,-2.215383148E1
3.371320833E0,-3.395018768E1,2.845858002E1,-2.167972565E1
3.381327833E0,-3.442166901E1,2.807487488E1,-2.131517792E1
3.391334833E0,-3.485962677E1,2.809273529E1,-2.055220032E1
3.401340708E0,-3.555345154E1,2.793360901E1,-1.950279999E1
3.411347708E0,-3.628257751E1,2.790274048E1,-1.781078339E1
3.421353708E0,-3.709893799E1,2.778556824E1,-1.675689697E1
3.431360708E0,-3.749721527E1,2.753700256E1,-1.579278564E1
3.441367708E0,-3.757817078E1,2.743533325E1,-1.528941345E1
3.451373708E0,-3.795921326E1,2.680634308E1,-1.554056549E1
3.461380708E0,-3.831534576E1,2.659413910E1,-1.588756561E1
3.471386708E0,-3.841503906E1,2.622155762E1,-1.581758118E1
3.481393708E0,-3.868675995E1,2.539407349E1,-1.608103943E1
3.491400708E0,-3.888912964E1,2.505077362E1,-1.603919983E1
3.501406708E0,-3.888436890E1,2.487458038E1,-1.653739166E1
3.511413708E0,-3.892276001E1,2.461120605E1,-1.693805695E1
3.521420708E0,-3.929908752E1,2.433862305E1,-1.682489777E1
3.531426708E0,-3.919409943E1,2.420921326E1,-1.636962891E1
3.541433708E0,-3.920427704E1,2.427846527E1,-1.616194916E1
3.551439708E0,-3.921195984E1,2.409974670E1,-1.618681335E1
3.561446708E0,-3.917128754E1,2.415537262E1,-1.617982483E1
3.571453708E0,-3.904892731E1,2.470830536E1,-1.676925659E1
3.581459708E0,-3.829535675E1,2.496298218E1,-1.767478180E1
3.591466708E0,-3.778907013E1,2.484263611E1,-1.826161194E1
3.601472708E0,-3.773741913E1,2.498699188E1,-1.823383331E1
3.611479708E0,-3.841320038E1,2.457867432E1,-1.799652863E1
3.621486708E0,-3.858966064E1,2.429871368E1,-1.774501038E1
3.631492708E0,-3.859706116E1,2.433665466E1,-1.755397797E1
3.641499708E0,-3.880831909E1,2.406449890E1,-1.770263672E1
3.651505708E0,-3.880865479E1,2.375289154E1,-1.764734650E1
3.661512708E0,-3.889187622E1,2.378962708E1,-1.792007446E1
3.671519708E0,-3.885019684E1,2.379702759E1,-1.787561035E1
3.681525708E0,-3.878900909E1,2.406642151E1,-1.763718414E1
3.691532708E0,-3.874949646E1,2.438687134E1,-1.753157806E1
3.701538708E0,-3.852358246E1,2.488773346E1,-1.700965881E1
3.711545708E0,-3.845461273E1,2.547140503E1,-1.673043823E1
3.721552708E0,-3.865653992E1,2.567245483E1,-1.544572449E1
3.731558708E0,-3.889158630E1,2.615503693E1,-1.388059235E1
3.741565708E0,-3.957195282E1,2.705906677E1,-1.016086578E1
3.751572708E0,-3.960245514E1,2.738727570E1,-8.141677856E0
3.761578708E0,-3.957907104E1,2.809230042E1,-6.254585266E0
3.771585708E0,-3.943550110E1,2.855693054E1,-4.908355713E0
3.781591708E0,-3.924420929E1,2.888709259E1,-3.600204468E0
3.791598708E0,-3.904895020E1,2.921560669E1,-2.756713867E0
3.801605708E0,-3.896461487E1,2.913196564E1,-2.115333557E0
3.811611708E0,-3.912742615E1,2.931526947E1,-2.291618347E0
3.821618708E0,-3.889731598E1,2.941018677E1,-2.462188721E0
3.831624708E0,-3.884197998E1,2.978577423E1,-1.974372864E0
3.841631708E0,-3.902703857E1,2.966149902E1,-1.566520691E0
3.851638708E0,-3.884449005E1,3.005680847E1,-1.289916992E0
3.861644708E0,-3.857927704E1,3.017985535E1,-9.550704956E-1
3.871651708E0,-3.847577667E1,3.025856018E1,-1.287002563E-1
3.881657708E0,-3.795172882E1,3.028694153E1,7.010192871E-1
3.891664708E0,-3.802368927E1,3.028045654E1,2.008010864E0
3.901671708E0,-3.801928711E1,3.014565277E1,3.800048828E0
3.911677708E0,-3.810176086E1,2.977856445E1,4.803520203E0
3.921684708E0,-3.843299866E1,2.952873993E1,5.426826477E0
3.931691708E0,-3.862854004E1,2.921382141E1,5.684066772E0
3.941697708E0,-3.896748352E1,2.907752228E1,6.350387573E0
3.951704708E0,-3.870491791E1,2.886875916E1,7.486656189E0
3.961710708E0,-3.887917328E1,2.836477661E1,8.216087341E0
3.971717708E0,-3.907849121E1,2.825295258E1,8.787727356E0
3.981724708E0,-3.952531433E1,2.782945251E1,8.451148987E0
3.991730708E0,-3.947958374E1,2.771838379E1,7.941421509E0
4.001737708E0,-3.947089386E1,2.752880859E1,7.560112000E0
4.011743708E0,-3.975875092E1,2.742735291E1,7.109916687E0
4.021750708E0,-4.006867981E1,2.731208801E1,6.191375732E0
4.031757708E0,-4.028245544E1,2.733557129E1,5.712936401E0
4.041763708E0,-4.025233459E1,2.711168671E1,5.656120300E0
4.051770708E0,-4.024521637E1,2.693651581E1,5.729827881E0
4.061776708E0,-4.029481506E1,2.686428833E1,5.707069397E0
4.071783708E0,-4.049946594E1,2.685063171E1,6.395652771E0
4.081790708E0,-4.038918304E1,2.700852966E1,6.703033447E0
4.091796708E0,-4.063473511E1,2.696730804E1,6.225051880E0
4.101803708E0,-4.054138947E1,2.694857788E1,5.079101562E0
4.111810708E0,-4.069356537E1,2.694680023E1,3.939208984E0
4.121816708E0,-4.096443939E1,2.709727478E1,2.937973022E0
4.131823708E0,-4.118761444E1,2.730123901E1,1.372459412E0
4.141829708E0,-4.131781769E1,2.739711761E1,-2.351455688E-1
