"Time (s)","X (µT)","Y (µT)","Z (µT)"
1.962214883E1,-2.942304230E1,3.036447906E1,1.744444275E1
1.963215583E1,-2.947674561E1,3.012353516E1,1.759808350E1
1.964216283E1,-2.956601715E1,3.015454865E1,1.742902374E1
1.965216883E1,-2.965122223E1,2.995769501E1,1.704336548E1
1.966217583E1,-2.984445953E1,3.030078125E1,1.664643860E1
1.967218283E1,-2.983874512E1,3.035108185E1,1.673664856E1
1.968218883E1,-2.990979004E1,3.037661743E1,1.680670929E1
1.969219583E1,-2.971604156E1,3.036521149E1,1.670199585E1
1.970220283E1,-2.949620056E1,3.048424530E1,1.708458710E1
1.971220883E1,-2.927814484E1,3.025763702E1,1.738397217E1
1.972221583E1,-2.964865875E1,3.048469543E1,1.690448761E1
1.973222283E1,-2.987612915E1,3.095356750E1,1.532389832E1
1.974222883E1,-3.047339630E1,3.133767700E1,1.378507233E1
1.975223583E1,-3.076973724E1,3.151625061E1,1.191808319E1
1.976224283E1,-3.128434753E1,3.200225067E1,1.057117462E1
1.977224883E1,-3.135897827E1,3.260031891E1,8.725578308E0
1.978225583E1,-3.130822754E1,3.287929535E1,6.804061890E0
1.979226283E1,-3.149732208E1,3.323703003E1,5.199958801E0
1.980226883E1,-3.171072388E1,3.329563904E1,3.351654053E0
1.981227583E1,-3.172222900E1,3.329715729E1,1.506523132E0
1.982228283E1,-3.162590790E1,3.338825989E1,-2.828216553E-2
1.983228983E1,-3.157310486E1,3.328472137E1,-1.712242126E0
1.984229583E1,-3.143095398E1,3.335923767E1,-3.784667969E0
1.985230283E1,-3.133084106E1,3.313875580E1,-5.325538635E0
1.986230983E1,-3.132364655E1,3.295439148E1,-6.786041260E0
1.987231583E1,-3.092181396E1,3.314938354E1,-7.546920776E0
1.988232283E1,-3.096550751E1,3.307602692E1,-8.171447754E0
1.989232983E1,-3.067228699E1,3.309095764E1,-8.361366272E0
1.990233583E1,-3.078170776E1,3.308943176E1,-8.660171509E0
1.991234283E1,-3.100561523E1,3.263819885E1,-9.155090332E0
1.992234983E1,-3.097875214E1,3.289448547E1,-1.033276367E1
1.993235583E1,-3.080890656E1,3.257198334E1,-1.093102264E1
1.994236283E1,-3.074278259E1,3.219876099E1,-1.171882629E1
1.995236983E1,-3.046903229E1,3.178617096E1,-1.236560059E1
1.996237583E1,-3.051932526E1,3.200395203E1,-1.350254822E1
1.997238283E1,-2.985449219E1,3.203903961E1,-1.370960999E1
1.998238983E1,-2.979669952E1,3.211205292E1,-1.432630920E1
1.999239583E1,-2.958287048E1,3.209158325E1,-1.435307312E1
2.000240283E1,-2.943241882E1,3.206033325E1,-1.472170258E1
2.001240983E1,-2.923098755E1,3.183719635E1,-1.447926331E1
2.002241583E1,-2.966197205E1,3.190909576E1,-1.479782104E1
2.003242283E1,-2.973706818E1,3.174776459E1,-1.492192078E1
2.004242983E1,-2.941850281E1,3.145739746E1,-1.495519257E1
2.005243583E1,-3.000925446E1,3.145811462E1,-1.451789093E1
2.006244283E1,-2.975630188E1,3.149462891E1,-1.388586426E1
2.007244983E1,-3.032156372E1,3.144346619E1,-1.423345184E1
2.008245583E1,-3.019316864E1,3.149348450E1,-1.366440582E1
2.009246283E1,-3.084651947E1,3.165076447E1,-1.326037598E1
2.010246983E1,-3.049382019E1,3.133214569E1,-1.252433014E1
2.011247583E1,-3.126190186E1,3.134520721E1,-1.222692108E1
2.012248283E1,-3.116470337E1,3.099008179E1,-1.079723358E1
2.013248983E1,-3.209703064E1,3.097737885E1,-1.012389374E1
2.014249583E1,-3.224777985E1,3.081739044E1,-9.139419556E0
2.015250283E1,-3.327018738E1,3.067531586E1,-8.023315430E0
2.016250983E1,-3.294874573E1,3.052554321E1,-6.460777283E0
2.017251683E1,-3.351165009E1,3.059664154E1,-6.002853394E0
2.018252283E1,-3.307903290E1,3.007418823E1,-5.865280151E0
2.019252983E1,-3.359200287E1,3.044181824E1,-6.831436157E0
2.020253683E1,-3.341417694E1,3.005289459E1,-7.264488220E0
2.021254283E1,-3.418788910E1,2.992863464E1,-7.271469116E0
2.022254983E1,-3.415136719E1,2.920487976E1,-7.186431885E0
2.023255683E1,-3.469623566E1,2.909853363E1,-7.655525208E0
2.024256283E1,-3.438552094E1,2.915827179E1,-7.684951782E0
2.025256983E1,-3.480536652E1,2.902852631E1,-8.361701965E0
2.026257683E1,-3.431607056E1,2.881419373E1,-8.335258484E0
2.027258283E1,-3.476755524E1,2.905117798E1,-8.154319763E0
2.028258983E1,-3.414714813E1,2.875786591E1,-8.071647644E0
2.029259683E1,-3.494650269E1,2.893524170E1,-7.946510315E0
2.030260283E1,-3.438159943E1,2.882366943E1,-7.963241577E0
2.031260983E1,-3.461956024E1,2.901959229E1,-8.518524170E0
2.032261683E1,-3.385451508E1,2.908618927E1,-8.650802612E0
2.033262283E1,-3.416000366E1,2.946359253E1,-8.628677368E0
2.034262983E1,-3.388424683E1,2.902212524E1,-8.824882507E0
2.035263683E1,-3.441306305E1,2.942955017E1,-8.580802917E0
2.036264283E1,-3.431655121E1,2.897339630E1,-8.149200439E0
2.037264983E1,-3.463103485E1,2.907772827E1,-7.944938660E0
2.038265683E1,-3.444966125E1,2.883061218E1,-6.970329285E0
2.039266283E1,-3.511721039E1,2.877258301E1,-6.303398132E0
2.040266983E1,-3.514998627E1,2.839077759E1,-5.280212402E0
2.041267646E1,-3.549872589E1,2.845138550E1,-4.534751892E0
2.042268246E1,-3.513207245E1,2.841787720E1,-3.094078064E0
2.043268946E1,-3.568910980E1,2.874859619E1,-2.192054749E0
2.044269646E1,-3.523490906E1,2.891205597E1,-8.549041748E-1
2.045270246E1,-3.523052216E1,2.905875397E1,5.858612061E-2
2.046270946E1,-3.474607849E1,2.907314301E1,1.312904358E0
2.047271646E1,-3.481662750E1,2.941463470E1,2.610755920E0
2.048272246E1,-3.419872284E1,2.988945007E1,3.640502930E0
2.049272946E1,-3.400865173E1,3.000259399E1,4.078041077E0
2.050273646E1,-3.328202057E1,3.005471802E1,5.438308716E0
2.051274246E1,-3.314975739E1,3.044685364E1,6.273002625E0
2.052274946E1,-3.271511841E1,3.076879883E1,6.216461182E0
2.053275646E1,-3.291637421E1,3.106942749E1,6.849838257E0
2.054276246E1,-3.252986908E1,3.107641602E1,7.313491821E0
2.055276946E1,-3.199502563E1,3.122875977E1,7.919242859E0
2.056277646E1,-3.180082703E1,3.117377472E1,8.392456055E0
2.057278246E1,-3.163230896E1,3.101723480E1,9.492774963E0
2.058278946E1,-3.144104004E1,3.102834320E1,9.579345703E0
2.059279646E1,-3.133436584E1,3.111635590E1,9.701965332E0
2.060280346E1,-3.139962006E1,3.102250671E1,9.769828796E0
2.061280946E1,-3.137916565E1,3.123503876E1,1.038775635E1
2.062281646E1,-3.125305176E1,3.129109955E1,1.091530609E1
2.063282346E1,-3.071069336E1,3.137954712E1,1.145409393E1
2.064282946E1,-3.069619751E1,3.109373474E1,1.269070435E1
2.065283646E1,-3.045262146E1,3.091577911E1,1.376963043E1
2.066284346E1,-3.037325287E1,3.057626343E1,1.502068329E1
2.067284946E1,-2.994816589E1,3.011611938E1,1.624068451E1
2.068285646E1,-2.998716736E1,2.969342041E1,1.692226410E1
2.069286346E1,-2.954821014E1,2.952997589E1,1.715893555E1
2.070286946E1,-2.984099579E1,2.943896484E1,1.733206177E1
2.071287646E1,-2.984376526E1,2.922142029E1,1.751895142E1
2.072288346E1,-3.024608612E1,2.891662598E1,1.769602966E1
2.073288946E1,-3.033889008E1,2.845029449E1,1.808144379E1
2.074289646E1,-3.053208923E1,2.841561890E1,1.787196350E1
2.075290346E1,-3.060004425E1,2.839241028E1,1.786134338E1
2.076290946E1,-3.079969025E1,2.814300537E1,1.760294342E1
2.077291646E1,-3.095127869E1,2.831587982E1,1.768898010E1
2.078292346E1,-3.116300201E1,2.850930786E1,1.754185486E1
2.079292946E1,-3.091983032E1,2.828264618E1,1.746200562E1
2.080293646E1,-3.094885254E1,2.833815765E1,1.784801483E1
2.081294346E1,-3.089417267E1,2.826808167E1,1.767088318E1
2.082294946E1,-3.117295074E1,2.831278992E1,1.705141449E1
2.083295646E1,-3.117909241E1,2.859499359E1,1.656846619E1
2.084296346E1,-3.148213196E1,2.887006378E1,1.530712128E1
2.085296946E1,-3.165576172E1,2.934013367E1,1.369522858E1
2.086297646E1,-3.223903656E1,2.981262970E1,1.211862946E1
2.087298346E1,-3.241937256E1,3.031075287E1,1.032832336E1
2.088298946E1,-3.244925690E1,3.042709351E1,8.858886719E0
2.089299646E1,-3.240091705E1,3.088580322E1,7.623100281E0
2.090300346E1,-3.276273346E1,3.105741119E1,5.752639771E0
2.091300946E1,-3.308683777E1,3.127812958E1,4.314132690E0
2.092301646E1,-3.306390381E1,3.168843079E1,2.739631653E0
2.093302346E1,-3.311769867E1,3.220138550E1,8.755798340E-1
2.094302946E1,-3.338106537E1,3.203524780E1,-8.712158203E-1
2.095303646E1,-3.313708496E1,3.198527527E1,-2.493865967E0
2.096304346E1,-3.275140381E1,3.202488708E1,-4.506538391E0
2.097304946E1,-3.226829529E1,3.185953522E1,-5.932914734E0
2.098305646E1,-3.189960480E1,3.206337738E1,-7.194526672E0
2.099306346E1,-3.153066254E1,3.222463226E1,-8.416557312E0
2.100306946E1,-3.147847748E1,3.250119781E1,-8.818946838E0
2.101307646E1,-3.147470856E1,3.237592316E1,-8.589385986E0
2.102308346E1,-3.161870575E1,3.223696899E1,-8.808128357E0
2.103308946E1,-3.162051392E1,3.215352631E1,-9.229843140E0
2.104309646E1,-3.174169159E1,3.184213257E1,-1.009553528E1
2.105310346E1,-3.134753418E1,3.170846558E1,-1.068015289E1
2.106310946E1,-3.117678833E1,3.177891541E1,-1.140577698E1
2.107311646E1,-3.082029724E1,3.162677765E1,-1.213934326E1
2.108312346E1,-3.099758148E1,3.165766144E1,-1.264097595E1
2.109312946E1,-3.057823944E1,3.167002106E1,-1.280836487E1
2.110313646E1,-3.066342163E1,3.156497955E1,-1.303422546E1
2.111314346E1,-3.053253937E1,3.172639465E1,-1.384112549E1
2.112314946E1,-3.050127411E1,3.152803040E1,-1.370964050E1
2.113315646E1,-3.066047668E1,3.152983093E1,-1.399377441E1
2.114316346E1,-3.020725250E1,3.113784790E1,-1.366873932E1
2.115316946E1,-3.040369415E1,3.116389465E1,-1.358077240E1
2.116317646E1,-3.028731537E1,3.130357361E1,-1.348798370E1
2.117318346E1,-3.081234741E1,3.145636749E1,-1.356466675E1
2.118318946E1,-3.049942780E1,3.143927002E1,-1.338094330E1
2.119319646E1,-3.093681335E1,3.164710236E1,-1.273982239E1
2.120320346E1,-3.055209351E1,3.172049713E1,-1.206195068E1
2.121320946E1,-3.130005646E1,3.185054779E1,-1.179687500E1
2.122321646E1,-3.083794403E1,3.181563568E1,-1.072647095E1
2.123322346E1,-3.182386780E1,3.212879944E1,-1.012239838E1
2.124323046E1,-3.161240387E1,3.199767303E1,-8.870513916E0
2.125323646E1,-3.252886963E1,3.188578796E1,-7.927909851E0
2.126324346E1,-3.267619324E1,3.141036224E1,-6.186286926E0
2.127325046E1,-3.320723724E1,3.167345428E1,-5.261901855E0
2.128325646E1,-3.296768188E1,3.124256134E1,-4.924339294E0
2.129326346E1,-3.374205017E1,3.118991852E1,-5.592262268E0
2.130327046E1,-3.305833435E1,3.083772278E1,-6.031753540E0
2.131327646E1,-3.397016144E1,3.100221252E1,-6.272033691E0
2.132328346E1,-3.338958740E1,3.014695740E1,-5.923515320E0
2.133329046E1,-3.404595184E1,3.055931091E1,-5.846755981E0
2.134329646E1,-3.350834656E1,3.025047302E1,-5.591247559E0
2.135330346E1,-3.397653198E1,3.036311340E1,-5.983154297E0
2.136331046E1,-3.326402283E1,3.036515808E1,-6.270355225E0
2.137331646E1,-3.373742676E1,3.057492828E1,-6.625968933E0
2.138332346E1,-3.320582581E1,3.019260406E1,-6.522117615E0
2.139333046E1,-3.385758972E1,3.029466248E1,-6.528160095E0
2.140333646E1,-3.352746582E1,2.986051941E1,-6.599258423E0
2.141334383E1,-3.402259064E1,2.997599792E1,-7.326286316E0
2.142335083E1,-3.370809174E1,2.964419556E1,-7.504684448E0
2.143335683E1,-3.403366852E1,2.993153381E1,-7.929756165E0
2.144336383E1,-3.354869080E1,2.976000214E1,-7.412277222E0
2.145337083E1,-3.389431000E1,3.020463562E1,-7.053642273E0
2.146337683E1,-3.365078735E1,2.984777832E1,-6.116447449E0
2.147338383E1,-3.411875916E1,3.003879547E1,-5.598846436E0
2.148339083E1,-3.391413116E1,2.969380188E1,-5.041267395E0
2.149339683E1,-3.453344727E1,2.961919403E1,-4.612480164E0
2.150340383E1,-3.406031799E1,2.947612000E1,-4.166992188E0
2.151341083E1,-3.466867828E1,2.970877075E1,-3.707725525E0
2.152341683E1,-3.437943268E1,2.963544464E1,-2.846435547E0
2.153342383E1,-3.484384918E1,2.981060791E1,-1.923507690E0
2.154343083E1,-3.476969147E1,2.959416199E1,-1.051712036E0
2.155343683E1,-3.511709595E1,2.977500916E1,1.222686768E-1
2.156344383E1,-3.464290619E1,2.954847717E1,6.646041870E-1
2.157345083E1,-3.486936188E1,2.982723999E1,1.460494995E0
2.158345683E1,-3.407978821E1,2.997218323E1,2.397491455E0
2.159346383E1,-3.381752014E1,3.045235443E1,3.317604065E0
2.160347083E1,-3.314984131E1,3.065442657E1,3.833084106E0
2.161347683E1,-3.330692291E1,3.091557312E1,4.483963013E0
2.162348383E1,-3.235072327E1,3.115222931E1,5.266304016E0
2.163349083E1,-3.214982605E1,3.146797180E1,6.151519775E0
2.164349683E1,-3.158663940E1,3.169465637E1,6.907409668E0
2.165350383E1,-3.154140472E1,3.180602264E1,8.203857422E0
2.166351083E1,-3.107290649E1,3.176300812E1,8.890060425E0
2.167351683E1,-3.090841675E1,3.187507629E1,1.030486298E1
2.168352383E1,-3.074345398E1,3.168933868E1,1.081200409E1
2.169353083E1,-3.043428040E1,3.143592834E1,1.113883209E1
2.170353683E1,-3.043632507E1,3.155137634E1,1.138773346E1
2.171354383E1,-3.044243622E1,3.134664917E1,1.144595337E1
2.172355083E1,-3.056213379E1,3.150537872E1,1.171683502E1
2.173355683E1,-3.056723022E1,3.155068207E1,1.182192993E1
2.174356383E1,-3.021787262E1,3.143681335E1,1.245048523E1
2.175357083E1,-2.989353943E1,3.109523010E1,1.333983612E1
2.176357683E1,-2.988626099E1,3.068584442E1,1.459654236E1
2.177358383E1,-2.973416138E1,3.017371368E1,1.560163116E1
2.178359083E1,-2.976527405E1,3.006473541E1,1.599880219E1
2.179359683E1,-2.997863007E1,3.007979584E1,1.588087463E1
2.180360383E1,-3.008961487E1,2.972530365E1,1.616574097E1
2.181361083E1,-2.993658447E1,2.949536133E1,1.691744995E1
2.182361683E1,-2.985182190E1,2.924504852E1,1.708628845E1
2.183362383E1,-2.990541840E1,2.912263489E1,1.756742096E1
2.184363083E1,-2.999723816E1,2.892935944E1,1.779280090E1
2.185363683E1,-2.969239044E1,2.874441528E1,1.793848419E1
2.186364383E1,-2.993805695E1,2.873796082E1,1.778977203E1
2.187365083E1,-2.994499207E1,2.877181244E1,1.792475128E1
2.188365683E1,-3.002488708E1,2.876127625E1,1.757771301E1
2.189366383E1,-3.001741791E1,2.851088715E1,1.758851624E1
2.190367083E1,-3.011782837E1,2.851148224E1,1.800510406E1
2.191367683E1,-3.020652008E1,2.865030670E1,1.779603577E1
2.192368383E1,-3.009382629E1,2.878221893E1,1.754492188E1
2.193369083E1,-3.028967285E1,2.873180389E1,1.773915100E1
2.194369683E1,-3.005989075E1,2.877268982E1,1.762786102E1
2.195370383E1,-2.960121155E1,2.869951630E1,1.749668121E1
2.196371083E1,-3.002958679E1,2.897300720E1,1.707086182E1
2.197371683E1,-3.029456329E1,2.916236877E1,1.581724548E1
2.198372383E1,-3.068643951E1,2.974336243E1,1.419078827E1
2.199373083E1,-3.081512451E1,3.008004761E1,1.258323669E1
2.200373683E1,-3.119098663E1,3.056718445E1,1.108545685E1
2.201374383E1,-3.123065948E1,3.095653534E1,9.581413269E0
2.202375083E1,-3.154294586E1,3.125051117E1,8.017181396E0
2.203375683E1,-3.160298157E1,3.170818329E1,6.287857056E0
2.204376383E1,-3.193598175E1,3.194284058E1,4.632476807E0
2.205377083E1,-3.194297028E1,3.199896240E1,2.898178101E0
2.206377683E1,-3.209143066E1,3.192235565E1,1.490715027E0
2.207378383E1,-3.177743530E1,3.211163330E1,-1.874923706E-1
2.208378983E1,-3.195279694E1,3.202050781E1,-2.180885315E0
2.209379683E1,-3.176255035E1,3.201382446E1,-3.738372803E0
2.210380383E1,-3.172966766E1,3.203412628E1,-5.203819275E0
2.211380983E1,-3.139539337E1,3.258386230E1,-6.088958740E0
2.212381683E1,-3.121510315E1,3.234947205E1,-6.593780518E0
2.213382383E1,-3.108961487E1,3.216230774E1,-6.420120239E0
2.214382983E1,-3.142118835E1,3.231360626E1,-7.294525146E0
2.215383683E1,-3.135365295E1,3.224068451E1,-7.705734253E0
2.216384383E1,-3.111643982E1,3.190537262E1,-8.872039795E0
2.217384983E1,-3.129170990E1,3.191736603E1,-1.014577484E1
2.218385683E1,-3.127857971E1,3.168106079E1,-1.114923096E1
2.219386383E1,-3.091243744E1,3.155245209E1,-1.265624237E1
2.220386983E1,-3.044744110E1,3.148432922E1,-1.315146637E1
2.221387683E1,-3.041146851E1,3.143355560E1,-1.346022797E1
2.222388383E1,-3.006271362E1,3.134378052E1,-1.386367035E1
2.223388983E1,-3.027848816E1,3.111339569E1,-1.472712708E1
2.224389683E1,-2.987133026E1,3.104684448E1,-1.483145142E1
2.225390383E1,-2.987133026E1,3.104684448E1,-1.483145142E1
2.226390983E1,-2.993936157E1,3.091117859E1,-1.462955475E1
2.227391683E1,-2.983069611E1,3.076235962E1,-1.490139771E1
2.228392383E1,-2.971591949E1,3.058860779E1,-1.455879974E1
2.229392983E1,-3.007907867E1,3.046013641E1,-1.458635712E1
2.230393683E1,-3.011295319E1,3.031584167E1,-1.422687531E1
2.231394383E1,-3.050102997E1,3.051171875E1,-1.410875702E1
2.232394983E1,-3.063788605E1,3.043373871E1,-1.368090057E1
2.233395683E1,-3.105631256E1,3.053564453E1,-1.296571350E1
2.234396383E1,-3.104119110E1,3.044860840E1,-1.248255157E1
2.235396983E1,-3.176319885E1,3.045537567E1,-1.205590820E1
2.236397683E1,-3.172168732E1,3.035784912E1,-1.116505432E1
2.237398383E1,-3.243424225E1,3.017922211E1,-1.065428162E1
2.238398983E1,-3.261152649E1,2.990997314E1,-9.382080078E0
2.239399683E1,-3.316516113E1,2.972653198E1,-7.905670166E0
2.240400383E1,-3.298160553E1,2.939487457E1,-6.877197266E0
2.241401013E1,-3.365740967E1,2.930497742E1,-6.547302246E0
2.242401712E1,-3.318402863E1,2.915475464E1,-6.908905029E0
2.243402413E1,-3.389115143E1,2.921544647E1,-7.752227783E0
2.244403012E1,-3.337049866E1,2.891490936E1,-7.561042786E0
2.245403713E1,-3.408891296E1,2.901080322E1,-7.635231018E0
2.246404413E1,-3.405737305E1,2.871813202E1,-6.910980225E0
2.247405012E1,-3.471130371E1,2.860302734E1,-7.118003845E0
2.248405713E1,-3.403690338E1,2.835124207E1,-7.415046692E0
2.249406412E1,-3.449670410E1,2.842578888E1,-8.099494934E0
2.250407013E1,-3.369844055E1,2.842447662E1,-7.833282471E0
2.251407713E1,-3.427626801E1,2.837291718E1,-8.298759460E0
2.252408412E1,-3.353681183E1,2.846380615E1,-8.348937988E0
2.253409013E1,-3.414481354E1,2.856169128E1,-8.659027100E0
2.254409712E1,-3.354497528E1,2.836170197E1,-9.096252441E0
2.255410413E1,-3.407814026E1,2.861516571E1,-9.602928162E0
2.256411013E1,-3.330699158E1,2.847093964E1,-9.248306274E0
2.257411712E1,-3.396109772E1,2.903565979E1,-8.724052429E0
2.258412413E1,-3.349559021E1,2.893686676E1,-7.790969849E0
2.259413012E1,-3.431252289E1,2.915001678E1,-7.011077881E0
2.260413713E1,-3.407514191E1,2.868035126E1,-6.089767456E0
2.261414413E1,-3.487587738E1,2.889583588E1,-5.485565186E0
2.262415013E1,-3.468239594E1,2.822612000E1,-4.876014709E0
2.263415713E1,-3.527706909E1,2.811081696E1,-3.871124268E0
2.264416412E1,-3.515503693E1,2.793729401E1,-2.983558655E0
2.265417013E1,-3.550849915E1,2.781017303E1,-2.580116272E0
2.266417712E1,-3.517670441E1,2.778592682E1,-1.289970398E0
2.267418413E1,-3.552010345E1,2.800943756E1,-4.756546021E-1
2.268419013E1,-3.472226715E1,2.785660553E1,6.975479126E-1
2.269419712E1,-3.497372437E1,2.819878387E1,1.684547424E0
2.270420413E1,-3.432673645E1,2.845243073E1,2.353591919E0
2.271421012E1,-3.449652100E1,2.895063019E1,3.009475708E0
2.272421713E1,-3.359822083E1,2.924390411E1,3.911651611E0
2.273422413E1,-3.377678680E1,2.963790894E1,4.406341553E0
2.274423012E1,-3.329457855E1,2.962817383E1,5.389198303E0
2.275423713E1,-3.299385071E1,2.999732208E1,6.554809570E0
2.276424312E1,-3.268360901E1,2.984714508E1,7.198616028E0
2.277425013E1,-3.265274811E1,3.005482483E1,7.267272949E0
2.278425713E1,-3.233876801E1,3.004812622E1,7.643806458E0
2.279426313E1,-3.236064911E1,3.018521881E1,8.219314575E0
2.280427013E1,-3.195603180E1,3.029622650E1,8.541038513E0
2.281427712E1,-3.213619232E1,3.041110229E1,8.628761292E0
2.282428313E1,-3.172035217E1,3.058650208E1,8.693359375E0
2.283429012E1,-3.146385193E1,3.087983704E1,9.513824463E0
2.284429713E1,-3.107275391E1,3.089270782E1,9.915710449E0
2.285430313E1,-3.101908875E1,3.100772095E1,1.037129974E1
2.286431012E1,-3.066263580E1,3.071727753E1,1.077074432E1
2.287431713E1,-3.036108398E1,3.079847717E1,1.170318604E1
2.288432312E1,-3.045727539E1,3.033325958E1,1.261481476E1
2.289433013E1,-3.001891327E1,3.020925903E1,1.365355682E1
2.290433713E1,-2.961682892E1,3.006857300E1,1.472297668E1
2.291434312E1,-2.927364349E1,2.975376892E1,1.573584747E1
2.292435013E1,-2.929709625E1,2.928691101E1,1.657555389E1
2.293435712E1,-2.922985077E1,2.911229706E1,1.711161041E1
2.294436313E1,-2.942607117E1,2.879758453E1,1.750991058E1
2.295437013E1,-2.945384216E1,2.833843231E1,1.774107361E1
2.296437712E1,-2.951045990E1,2.845501709E1,1.776671600E1
2.297438313E1,-2.938235474E1,2.802401733E1,1.781484222E1
2.298439012E1,-2.985986328E1,2.800895691E1,1.775657654E1
2.299439713E1,-3.006871796E1,2.774317169E1,1.757136536E1
2.300440312E1,-3.021304321E1,2.788161469E1,1.744555664E1
2.301441013E1,-3.003694916E1,2.755539703E1,1.738043213E1
2.302441713E1,-3.048182678E1,2.760655212E1,1.698625946E1
2.303442312E1,-3.051175690E1,2.780966949E1,1.699131775E1
2.304443013E1,-3.045148468E1,2.778765869E1,1.742868042E1
2.305443712E1,-3.014896393E1,2.790718842E1,1.672257233E1
2.306444313E1,-3.067273712E1,2.800502014E1,1.616371155E1
2.307445013E1,-3.076851654E1,2.828946686E1,1.541786194E1
2.308445612E1,-3.104028320E1,2.881781006E1,1.408505249E1
2.309446313E1,-3.139373016E1,2.935147095E1,1.244069672E1
2.310447012E1,-3.159554291E1,2.989839172E1,1.048705292E1
2.311447613E1,-3.156420898E1,3.019922638E1,9.390907288E0
2.312448313E1,-3.190135956E1,3.064445496E1,7.386001587E0
2.313449012E1,-3.197261047E1,3.077471924E1,5.714035034E0
2.314449613E1,-3.212406158E1,3.144245148E1,4.046379089E0
2.315450312E1,-3.179571533E1,3.161749268E1,2.444717407E0
2.316451013E1,-3.199593353E1,3.167153931E1,4.714126587E-1
2.317451613E1,-3.176071930E1,3.158103180E1,-1.245079041E0
2.318452313E1,-3.190470886E1,3.145523071E1,-3.182838440E0
2.319453013E1,-3.171495819E1,3.150960541E1,-4.494064331E0
2.320453612E1,-3.156944275E1,3.165577698E1,-6.301292419E0
2.321454313E1,-3.132977295E1,3.178787994E1,-7.753128052E0
2.322455012E1,-3.087854004E1,3.159961700E1,-8.180206299E0
2.323455613E1,-3.074647522E1,3.166118622E1,-9.240791321E0
2.324456313E1,-3.085446930E1,3.155702209E1,-9.822463989E0
2.325457012E1,-3.072470856E1,3.140635681E1,-9.775779724E0
2.326457613E1,-3.102698517E1,3.100177765E1,-9.978897095E0
2.327458312E1,-3.111470795E1,3.078504944E1,-1.136012268E1
2.328459013E1,-3.096217346E1,3.037857056E1,-1.237777710E1
2.329459613E1,-3.093680573E1,3.022412872E1,-1.298545074E1
2.330460312E1,-3.093680573E1,3.022412872E1,-1.298545074E1
2.331461013E1,-3.017429352E1,3.024460602E1,-1.469335175E1
2.332461612E1,-2.994281769E1,3.009908295E1,-1.496990204E1
2.333462313E1,-3.000072479E1,3.007938385E1,-1.552409363E1
2.334463013E1,-2.954815674E1,3.002688599E1,-1.538018036E1
2.335463612E1,-2.963149261E1,3.001351166E1,-1.569792938E1
2.336464313E1,-2.985533905E1,2.995936584E1,-1.579241180E1
2.337465012E1,-2.992916870E1,2.976579285E1,-1.590552521E1
2.338465613E1,-2.995372009E1,2.976528168E1,-1.584144592E1
2.339466313E1,-2.989790344E1,2.960270691E1,-1.577609253E1
2.340467013E1,-2.956235504E1,2.959768677E1,-1.559440613E1
2.341467571E1,-2.993685913E1,2.958803558E1,-1.530030823E1
2.342468271E1,-2.987345886E1,2.940187836E1,-1.528249359E1
2.343468871E1,-3.054506683E1,2.947724915E1,-1.506499481E1
2.344469571E1,-3.062062073E1,2.959575653E1,-1.447457886E1
2.345470271E1,-3.089132690E1,2.960034943E1,-1.411807251E1
2.346470871E1,-3.090427399E1,2.949550629E1,-1.310823059E1
2.347471571E1,-3.158744812E1,2.944020844E1,-1.278648376E1
2.348472271E1,-3.182634735E1,2.922652435E1,-1.185983276E1
2.349472871E1,-3.262421417E1,2.918447113E1,-1.088481903E1
2.350473571E1,-3.300833893E1,2.887611389E1,-9.194747925E0
2.351474271E1,-3.379156494E1,2.890223694E1,-8.239349365E0
2.352474871E1,-3.354570770E1,2.862815094E1,-7.881141663E0
2.353475571E1,-3.395453644E1,2.831149292E1,-8.078529358E0
2.354476271E1,-3.381434631E1,2.793077850E1,-8.420967102E0
2.355476871E1,-3.443833923E1,2.758763123E1,-8.770881653E0
2.356477571E1,-3.429814148E1,2.724751282E1,-8.706047058E0
2.357478271E1,-3.483363342E1,2.723981476E1,-8.399421692E0
2.358478871E1,-3.454435730E1,2.701727295E1,-8.415580750E0
2.359479571E1,-3.485671997E1,2.710463715E1,-9.262985229E0
2.360480271E1,-3.437682343E1,2.721467590E1,-9.608894348E0
2.361480871E1,-3.465885162E1,2.743075562E1,-9.612861633E0
2.362481571E1,-3.421395111E1,2.743424988E1,-9.362060547E0
2.363482271E1,-3.450814056E1,2.749643707E1,-9.245086670E0
2.364482871E1,-3.397930145E1,2.729228210E1,-9.143569946E0
2.365483571E1,-3.449394226E1,2.759549713E1,-9.698585510E0
2.366484171E1,-3.330805969E1,2.769182587E1,-9.873115540E0
2.367484871E1,-3.360076904E1,2.797701263E1,-9.976539612E0
2.368485571E1,-3.292276764E1,2.789060974E1,-9.210655212E0
2.369486171E1,-3.378801727E1,2.787690735E1,-9.050384521E0
2.370486871E1,-3.354850769E1,2.791922760E1,-8.226158142E0
2.371487571E1,-3.412139893E1,2.797063446E1,-8.118911743E0
2.372488171E1,-3.377462006E1,2.762986755E1,-7.479782104E0
2.373488871E1,-3.443220520E1,2.759261322E1,-6.940879822E0
2.374489571E1,-3.424948120E1,2.756049347E1,-5.964996338E0
2.375490171E1,-3.482495117E1,2.765215302E1,-5.216812134E0
2.376490871E1,-3.447618866E1,2.730928802E1,-4.193862915E0
