"Time (s)","Latitude (°)","Longitude (°)","Height (m)","Velocity (m/s)","Direction (°)","Horizontal Accuracy (m)","Vertical Accuracy (m)"
2.741111753E1,5.233357500E1,4.949338333E0,2.183655790E-1,7.154638767E-1,3.125400085E2,1.799999952E0,1.510000038E1
2.841111753E1,5.233358333E1,4.949323333E0,4.183688622E-1,7.252436280E-1,3.142900085E2,1.899999976E0,1.569999981E1
2.941111753E1,5.233359500E1,4.949313333E0,3.183797510E-1,7.437736392E-1,3.163500061E2,1.899999976E0,1.519999981E1
3.041111753E1,5.233360667E1,4.949301667E0,3.183896864E-1,7.581858039E-1,3.182099915E2,1.899999976E0,1.430000019E1
3.141111753E1,5.233361833E1,4.949293333E0,1.184015286E-1,7.741422057E-1,3.196300049E2,1.899999976E0,1.450000000E1
3.241111753E1,5.233363000E1,4.949278333E0,-8.159044301E-2,8.081138730E-1,3.114800110E2,1.899999976E0,1.210000038E1
3.341111753E1,5.233363833E1,4.949258333E0,-3.815900205E-1,8.348794580E-1,3.012999878E2,1.899999976E0,1.230000019E1
3.441111753E1,5.233364500E1,4.949243333E0,-6.815891104E-1,8.214966655E-1,2.974299927E2,1.899999976E0,1.080000019E1
3.541111753E1,5.233365167E1,4.949228333E0,-8.815882004E-1,7.988488674E-1,2.965700073E2,1.899999976E0,1.119999981E1
3.641111753E1,5.233365500E1,4.949218333E0,-1.181589176E0,7.669361234E-1,2.937200012E2,1.899999976E0,1.110000038E1
3.741111753E1,5.233366000E1,4.949201667E0,-1.381591592E0,7.540680766E-1,2.894500122E2,1.799999952E0,1.139999962E1
3.841111753E1,5.233366333E1,4.949185000E0,-1.581596381E0,7.324497104E-1,2.823800049E2,1.799999952E0,1.180000019E1
3.941111753E1,5.233366833E1,4.949166667E0,-2.081599751E0,7.144344449E-1,2.827200012E2,1.799999952E0,1.130000019E1
4.041111753E1,5.233367500E1,4.949153333E0,-2.081597887E0,6.964191794E-1,2.908900146E2,1.799999952E0,1.019999981E1
4.141111753E1,5.233368167E1,4.949141667E0,-2.281595071E0,6.835511327E-1,2.967300110E2,1.799999952E0,1.030000019E1
4.241111753E1,5.233368833E1,4.949130000E0,-2.381592254E0,6.573002934E-1,2.985199890E2,1.799999952E0,1.050000000E1
4.341111753E1,5.233369500E1,4.949120000E0,-2.681588484E0,6.372261047E-1,3.008500061E2,1.899999976E0,1.080000019E1
4.441111753E1,5.233370167E1,4.949103333E0,-2.681588528E0,6.567855477E-1,3.022500000E2,1.899999976E0,1.019999981E1
4.541111753E1,5.233370833E1,4.949088333E0,-2.581587618E0,6.881836057E-1,3.031199951E2,1.799999952E0,1.030000019E1
4.641111753E1,5.233371667E1,4.949071667E0,-2.781585289E0,7.375969291E-1,3.044700012E2,1.799999952E0,1.050000000E1
4.741111753E1,5.233372500E1,4.949056667E0,-2.981582007E0,7.509797215E-1,3.016000061E2,1.799999952E0,1.089999962E1
4.841111753E1,5.233373000E1,4.949043333E0,-2.881582517E0,7.710539103E-1,3.190000000E2,1.799999952E0,1.030000019E1
4.941111753E1,5.233373667E1,4.949033333E0,-2.981578747E0,7.849513888E-1,3.190000000E2,1.799999952E0,1.050000000E1
5.041111753E1,5.233374500E1,4.949023333E0,-2.781572604E0,8.029666543E-1,3.190000000E2,1.799999952E0,1.080000019E1
5.141111753E1,5.233375333E1,4.949011667E0,-3.181567415E0,8.101727962E-1,3.190000000E2,1.899999976E0,1.089999962E1
5.241111753E1,5.233376000E1,4.949001667E0,-2.981563646E0,8.019372225E-1,3.190000000E2,1.799999952E0,1.010000038E1
5.341111753E1,5.233376667E1,4.948991667E0,-2.781559876E0,7.906133533E-1,3.240000000E2,1.799999952E0,1.030000019E1
5.441111753E1,5.233377500E1,4.948983333E0,-2.481552780E0,7.839219570E-1,3.240000000E2,1.799999952E0,1.019999981E1
5.541111753E1,5.233378333E1,4.948973333E0,-2.681546638E0,7.664213777E-1,3.240000000E2,1.899999976E0,1.050000000E1
5.641111753E1,5.233379333E1,4.948961667E0,-2.581539076E0,7.442883253E-1,3.240000000E2,1.799999952E0,1.030000019E1
5.741111753E1,5.233380333E1,4.948948333E0,-2.781532468E0,7.375969291E-1,3.240000000E2,1.799999952E0,1.010000038E1
5.841111753E1,5.233380667E1,4.948945000E0,-2.681529630E0,7.247288823E-1,3.240000000E2,1.799999952E0,9.899999619E0
5.941111753E1,5.233381333E1,4.948936667E0,-2.481524907E0,7.247288823E-1,3.240000000E2,1.799999952E0,9.800000191E0
6.041111753E1,5.233381833E1,4.948931667E0,-2.481520649E0,7.154638767E-1,3.240000000E2,1.799999952E0,9.899999619E0
6.141111753E1,5.233382667E1,4.948921667E0,-2.481514507E0,7.067136168E-1,3.240000000E2,1.799999952E0,1.000000000E1
6.241111753E1,5.233383667E1,4.948910000E0,-2.381506946E0,7.092872262E-1,3.240000000E2,1.799999952E0,9.899999619E0
6.341111753E1,5.233384667E1,4.948898333E0,-2.681499385E0,7.195816636E-1,3.240000000E2,1.799999952E0,9.800000191E0
6.441111753E1,5.233385667E1,4.948885000E0,-2.881492777E0,7.123755813E-1,3.240000000E2,1.799999952E0,1.000000000E1
6.541111753E1,5.233386667E1,4.948873333E0,-2.781485216E0,7.031105757E-1,3.240000000E2,1.799999952E0,1.030000019E1
6.641111753E1,5.233387500E1,4.948863333E0,-2.681479074E0,6.943602562E-1,3.240000000E2,1.799999952E0,1.010000038E1
6.741111753E1,5.233388333E1,4.948855000E0,-2.481471978E0,6.809775233E-1,3.240000000E2,1.799999952E0,1.010000038E1
6.841111753E1,5.233389167E1,4.948843333E0,-2.881466790E0,6.820069551E-1,3.240000000E2,1.799999952E0,1.000000000E1
6.941111753E1,5.233390167E1,4.948833333E0,-3.081458276E0,6.660505533E-1,3.240000000E2,1.799999952E0,1.010000038E1
7.041111753E1,5.233391167E1,4.948821667E0,-2.981450715E0,6.428880692E-1,3.270000000E2,1.799999952E0,1.000000000E1
7.141111753E1,5.233392000E1,4.948813333E0,-2.781443619E0,6.130341887E-1,3.270000000E2,1.700000048E0,9.399999619E0
7.241111753E1,5.233392833E1,4.948808333E0,-2.681434617E0,5.893569589E-1,3.220899963E2,1.700000048E0,9.699999809E0
7.341111753E1,5.233393500E1,4.948801667E0,-2.781428941E0,5.703122020E-1,3.270000000E2,1.799999952E0,1.010000038E1
7.441111753E1,5.233394167E1,4.948798333E0,-2.881421357E0,5.584735870E-1,3.144899902E2,1.799999952E0,1.069999981E1
7.541111753E1,5.233395167E1,4.948790000E0,-2.881411890E0,5.667091608E-1,3.159899902E2,1.799999952E0,1.080000019E1
7.641111753E1,5.233396167E1,4.948785000E0,-2.881400515E0,5.728858113E-1,3.300000000E2,1.799999952E0,1.060000038E1
7.741111753E1,5.233397333E1,4.948776667E0,-2.981388674E0,5.903863907E-1,3.289200134E2,1.799999952E0,1.110000038E1
7.841111753E1,5.233398333E1,4.948770000E0,-3.081378253E0,5.955336094E-1,3.279299927E2,1.899999976E0,1.169999981E1
7.941111753E1,5.233399000E1,4.948761667E0,-3.381373531E0,6.114900112E-1,3.275700073E2,1.899999976E0,1.189999962E1
8.041111753E1,5.233399833E1,4.948755000E0,-3.381365482E0,6.439175010E-1,3.237900085E2,1.899999976E0,1.089999962E1
8.141111753E1,5.233401000E1,4.948748333E0,-3.581352688E0,6.938455701E-1,3.252999878E2,1.899999976E0,1.050000000E1
8.241111753E1,5.233402000E1,4.948740000E0,-3.281343221E0,7.448030710E-1,3.263800049E2,1.899999976E0,1.030000019E1
8.341111753E1,5.233402833E1,4.948728333E0,-3.181338033E0,7.653919458E-1,2.960799866E2,1.899999976E0,1.050000000E1
8.441111753E1,5.233403500E1,4.948726667E0,-2.781329496E0,7.741422057E-1,2.819599915E2,1.899999976E0,9.899999619E0
8.541111753E1,5.233404000E1,4.948718333E0,-2.481327146E0,7.581858039E-1,2.915000000E2,1.899999976E0,1.000000000E1
8.641111753E1,5.233404667E1,4.948711667E0,-1.781321470E0,7.411999702E-1,2.895499878E2,1.899999976E0,9.899999619E0
8.741111753E1,5.233405500E1,4.948703333E0,-1.281314375E0,7.283319235E-1,2.944400024E2,1.899999976E0,1.019999981E1
8.841111753E1,5.233406500E1,4.948698333E0,-9.813030006E-1,7.226700187E-1,3.076199951E2,1.899999976E0,1.080000019E1
8.941111753E1,5.233407500E1,4.948691667E0,-7.812925796E-1,7.190669179E-1,3.152900085E2,1.899999976E0,1.089999962E1
9.041111753E1,5.233408667E1,4.948686667E0,-6.812788325E-1,7.154638767E-1,3.178200073E2,1.899999976E0,1.089999962E1
9.141111753E1,5.233409833E1,4.948673333E0,-2.812698534E-1,7.154638767E-1,3.133099976E2,1.799999952E0,1.019999981E1
9.241111753E1,5.233411167E1,4.948663333E0,1.874340543E-2,7.144344449E-1,3.150299988E2,1.799999952E0,1.060000038E1
9.341111753E1,5.233412167E1,4.948655000E0,1.187528727E-1,7.319350243E-1,3.198599854E2,1.799999952E0,1.039999962E1
9.441111753E1,5.233413333E1,4.948650000E0,3.187666197E-1,7.571563721E-1,3.273299866E2,1.799999952E0,1.030000019E1
9.541111753E1,5.233414667E1,4.948645000E0,3.187827392E-1,7.916427851E-1,3.277600098E2,1.899999976E0,1.039999962E1
9.641111753E1,5.233415500E1,4.948635000E0,3.187888802E-1,8.153200150E-1,3.106099854E2,1.899999976E0,1.089999962E1
9.741111753E1,5.233416667E1,4.948618333E0,2.187959518E-1,8.256144524E-1,3.095700073E2,1.799999952E0,1.080000019E1
9.841111753E1,5.233417500E1,4.948605000E0,1.188001855E-1,8.302469254E-1,2.826900024E2,1.899999976E0,1.060000038E1
9.941111753E1,5.233418667E1,4.948596667E0,-8.118797496E-2,8.261291385E-1,3.022000122E2,1.899999976E0,1.069999981E1
1.004111175E2,5.233419667E1,4.948583333E0,-1.811813688E-1,8.281880617E-1,3.055899963E2,1.899999976E0,1.080000019E1
1.014111175E2,5.233420833E1,4.948565000E0,-3.811752511E-1,8.302469254E-1,3.076799927E2,1.899999976E0,1.110000038E1
1.024111175E2,5.233422167E1,4.948546667E0,-5.811667610E-1,8.415708542E-1,3.102799988E2,1.899999976E0,1.100000000E1
1.034111175E2,5.233423667E1,4.948531667E0,-6.811539913E-1,8.559830785E-1,3.178699951E2,1.899999976E0,1.110000038E1
1.044111175E2,5.233425000E1,4.948520000E0,-7.811416868E-1,8.585566878E-1,3.141499939E2,1.899999976E0,1.130000019E1
1.054111175E2,5.233426000E1,4.948503333E0,-1.381136988E0,8.657627702E-1,3.143399963E2,1.899999976E0,1.030000019E1
1.064111175E2,5.233427167E1,4.948488333E0,-1.681128964E0,8.920136094E-1,3.151300049E2,1.899999976E0,1.060000038E1
1.074111175E2,5.233428000E1,4.948475000E0,-1.681124731E0,9.120877981E-1,3.260000000E2,1.899999976E0,1.110000038E1
1.084111175E2,5.233428667E1,4.948468333E0,-1.981119055E0,9.167202711E-1,3.260000000E2,1.899999976E0,1.130000019E1
1.094111175E2,5.233429500E1,4.948458333E0,-1.981112915E0,9.470888972E-1,3.230000000E2,1.799999952E0,1.080000019E1
1.104111175E2,5.233430500E1,4.948445000E0,-2.081106309E0,9.548097253E-1,3.230000000E2,1.899999976E0,1.089999962E1
1.114111175E2,5.233431333E1,4.948435000E0,-2.381100169E0,9.419416785E-1,3.260000000E2,1.899999976E0,1.110000038E1
1.124111175E2,5.233431833E1,4.948430000E0,-2.681095912E0,8.951019645E-1,3.260000000E2,1.799999952E0,1.069999981E1
1.134111175E2,5.233432500E1,4.948421667E0,-2.981091191E0,8.492916822E-1,3.260000000E2,1.799999952E0,1.080000019E1
1.144111175E2,5.233433333E1,4.948413333E0,-3.181084097E0,8.214966655E-1,3.230000000E2,1.799999952E0,1.110000038E1
1.154111175E2,5.233434333E1,4.948400000E0,-3.381077492E0,8.050255775E-1,3.230000000E2,1.799999952E0,1.130000019E1
1.164111175E2,5.233435500E1,4.948388333E0,-3.781067560E0,7.756863832E-1,3.230000000E2,1.799999952E0,1.100000000E1
1.174111175E2,5.233436500E1,4.948375000E0,-3.881060955E0,7.468619347E-1,3.230000000E2,1.799999952E0,1.069999981E1
1.184111175E2,5.233437500E1,4.948361667E0,-3.881054350E0,7.525238991E-1,3.230000000E2,1.700000048E0,1.069999981E1
1.194111175E2,5.233438667E1,4.948346667E0,-3.981046326E0,7.056841850E-1,3.230000000E2,1.700000048E0,1.050000000E1
1.204111175E2,5.233439667E1,4.948335000E0,-3.781038767E0,6.727419496E-1,3.230000000E2,1.799999952E0,1.050000000E1
1.214111175E2,5.233440833E1,4.948320000E0,-3.781030743E0,6.794333458E-1,3.230000000E2,1.799999952E0,1.080000019E1
1.224111175E2,5.233442000E1,4.948306667E0,-3.881021766E0,7.355380654E-1,3.230000000E2,1.700000048E0,1.089999962E1
1.234111175E2,5.233443500E1,4.948288333E0,-3.881010905E0,8.189230561E-1,3.230000000E2,1.700000048E0,1.119999981E1
1.244111175E2,5.233445000E1,4.948271667E0,-3.580999090E0,8.667922020E-1,3.260000000E2,1.799999952E0,1.130000019E1
1.254111175E2,5.233446000E1,4.948260000E0,-3.280991532E0,8.652480841E-1,3.260000000E2,1.799999952E0,1.139999962E1
1.264111175E2,5.233447167E1,4.948246667E0,-2.880982555E0,8.503211141E-1,3.260000000E2,1.799999952E0,1.050000000E1
1.274111175E2,5.233448000E1,4.948236667E0,-2.580976415E0,8.472327590E-1,3.260000000E2,1.799999952E0,1.080000019E1
1.284111175E2,5.233449167E1,4.948231667E0,-2.280962670E0,8.250997066E-1,3.332200012E2,1.799999952E0,1.060000038E1
1.294111175E2,5.233450000E1,4.948213333E0,-2.080961299E0,8.570125103E-1,3.178699951E2,1.799999952E0,1.060000038E1
1.304111175E2,5.233451000E1,4.948198333E0,-1.980955648E0,8.992197514E-1,3.081499939E2,1.799999952E0,1.050000000E1
1.314111175E2,5.233451500E1,4.948183333E0,-2.080957114E0,8.930430412E-1,2.998099976E2,1.799999952E0,1.080000019E1
1.324111175E2,5.233452167E1,4.948168333E0,-1.880956208E0,8.420855403E-1,2.927300110E2,1.799999952E0,1.119999981E1
1.334111175E2,5.233453000E1,4.948153333E0,-1.680952930E0,7.900986075E-1,2.969100037E2,1.799999952E0,1.150000000E1
1.344111175E2,5.233453833E1,4.948135000E0,-1.480951559E0,7.736275196E-1,2.997000122E2,1.899999976E0,1.180000019E1
1.354111175E2,5.233454333E1,4.948115000E0,-1.480955887E0,7.849513888E-1,2.987799988E2,1.799999952E0,1.180000019E1
1.364111175E2,5.233454500E1,4.948095000E0,-1.680964960E0,7.875249982E-1,2.869700012E2,1.899999976E0,1.180000019E1
1.374111175E2,5.233454667E1,4.948080000E0,-1.780971171E0,7.967900038E-1,2.841900024E2,1.799999952E0,1.089999962E1
1.384111175E2,5.233455167E1,4.948065000E0,-1.880972638E0,8.153200150E-1,2.935700073E2,1.799999952E0,1.069999981E1
1.394111175E2,5.233455167E1,4.948041667E0,-2.080985990E0,8.250997066E-1,2.872500000E2,1.799999952E0,1.050000000E1
1.404111175E2,5.233454833E1,4.948018333E0,-2.581004088E0,7.782599926E-1,2.682000122E2,1.799999952E0,1.050000000E1
1.414111175E2,5.233454667E1,4.947998333E0,-2.681017905E0,7.679655552E-1,2.609800110E2,1.799999952E0,1.060000038E1
1.424111175E2,5.233454500E1,4.947978333E0,-2.681031722E0,8.276733160E-1,2.682099915E2,1.799999952E0,1.100000000E1
1.434111175E2,5.233454500E1,4.947951667E0,-2.781046982E0,8.523799777E-1,2.688599854E2,1.700000048E0,1.019999981E1
1.444111175E2,5.233454500E1,4.947928333E0,-2.681060334E0,8.585566878E-1,2.723299866E2,1.700000048E0,1.039999962E1
1.454111175E2,5.233454667E1,4.947901667E0,-2.481073222E0,8.899547458E-1,2.862799988E2,1.799999952E0,1.080000019E1
1.464111175E2,5.233455000E1,4.947875000E0,-2.281083737E0,9.167202711E-1,2.538800049E2,1.799999952E0,1.050000000E1
1.474111175E2,5.233454833E1,4.947848333E0,-1.981101370E0,9.059110880E-1,2.465000000E2,1.799999952E0,1.080000019E1
1.484111175E2,5.233454833E1,4.947825000E0,-1.981114722E0,9.017933607E-1,2.609200134E2,1.799999952E0,1.130000019E1
1.494111175E2,5.233454500E1,4.947805000E0,-2.081130912E0,8.539241552E-1,2.605599976E2,1.799999952E0,1.060000038E1
1.504111175E2,5.233454333E1,4.947790000E0,-2.181141868E0,8.492916822E-1,2.635499878E2,1.700000048E0,1.069999981E1
1.514111175E2,5.233454333E1,4.947773333E0,-2.481151405E0,8.487769365E-1,2.806900024E2,1.700000048E0,1.039999962E1
1.524111175E2,5.233453833E1,4.947751667E0,-2.581170920E0,8.003930449E-1,2.642200012E2,1.700000048E0,1.060000038E1
1.534111175E2,5.233453833E1,4.947726667E0,-2.881185226E0,7.782599926E-1,2.652600098E2,1.700000048E0,1.069999981E1
1.544111175E2,5.233453667E1,4.947706667E0,-3.081199044E0,7.710539103E-1,2.654599915E2,1.600000024E0,1.069999981E1
1.554111175E2,5.233453667E1,4.947683333E0,-3.481212396E0,7.653919458E-1,2.662099915E2,1.600000024E0,1.089999962E1
1.564111175E2,5.233453500E1,4.947656667E0,-3.981230028E0,7.653919458E-1,2.652000122E2,1.600000024E0,1.130000019E1
1.574111175E2,5.233453500E1,4.947636667E0,-4.281241473E0,7.792894244E-1,2.642099915E2,1.600000024E0,1.130000019E1
1.584111175E2,5.233453500E1,4.947610000E0,-4.581256733E0,8.276733160E-1,2.665000000E2,1.600000024E0,1.119999981E1
1.594111175E2,5.233453333E1,4.947586667E0,-4.981272457E0,8.729689121E-1,2.690000000E2,1.600000024E0,1.030000019E1
1.604111175E2,5.233453000E1,4.947566667E0,-5.281288647E0,9.306177497E-1,2.596300049E2,1.600000024E0,1.050000000E1
1.614111175E2,5.233452500E1,4.947548333E0,-5.581306254E0,9.697366953E-1,2.659500122E2,1.600000024E0,1.000000000E1
1.624111175E2,5.233452167E1,4.947531667E0,-5.681320536E0,9.882666469E-1,2.687900085E2,1.600000024E0,9.899999619E0
1.634111175E2,5.233451833E1,4.947515000E0,-5.881334818E0,1.006796718E0,2.635199890E2,1.600000024E0,1.010000038E1
1.644111175E2,5.233451500E1,4.947496667E0,-6.081350053E0,1.063416123E0,2.698099976E2,1.600000024E0,9.800000191E0
1.654111175E2,5.233451500E1,4.947473333E0,-6.081363405E0,1.039738894E0,2.773999939E2,1.600000024E0,9.600000381E0
1.664111175E2,5.233451500E1,4.947456667E0,-6.381372943E0,1.041797757E0,2.811400146E2,1.600000024E0,9.699999809E0
1.674111175E2,5.233451667E1,4.947438333E0,-6.581381062E0,1.077828288E0,2.840899963E2,1.600000024E0,9.899999619E0
1.684111175E2,5.233451833E1,4.947421667E0,-6.881388227E0,1.030473948E0,2.814100037E2,1.600000024E0,9.699999809E0
1.694111175E2,5.233452167E1,4.947406667E0,-7.181392066E0,1.035106421E0,2.854400024E2,1.600000024E0,9.899999619E0
1.704111175E2,5.233452167E1,4.947386667E0,-7.481403511E0,1.036650538E0,2.773200073E2,1.600000024E0,1.019999981E1
1.714111175E2,5.233452333E1,4.947366667E0,-7.681412584E0,1.000620008E0,2.825599976E2,1.500000000E0,9.899999619E0
1.724111175E2,5.233452500E1,4.947358333E0,-7.981414981E0,9.589275122E-1,3.009500122E2,1.500000000E0,1.030000019E1
1.734111175E2,5.233453167E1,4.947345000E0,-8.281413122E0,9.347355366E-1,3.177300110E2,1.500000000E0,1.030000019E1
1.744111175E2,5.233453667E1,4.947323333E0,-8.181418404E0,8.909841776E-1,3.071099854E2,1.600000024E0,9.899999619E0
1.754111175E2,5.233455000E1,4.947325000E0,-9.481398474E0,8.920136094E-1,3.164899902E2,1.600000024E0,1.010000038E1
1.764111175E2,5.233455500E1,4.947303333E0,-9.381403756E0,9.131172299E-1,3.088299866E2,1.600000024E0,1.050000000E1
1.774111175E2,5.233456000E1,4.947281667E0,-9.181409039E0,9.167202711E-1,3.047900085E2,1.500000000E0,9.699999809E0
1.784111175E2,5.233456333E1,4.947265000E0,-9.181413832E0,9.440005422E-1,3.037300110E2,1.500000000E0,9.399999619E0
1.794111175E2,5.233456667E1,4.947248333E0,-9.281418626E0,9.362797141E-1,3.040199890E2,1.500000000E0,9.100000381E0
1.804111175E2,5.233457333E1,4.947228333E0,-9.181420582E0,9.398827553E-1,3.093200073E2,1.500000000E0,9.100000381E0
1.814111175E2,5.233457500E1,4.947211667E0,-8.981427748E0,9.831194282E-1,3.041000061E2,1.500000000E0,9.199999809E0
1.824111175E2,5.233458333E1,4.947193333E0,-8.881426379E0,1.054665804E0,3.037600098E2,1.500000000E0,9.600000381E0
1.834111175E2,5.233459000E1,4.947173333E0,-8.781428336E0,1.073195815E0,3.044700012E2,1.600000024E0,9.699999809E0
1.844111175E2,5.233459833E1,4.947151667E0,-8.781428875E0,1.084004998E0,3.037900085E2,1.500000000E0,9.300000191E0
1.854111175E2,5.233460333E1,4.947136667E0,-8.381430342E0,1.061871886E0,2.743399963E2,1.600000024E0,8.899999619E0
1.864111175E2,5.233460667E1,4.947123333E0,-8.181433229E0,1.010914445E0,2.898500061E2,1.500000000E0,9.100000381E0
1.874111175E2,5.233461167E1,4.947113333E0,-7.781431835E0,9.877519608E-1,2.898200073E2,1.500000000E0,9.100000381E0
1.884111175E2,5.233461667E1,4.947101667E0,-7.181431395E0,9.496625066E-1,2.728200073E2,1.600000024E0,9.500000000E0
1.894111175E2,5.233462000E1,4.947093333E0,-6.681431420E0,9.198086262E-1,2.796199951E2,1.600000024E0,9.000000000E0
1.904111175E2,5.233463167E1,4.947086667E0,-5.981418631E0,8.637039065E-1,2.882900085E2,1.500000000E0,8.699999809E0
1.914111175E2,5.233463333E1,4.947090000E0,-5.381414352E0,7.813483477E-1,2.950400085E2,1.500000000E0,8.500000000E0
1.924111175E2,5.233463333E1,4.947098333E0,-5.081409583E0,6.701683402E-1,2.056999969E1,1.500000000E0,8.800000191E0
1.934111175E2,5.233463000E1,4.947110000E0,-4.981407650E0,5.903863907E-1,9.469000244E1,1.500000000E0,9.199999809E0
1.944111175E2,5.233462333E1,4.947130000E0,-4.681405693E0,5.332522392E-1,1.155000000E2,1.500000000E0,8.699999809E0
1.954111175E2,5.233461500E1,4.947150000E0,-4.581406108E0,5.800919533E-1,1.100400009E2,1.600000024E0,8.800000191E0
1.964111175E2,5.233460500E1,4.947175000E0,-4.481406034E0,6.439175010E-1,1.169000015E2,1.600000024E0,8.399999619E0
1.974111175E2,5.233459167E1,4.947205000E0,-4.281407842E0,6.387702823E-1,1.131500015E2,1.600000024E0,8.699999809E0
1.984111175E2,5.233458000E1,4.947225000E0,-3.981413002E0,7.000222206E-1,1.227500000E2,1.600000024E0,8.899999619E0
1.994111175E2,5.233456833E1,4.947246667E0,-3.781417207E0,6.959044337E-1,1.233499985E2,1.700000048E0,9.199999809E0
2.004111175E2,5.233456167E1,4.947263333E0,-3.581417158E0,7.010516524E-1,1.145500031E2,1.700000048E0,9.000000000E0
2.014111175E2,5.233455500E1,4.947275000E0,-3.481419970E0,7.329644561E-1,1.072799988E2,1.600000024E0,9.199999809E0
2.024111175E2,5.233454667E1,4.947296667E0,-3.181419432E0,8.096580505E-1,1.115299988E2,1.600000024E0,9.199999809E0
2.034111175E2,5.233453667E1,4.947318333E0,-3.081421266E0,8.868663907E-1,1.189100037E2,1.600000024E0,9.300000191E0
2.044111175E2,5.233452833E1,4.947333333E0,-2.981424542E0,9.373091459E-1,1.258300018E2,1.600000024E0,9.600000381E0
2.054111175E2,5.233452000E1,4.947356667E0,-2.681423051E0,9.738544226E-1,1.120999985E2,1.700000048E0,1.010000038E1
