Interval,LA_X,LA_Y,LA_Z,A_X,A_Y,A_Z,G_X,G_Y,G_Z,Lat,Long,Height,V,Dir,Hor_Acc,Vert_Acc
60.25,2.5483120749959998,-2.4578011323599998,-4.8846013214,2.0731708192736,-11.88436832834,-2.6388983823467997,-1.4566109993879999,0.9888143924127999,-1.1484768656288,52.3717494,4.89837064,1.479378955,1.131866153,111.4515517,8.550778553,1.391848412
60.5,-2.0585248127396,0.64732117779712,3.084257942848,-0.49093110347336,-8.88008576656,1.375806994618,-1.190868223816,0.9007981449908,-0.2880893075856,52.3717494,4.89837064,1.479378955,1.131866153,111.4515517,8.550778553,1.391848412
60.75,-0.9232321524692307,-5.132805970111539,0.02349106806923076,0.4947272095828,-14.92198956288,-0.6148314513692,1.8224266635761537,-0.21856203685665385,0.7439186658846153,52.3717494,4.89837064,1.479378955,1.131866153,111.4515517,8.550778553,1.391848412
61.0,1.1059481293472,3.5193235369039995,-1.036342446244,0.9206814330360001,-4.90711360476,1.029840435948,0.5177719723812,-1.17344848806472,0.8123157115732,52.3717538,4.898408732,1.827017503,1.245943541,106.1726982,8.725157774,1.342957178
61.25,2.9839339824640003,-1.9764677426175998,-3.831859049652,2.078152460188,-11.905228948828,0.27534940784000006,-0.625156661888,0.899435785428,-0.475896771264,52.3717538,4.898408732,1.827017503,1.245943541,106.1726982,8.725157774,1.342957178
61.5,-3.324115600276,0.393801717932,1.011690064508,-2.131633245828,-9.416246814319999,0.36647391355559994,-1.334348509976,0.0835100915364,-0.6017752903188,52.3717538,4.898408732,1.827017503,1.245943541,106.1726982,8.725157774,1.342957178
61.75,-1.061559592732,-4.529941297955999,2.4148996902279998,0.5356438152,-13.839752778230768,0.5439745682288462,0.8476116442436,0.2579900210756,0.27646477599707997,52.3717538,4.898408732,1.827017503,1.245943541,106.1726982,8.725157774,1.342957178
62.0,1.59473614364,2.959781859784,-4.162774606224,1.577563439932,-6.48372502476,-2.00832566524,0.997641012556,-0.6672222405148,0.908333861804,52.37175378,4.898432815,2.342079057,1.338805578,105.3826443,9.115430987,1.305102923
62.25,0.6323872398324,-2.2446747762320003,1.5234191354359998,0.24498654785400004,-11.473832043424,4.80297216796,0.05637192521080001,-0.4614253907908,0.2137273566292,52.37175378,4.898432815,2.342079057,1.338805578,105.3826443,9.115430987,1.305102923
62.5,0.2121765415840001,-0.28637094169520005,-1.8048930688920002,0.6522596192000001,-9.94186378828,-0.913616125424,-1.49724695774,1.2612042363004001,-1.1541851764876,52.37175378,4.898432815,2.342079057,1.338805578,105.3826443,9.115430987,1.305102923
62.75,-3.904786254088,-0.550398152096,2.253409751972,-2.1524579407599997,-10.15628389888,1.2354229247975999,-0.44120061467840005,1.1789929913855999,-0.2144754485808,52.37175378,4.898432815,2.342079057,1.338805578,105.3826443,9.115430987,1.305102923
63.0,1.5900369454188001,-2.237439525248,-2.113245557996,2.7646369077332,-11.8083444206,-1.046396008226,1.5636523880096,-0.4648303510532,0.884678667828,52.37174499,4.898457654,2.504525014,1.44981877,107.7014372,9.554732587,1.39239113
63.25,0.676540850244,1.462257961332,1.0035638439192,0.58417520137588,-7.9223593688000005,3.8492095278800003,0.44934507365412,-1.955668015588,0.766123586904,52.37174499,4.898457654,2.504525014,1.44981877,107.7014372,9.554732587,1.39239113
63.5,2.558449552132,-2.30285429116,-4.645178200988,2.54678593156,-11.617221863264,-1.5907001225600002,-1.10568754406,0.3415137009736,-0.839304866152,52.37174499,4.898457654,2.504525014,1.44981877,107.7014372,9.554732587,1.39239113
63.75,-1.9622134918076921,1.3056117166596155,2.455859971019615,-0.398686926198,-8.1806801878,1.4324791444584,-1.549017124355769,0.6871073303076922,0.034027237544807694,52.37174499,4.898457654,2.504525014,1.44981877,107.7014372,9.554732587,1.39239113
64.0,-1.2161471099544,-4.986023955079999,1.14564771402,0.11643387452400011,-14.5756936888,0.6070236875339999,1.4561365261788,0.393138322272,0.0320263894684,52.37173643,4.898477952,2.133231445,1.7258521,113.109365,9.945664323,1.39677183
64.25,0.21559227322000002,4.521601437628,-2.9769247967399997,0.628195660388,-5.209538708359999,-1.1322814086920001,0.5580529333362,-1.000671737704,0.9752773654479999,52.37173643,4.898477952,2.133231445,1.7258521,113.109365,9.945664323,1.39677183
64.5,1.804998304204,-1.9422220970492001,1.3380453721199999,0.5170787292412,-11.340046252782399,4.50073866576,0.09657257501928002,-0.40406842916679997,0.35078443324352,52.37173643,4.898477952,2.133231445,1.7258521,113.109365,9.945664323,1.39677183
64.75,-1.830632308888,-0.2352739952572,-1.63629438256,-0.8167534755953846,-9.713024737884616,-1.5534177281346153,-1.7021683196368,1.39798305491328,-1.1603443681580001,52.37173643,4.898477952,2.133231445,1.7258521,113.109365,9.945664323,1.39677183
65.0,-3.025248946876,-2.3898537969599998,2.972718005812,-1.1558663635128,-11.87973396636,1.0836565246564,0.019918034020000003,0.16792725964360003,0.1289856200008,52.37172956,4.898506305,3.175651684,1.820076216,112.7068481,10.57794139,1.448434385
