"Time (s)","X (m/s^2)","Y (m/s^2)","Z (m/s^2)"
2.005611583E0,-1.605411530E0,-8.423732758E0,-1.320254517E-1
2.015576583E0,-4.228556671E0,-7.875572662E0,3.922742615E0
2.025542583E0,-6.743626556E0,-7.265740814E0,3.759282532E0
2.035508583E0,-7.484735413E0,-6.890920258E0,7.231462097E-1
2.045473583E0,-6.940467224E0,-7.295977936E0,-1.515747986E0
2.055439583E0,-7.164700928E0,-7.025041351E0,-1.733844452E0
2.065405583E0,-6.957831116E0,-6.620881805E0,-6.039939880E-1
2.075371583E0,-6.587501221E0,-7.860005035E0,2.917283478E0
2.085336583E0,-6.593488770E0,-9.654323730E0,6.010900269E0
2.095302583E0,-5.967490540E0,-7.038663025E0,7.235952759E-1
2.105268583E0,-5.273084564E0,-6.549629974E0,-8.158035278E-2
2.115233583E0,-6.077212372E0,-6.318510590E0,1.388811951E0
2.125199583E0,-6.076763306E0,-5.970035248E0,2.345771942E0
2.135165583E0,-5.431155853E0,-5.563630371E0,1.998045044E0
2.145131583E0,-4.638254700E0,-3.968397675E0,1.006357269E0
2.155096583E0,-2.584824829E0,-1.432071991E0,1.444945221E0
2.165062583E0,6.581813049E-1,1.249302063E0,1.519939270E0
2.175028583E0,-4.468208313E0,3.390299835E0,-9.800120544E-1
2.184993583E0,-5.089416504E-1,-2.391127625E0,1.299597473E0
2.194959583E0,-1.145717468E0,-6.045927429E0,1.232985992E0
2.204925583E0,-6.700067139E0,-5.409750366E0,1.132395172E0
2.214891583E0,-4.250710602E0,-4.725972290E0,-4.137994995E0
2.224856583E0,-3.432362366E0,-4.555626526E0,-5.982160034E0
2.234822583E0,-4.442761230E0,-5.037923584E0,-5.400020599E0
2.244788583E0,-4.472399597E0,-7.014563141E0,-4.189188538E0
2.254753583E0,-4.411176910E0,-7.213649139E0,-2.236948242E0
2.264719583E0,-6.211183777E0,-7.237599335E0,-2.888992310E-2
2.274685583E0,-7.336842957E0,-7.197782135E0,1.055455170E0
2.284651583E0,-7.652386780E0,-6.666087799E0,1.732796631E0
2.294616583E0,-5.660628662E0,-7.098538513E0,9.876461792E-1
2.304582583E0,-4.512216797E0,-7.969128113E0,1.219064941E0
2.314548583E0,-6.035898285E0,-7.791447601E0,1.325343933E0
2.324513583E0,-6.521937561E0,-7.938890991E0,-1.474433899E-1
2.334479583E0,-5.017266541E0,-7.569758606E0,-1.346599731E0
2.344445583E0,-3.107687531E0,-7.175628204E0,-1.962868195E0
2.354411583E0,-2.102677460E0,-5.994434509E0,-1.961820374E0
2.364376583E0,-1.694326630E0,-4.984784088E0,-8.301736450E-1
2.374342583E0,-1.210532684E0,-5.364694061E0,6.491999817E-1
2.384308583E0,-1.210682373E0,-4.833149414E0,1.729353790E0
2.394273583E0,-1.324296112E0,-3.838767242E0,1.986668701E0
2.404239583E0,-1.348845062E0,-3.864962769E0,1.164428558E0
2.414205583E0,-1.814526672E0,-4.692891083E0,-3.571572876E-1
2.424171583E0,-1.932182007E0,-5.805377655E0,-1.432221680E0
2.434136583E0,-1.762584686E0,-6.990014191E0,-1.642085266E0
2.444102583E0,-1.530866547E0,-8.729546814E0,-1.254990234E0
2.454068583E0,-1.265618134E0,-7.951614532E0,6.216572571E-1
2.464034583E0,-1.246158600E0,-4.751569061E0,3.035986633E0
2.473999583E0,-1.268761597E0,-6.406078491E0,6.634952545E0
2.483965583E0,-1.200952606E0,-6.445446625E0,4.453089752E0
2.493931583E0,-8.199948120E-1,-6.252946930E0,1.345701599E0
2.503896583E0,-4.334985352E-1,-7.757767639E0,-3.173400879E-2
2.513862583E0,5.071453857E-1,-1.335343140E1,2.294279022E0
2.523828583E0,2.388133850E0,-4.136438232E1,3.304079132E0
