"Time (s)","X (m/s^2)","Y (m/s^2)","Z (m/s^2)"
2.348333328E-3,6.571334839E-1,1.401685181E0,9.010662231E0
1.235533333E-2,4.722679138E-1,1.331780548E0,9.265133057E0
2.236233333E-2,5.939648438E-1,1.337768097E0,9.459129639E0
3.236833333E-2,7.578739929E-1,1.287921753E0,9.673034821E0
4.237533333E-2,8.738827515E-1,1.260229340E0,9.986033936E0
5.238233333E-2,9.354048157E-1,1.171613617E0,1.035935760E1
6.238933333E-2,9.955796814E-1,1.098715210E0,1.046803162E1
7.239533333E-2,1.421294403E0,1.131796417E0,9.928254089E0
8.240233333E-2,1.700763245E0,9.337582397E-1,9.369466095E0
9.240933333E-2,1.434467010E0,5.719606018E-1,9.183702393E0
1.024163333E-1,1.061891785E0,4.860392761E-1,8.959319000E0
1.124233333E-1,8.509803772E-1,1.616638184E-1,8.397387543E0
1.224293333E-1,8.831634521E-1,1.811233521E-1,8.023315430E0
1.324363333E-1,7.441026306E-1,3.062631226E-1,7.791297913E0
1.424433333E-1,5.364843750E-1,2.860551453E-1,7.964936829E0
1.524503333E-1,6.286926270E-1,4.745132446E-2,8.143066406E0
1.624563333E-1,1.249601440E0,-8.202941895E-2,7.593559113E0
1.724633333E-1,1.398691406E0,-3.023712158E-1,7.347919922E0
1.824702083E-1,1.331181793E0,-8.798703003E-1,7.693401489E0
1.924772083E-1,1.544488220E0,-1.459015961E0,7.745044098E0
2.024832083E-1,1.546284485E0,-1.913321228E0,7.614665222E0
2.124902083E-1,1.032103729E0,-2.164199524E0,7.767946472E0
2.224972083E-1,2.716850281E-1,-1.876198425E0,7.746091919E0
2.325042083E-1,-1.240919495E-1,-1.567390594E0,6.922953644E0
2.425112083E-1,7.020401001E-2,-1.803449707E0,5.391787720E0
2.525172083E-1,1.203497314E-1,-2.465373230E0,3.275638275E0
2.625242083E-1,4.924758911E-2,-3.252735901E0,2.860551453E0
2.725312083E-1,8.921447754E-2,-3.124302979E0,4.298610992E0
2.825382083E-1,3.070115662E-1,-3.598217468E0,6.036796417E0
2.925442083E-1,5.492079163E-1,-4.344415741E0,8.151149597E0
3.025512083E-1,3.905378723E-1,-5.275778961E0,9.964927826E0
3.125582083E-1,9.011260986E-2,-5.803431702E0,1.034468811E1
3.225652083E-1,-1.237925720E0,-4.563110962E0,9.477092285E0
3.325722083E-1,-1.918560333E0,-3.927682343E0,8.904233551E0
3.425782083E-1,-1.708547058E0,-4.084705811E0,8.178392944E0
3.525852083E-1,-1.602268066E0,-4.847818909E0,8.111781464E0
3.625922083E-1,-1.766326904E0,-5.541177063E0,7.523654480E0
3.725992083E-1,-3.360661469E0,-5.865851898E0,7.904163208E0
3.826052083E-1,-5.343737640E0,-5.960006104E0,9.668693848E0
3.926122083E-1,-6.742279358E0,-5.722300415E0,1.109447891E1
4.026192083E-1,-6.947951660E0,-5.032085724E0,1.180924255E1
4.126262083E-1,-6.479425964E0,-4.658462677E0,1.159937897E1
4.226332083E-1,-5.861361237E0,-5.337899780E0,1.087458618E1
4.326392083E-1,-5.145699463E0,-5.737119598E0,1.028136978E1
4.426462083E-1,-6.647376709E0,-4.880001984E0,9.726473694E0
4.526532083E-1,-7.676636353E0,-5.269941101E0,1.013946487E1
4.626602083E-1,-8.397088165E0,-5.281916199E0,1.017089951E1
4.726662083E-1,-8.608149261E0,-4.649181976E0,9.160949707E0
4.826732083E-1,-9.319320374E0,-4.627776489E0,8.220156097E0
4.926802083E-1,-1.068088898E1,-4.744234314E0,7.977360992E0
5.026872083E-1,-1.171134613E1,-3.992347870E0,8.912616119E0
5.126942083E-1,-1.140672958E1,-3.389850769E0,1.041010208E1
5.227002083E-1,-1.011940659E1,-2.579585724E0,1.116273697E1
5.327072083E-1,-9.823022919E0,-2.301015015E0,1.006746460E1
5.427142083E-1,-1.068957092E1,-1.644929352E0,9.657916260E0
5.527212083E-1,-1.192555069E1,-2.138752441E0,9.696835327E0
5.627272083E-1,-1.250843857E1,-2.470911713E0,9.678722992E0
5.727342083E-1,-1.258103760E1,-2.060914307E0,9.564660187E0
5.827412083E-1,-1.206895248E1,-2.223925323E0,9.166338501E0
5.927482083E-1,-1.087398743E1,-2.299518127E0,8.561147003E0
6.027552083E-1,-9.216633911E0,-2.319726105E0,7.906707916E0
6.127612083E-1,-8.528814240E0,-1.876647491E0,7.212152252E0
6.227682083E-1,-8.360713806E0,-1.779948578E0,6.497238922E0
6.327752083E-1,-8.113577728E0,-2.311942291E0,5.094505920E0
6.427822083E-1,-7.688910828E0,-3.272644501E0,4.237088928E0
6.527892083E-1,-6.006110229E0,-4.764591980E0,5.986351318E0
6.627952083E-1,-4.213138733E0,-4.948559418E0,7.447163544E0
6.728022083E-1,-4.636757812E0,-3.937711487E0,6.812183990E0
6.828092083E-1,-5.480253754E0,-3.310964813E0,5.233267365E0
6.928162083E-1,-6.495891724E0,-3.134032745E0,3.975283356E0
7.028232083E-1,-5.686674500E0,-4.021237793E0,4.280798035E0
7.128292083E-1,-3.866309967E0,-5.563330994E0,4.756808167E0
7.228362083E-1,-3.425177307E0,-6.037395172E0,2.925067291E0
7.328432083E-1,-4.170926514E0,-4.713697815E0,1.016236725E0
