"Time (s)","X (m/s^2)","Y (m/s^2)","Z (m/s^2)"
1.485533333E-2,-2.308947786E-1,-4.305734655E-1,-5.107566261E-1
2.486233333E-2,-2.112607786E-1,-3.813755777E-1,-2.450416052E-1
3.486833333E-2,-1.871174790E-2,-3.628412198E-1,-9.369461417E-2
4.487533333E-2,1.393131289E-1,-3.697802567E-1,1.799843144E-1
5.488233333E-2,2.508478904E-1,-3.859985326E-1,5.126458615E-1
6.488933333E-2,2.966934232E-1,-4.854894917E-1,8.315489101E-1
7.489533333E-2,5.419646048E-1,-4.715915371E-1,6.063147479E-1
8.490233333E-2,1.039910785E0,-4.965926233E-1,-7.791297913E-2
9.490933333E-2,1.062399396E0,-8.299463345E-1,-4.014546239E-1
1.049163333E-1,7.051541810E-1,-1.027115031E0,-5.824323803E-1
1.149233333E-1,4.472482262E-1,-1.177532753E0,-9.763546211E-1
1.249293333E-1,4.085335921E-1,-1.391206678E0,-1.504223709E0
1.349363333E-1,3.977144524E-1,-1.138743202E0,-1.824513717E0
1.449433333E-1,2.910385810E-1,-1.134385711E0,-1.861526592E0
1.549503333E-1,1.612916431E-1,-1.142867535E0,-1.609937859E0
1.649563333E-1,6.809639575E-1,-1.348628715E0,-1.766621019E0
1.749633333E-1,1.282258725E0,-1.364862925E0,-2.396018236E0
1.849702083E-1,1.290183894E0,-1.693933551E0,-2.213559964E0
1.949772083E-1,1.514633653E0,-2.218589739E0,-1.993619871E0
2.049832083E-1,1.821430772E0,-2.606460112E0,-2.090735691E0
2.149902083E-1,1.683654584E0,-2.867578636E0,-2.123185399E0
2.249972083E-1,1.115275986E0,-2.719957784E0,-1.931496713E0
2.350042083E-1,6.276669522E-1,-2.148814330E0,-2.357227807E0
2.450112083E-1,7.193952940E-1,-1.923157414E0,-3.497405038E0
2.550172083E-1,1.235531870E0,-2.129445574E0,-5.459529467E0
2.650242083E-1,1.257474424E0,-2.683230837E0,-6.979509083E0
2.750312083E-1,1.560513977E0,-2.631272187E0,-6.211569108E0
2.850382083E-1,1.856995146E0,-2.287951604E0,-4.471596774E0
2.950442083E-1,2.329849389E0,-2.654141524E0,-2.477622562E0
3.050512083E-1,2.606333520E0,-3.123370932E0,-2.783929539E-1
3.150582083E-1,2.537462967E0,-3.796291314E0,1.055033001E0
3.250652083E-1,2.023304431E0,-3.130087629E0,6.789816052E-1
3.350722083E-1,7.487885892E-1,-1.539207600E0,3.007223010E-2
3.450782083E-1,1.051213015E0,-1.273277694E0,-4.574142319E-1
3.550852083E-1,1.214300045E0,-1.306346037E0,-7.726165777E-1
3.650922083E-1,1.536795039E0,-1.891737109E0,-7.463818753E-1
3.750992083E-1,7.354759410E-1,-1.997515286E0,-1.107781903E0
3.851052083E-1,-1.112785365E0,-1.850993710E0,4.958976817E-1
3.951122083E-1,-2.736617378E0,-1.521670338E0,2.342272968E0
4.051192083E-1,-3.483441010E0,-7.557330349E-1,3.704789405E0
4.151262083E-1,-3.015342746E0,1.831470734E-1,4.147388547E0
4.251332083E-1,-2.465549816E0,2.507601821E-1,3.819824018E0
4.351392083E-1,-1.362992108E0,-3.116396374E-1,3.406151637E0
4.451462083E-1,-1.581746094E0,3.676834452E-1,2.993939306E0
4.551532083E-1,-3.110823100E0,9.006571519E-1,3.263113539E0
4.651602083E-1,-3.678891503E0,6.444146204E-1,3.916164497E0
4.751662083E-1,-4.080096158E0,1.264725848E0,3.619501333E0
4.851732083E-1,-4.224805682E0,1.904038188E0,2.815785170E0
4.951802083E-1,-5.273634202E0,1.691857350E0,2.333219140E0
5.051872083E-1,-6.407981175E0,2.306745286E0,3.018905162E0
5.151942083E-1,-6.856685395E0,2.991747184E0,4.470844238E0
5.252002083E-1,-5.575765682E0,3.836328369E0,6.161188914E0
5.352072083E-1,-4.634789640E0,4.441732705E0,5.970310067E0
5.452142083E-1,-4.729816250E0,4.892414453E0,5.187523427E0
5.552212083E-1,-5.858252857E0,5.127177823E0,5.385306666E0
5.652272083E-1,-6.653989325E0,4.402911871E0,5.515346988E0
5.752342083E-1,-6.746084726E0,4.546334715E0,5.665558450E0
5.852412083E-1,-6.405277423E0,4.650163139E0,5.585629351E0
5.952482083E-1,-5.330852131E0,4.349736707E0,5.214173867E0
6.052552083E-1,-3.644644361E0,4.267651155E0,4.763936507E0
6.152612083E-1,-2.076700619E0,4.257306846E0,4.204545665E0
6.252682083E-1,-1.763165315E0,4.693869322E0,3.718713965E0
6.352752083E-1,-1.339154472E0,4.222652737E0,2.741683406E0
6.452822083E-1,-9.490925628E-1,3.444906397E0,1.350275291E0
6.552892083E-1,9.974823654E-2,1.944390993E0,1.876854191E0
6.652952083E-1,2.417869865E0,7.774300057E-1,4.033809599E0
6.753022083E-1,3.129445605E0,1.314397361E0,4.454069453E0
6.853092083E-1,2.466717505E0,2.118737422E0,3.253502178E0
6.953162083E-1,1.530775330E0,2.452073153E0,1.783826159E0
7.053232083E-1,1.255553906E0,2.134604427E0,1.236301656E0
7.153292083E-1,3.079015124E0,5.687458026E-1,2.292963691E0
7.253362083E-1,4.351334751E0,-5.612929416E-1,1.496902995E0
7.353432083E-1,4.211054785E0,-2.121428311E-1,-1.938762756E-1
