"Time (s)","Latitude (°)","Longitude (°)","Height (m)","Velocity (m/s)","Direction (°)","Horizontal Accuracy (m)","Vertical Accuracy (°)"
7.829659891E1,5.236115591E1,4.933789598E0,-8.222520547E-1,1.078380724E0,1.575854839E2,4.748319493E0,3.358273221E0
7.929659891E1,5.236114286E1,4.933772042E0,-1.140497890E0,1.113413498E0,1.771986976E2,4.744301484E0,3.363947155E0
8.029659796E1,5.236113585E1,4.933758410E0,-9.857259225E-1,9.003850269E-1,1.956477460E2,4.751760503E0,3.353402624E0
8.129659927E1,5.236112346E1,4.933753888E0,-8.922066186E-1,8.889458240E-1,1.907850320E2,4.739495274E0,3.370715292E0
8.229659867E1,5.236111302E1,4.933752605E0,-1.080328649E0,8.264435985E-1,1.925225744E2,4.739062052E0,3.371324354E0
8.329659843E1,5.236110825E1,4.933739733E0,-1.013946802E0,7.291730600E-1,2.093185100E2,4.749613677E0,3.356442603E0
8.429659879E1,5.236110115E1,4.933725123E0,-2.254059631E-1,9.095034770E-1,2.232114975E2,4.757068813E0,3.345868100E0
8.529659843E1,5.236110308E1,4.933703941E0,-3.722204491E-1,9.063166443E-1,2.453675874E2,4.746391434E0,3.360997678E0
8.629659832E1,5.236110166E1,4.933677959E0,-7.973234318E-1,1.037727042E0,2.540807949E2,4.747277330E0,3.359746268E0
8.729659855E1,5.236110060E1,4.933653977E0,-1.721870238E-1,1.080636474E0,2.548309970E2,4.748571558E0,3.357916794E0
8.829659784E1,5.236109689E1,4.933639759E0,-1.673093578E-1,9.746104629E-1,2.466791988E2,4.748996787E0,3.357315379E0
8.929659832E1,5.236109023E1,4.933615770E0,3.401924949E-2,1.011672804E0,2.414842909E2,4.752633815E0,3.352164800E0
9.029659796E1,5.236108047E1,4.933605578E0,-5.413741283E-1,1.071787732E0,2.316807391E2,4.756530246E0,3.346633690E0
9.129659784E1,5.236107322E1,4.933585773E0,1.787018804E-1,1.110584870E0,2.330532269E2,4.759522061E0,3.342377416E0
9.229659760E1,5.236106620E1,4.933573490E0,-2.347755414E-1,1.035471064E0,2.295463076E2,4.763481113E0,3.336732641E0
9.329659748E1,5.236106108E1,4.933548708E0,-1.159342155E-1,9.244168237E-1,2.382181563E2,4.755267633E0,3.348427507E0
9.429659712E1,5.236105940E1,4.933526049E0,4.981219796E-1,7.890944807E-1,2.488154291E2,4.756024129E0,3.347352912E0
9.529659808E1,5.236105601E1,4.933500912E0,1.022654027E0,9.297995454E-1,2.513540828E2,4.756920528E0,3.346078917E0
9.629659760E1,5.236105522E1,4.933490914E0,5.718315085E-1,6.805828509E-1,2.546552843E2,4.760997175E0,3.340275877E0
9.729659760E1,5.236105173E1,4.933476050E0,-7.111822441E-2,6.502431351E-1,2.536367529E2,4.772041872E0,3.324477915E0
9.829659736E1,5.236104974E1,4.933464881E0,1.008797605E-1,6.036880323E-1,2.521538676E2,4.789844126E0,3.298777089E0
9.929659748E1,5.236104841E1,4.933440594E0,3.326566117E-1,8.578971131E-1,2.580032663E2,4.825040245E0,3.247079252E0
1.002965977E2,5.236104207E1,4.933411581E0,1.893883077E-1,1.098298577E0,2.571753240E2,4.871480395E0,3.176982184E0
1.012965976E2,5.236103616E1,4.933394537E0,-9.092074148E-1,1.051288640E0,2.544381885E2,4.928982179E0,3.087016636E0
1.022965971E2,5.236103130E1,4.933369234E0,-6.355262380E-1,9.347932967E-1,2.549230565E2,4.953865527E0,3.046925233E0
1.032965976E2,5.236103345E1,4.933346846E0,-4.769477537E-1,8.785258143E-1,2.657124460E2,4.977435724E0,3.008267051E0
1.042965971E2,5.236103742E1,4.933332502E0,-4.384374525E-2,8.186521451E-1,2.761570692E2,5.001366495E0,2.968311004E0
1.052965970E2,5.236102952E1,4.933313073E0,-2.197603881E-1,7.691502021E-1,2.690406563E2,5.018453774E0,2.939329644E0
1.062965969E2,5.236102141E1,4.933287432E0,-8.269126369E-1,9.539964923E-1,2.618568566E2,5.012032101E0,2.950266302E0
1.072965976E2,5.236100880E1,4.933262019E0,-3.285115678E-1,1.038114118E0,2.569077562E2,5.020495695E0,2.935840596E0
1.082965969E2,5.236101506E1,4.933243643E0,-4.875889653E-1,9.118010346E-1,2.688731954E2,5.025505830E0,2.927256084E0
1.092965970E2,5.236101545E1,4.933232620E0,-3.485751953E-1,9.051105089E-1,2.746048945E2,5.042897537E0,2.897191996E0
1.102965969E2,5.236101769E1,4.933202916E0,-2.240934866E-1,1.326518832E0,2.742026005E2,5.046492775E0,2.890925060E0
1.112965966E2,5.236102125E1,4.933184289E0,-5.830562375E-1,1.282790838E0,2.764919634E2,5.043271817E0,2.896540422E0
1.122965969E2,5.236101861E1,4.933158978E0,-6.044965284E-1,1.373963300E0,2.783973820E2,5.051057996E0,2.882941234E0
1.132965966E2,5.236101307E1,4.933119150E0,-6.918759188E-1,1.663558618E0,2.750060978E2,5.054517671E0,2.876871242E0
1.142965961E2,5.236102073E1,4.933109175E0,-3.285561893E-1,1.065329336E0,2.919805531E2,5.042685310E0,2.897561371E0
1.152965970E2,5.236101916E1,4.933091385E0,-5.599787096E-1,9.620320102E-1,2.838287742E2,5.031369974E0,2.917165270E0
1.162965961E2,5.236102813E1,4.933076617E0,3.272905387E-2,8.733510172E-1,2.959566968E2,4.999983024E0,2.970640804E0
1.172965970E2,5.236103682E1,4.933063554E0,-2.438171720E-1,7.304115344E-1,2.925607057E2,4.979364632E0,3.005073192E0
1.182965961E2,5.236103122E1,4.933040595E0,-5.109878872E-1,9.136017906E-1,2.841817139E2,4.967816363E0,3.024125926E0
1.192965968E2,5.236103454E1,4.933012015E0,1.149978181E-1,1.193130493E0,2.810153362E2,4.956399512E0,3.042801490E0
1.202965965E2,5.236103562E1,4.932993404E0,-6.425783224E-2,1.200754985E0,2.814031649E2,4.943022768E0,3.064484124E0
1.212965966E2,5.236104442E1,4.932994826E0,-2.193557629E-1,6.791448032E-1,3.230308694E2,4.937802594E0,3.072888312E0
1.222965974E2,5.236104851E1,4.932974652E0,-1.039471058E-1,8.893520449E-1,3.075723750E2,4.941663152E0,3.066676104E0
1.232965964E2,5.236104163E1,4.932946390E0,-1.825422514E-2,1.055617323E0,2.856044715E2,4.917390171E0,3.105448589E0
1.242965955E2,5.236103645E1,4.932920136E0,3.909673262E-2,1.282182827E0,2.799343580E2,4.917620998E0,3.105083051E0
1.252965958E2,5.236103820E1,4.932895530E0,-1.290934505E-1,1.368170780E0,2.797467565E2,4.917404824E0,3.105425386E0
1.262965955E2,5.236103562E1,4.932863052E0,-6.265995465E-2,1.633850016E0,2.767239978E2,4.909926641E0,3.117235541E0
1.272965958E2,5.236104102E1,4.932852183E0,4.481107248E-1,1.106546232E0,2.774653540E2,4.912456380E0,3.113247397E0
1.282965953E2,5.236104346E1,4.932839602E0,1.183825922E0,9.531941329E-1,2.809370378E2,4.920481045E0,3.100548873E0
1.292965952E2,5.236104521E1,4.932827272E0,9.439286636E-1,7.630894867E-1,2.836715694E2,4.923045181E0,3.096475930E0
1.302965963E2,5.236103914E1,4.932801456E0,1.297867720E0,1.052419107E0,2.777926767E2,4.904802955E0,3.125291187E0
1.312966089E2,5.236103702E1,4.932779781E0,1.149560769E0,1.097033845E0,2.774905197E2,4.895312442E0,3.140135845E0
1.322966098E2,5.236103575E1,4.932756125E0,1.282365951E0,1.163701717E0,2.726335271E2,4.898119589E0,3.135755336E0
1.332966104E2,5.236103600E1,4.932731947E0,1.781589947E0,1.304389936E0,2.722285594E2,4.908877556E0,3.118887329E0
1.342966112E2,5.236102866E1,4.932718422E0,1.797983793E0,9.847276548E-1,2.595194873E2,4.900080623E0,3.132690045E0
1.352966095E2,5.236102175E1,4.932697198E0,1.984214349E0,1.079339361E0,2.560485330E2,4.891581220E0,3.145945041E0
1.362966096E2,5.236101641E1,4.932682125E0,1.934186038E0,9.924650214E-1,2.483880121E2,4.855658992E0,3.201111180E0
1.372966136E2,5.236100911E1,4.932654721E0,2.113472182E0,1.319013933E0,2.478687415E2,4.817528768E0,3.258213254E0
1.382966150E2,5.236099125E1,4.932632225E0,2.217083029E0,1.425059004E0,2.477404814E2,4.793390899E0,3.293621217E0
1.392966174E2,5.236097943E1,4.932611299E0,2.051254313E0,1.420198166E0,2.456020652E2,4.782685049E0,3.309148041E0
1.402966173E2,5.236096856E1,4.932591688E0,2.322184571E0,1.410249632E0,2.464552496E2,4.767114430E0,3.331539741E0
1.412966188E2,5.236096739E1,4.932581696E0,2.111848527E0,1.102457371E0,2.557103927E2,4.763693156E0,3.336429910E0
1.422966174E2,5.236096535E1,4.932554687E0,2.355556599E0,1.224356661E0,2.600502029E2,4.760748079E0,3.340630893E0
1.432966137E2,5.236096388E1,4.932529317E0,2.399907051E0,1.207943088E0,2.624297506E2,4.755807570E0,3.347660585E0
1.442966123E2,5.236096009E1,4.932511645E0,3.206309664E0,1.116800335E0,2.608304326E2,4.753013680E0,3.351626171E0
1.452966094E2,5.236095870E1,4.932488836E0,3.370817765E0,1.109196171E0,2.652234519E2,4.751615367E0,3.353608271E0
1.462966070E2,5.236094824E1,4.932465009E0,3.592884397E0,1.212065374E0,2.545981322E2,4.746740916E0,3.360504086E0
1.472966043E2,5.236094700E1,4.932446833E0,3.308557303E0,1.052548510E0,2.588947181E2,4.747976333E0,3.358758369E0
1.482966039E2,5.236094926E1,4.932438968E0,3.515264095E0,7.069494960E-1,2.713567945E2,4.745320031E0,3.362510199E0
1.492966014E2,5.236094564E1,4.932432169E0,3.397927171E0,4.298127204E-1,2.640627007E2,4.741351173E0,3.368104228E0
1.502965991E2,5.236094100E1,4.932416359E0,3.901674012E0,5.994260046E-1,2.607329110E2,4.737686577E0,3.373257022E0
1.512965980E2,5.236093563E1,4.932398876E0,3.214793909E0,8.236837795E-1,2.553897679E2,4.739502904E0,3.370704563E0
1.522965959E2,5.236092959E1,4.932379696E0,4.153485900E0,1.056466963E0,2.504768129E2,4.741636573E0,3.367702428E0
1.532965953E2,5.236092690E1,4.932365299E0,4.474704274E0,1.155587595E0,2.503373275E2,4.746820758E0,3.360391305E0
1.542965935E2,5.236092496E1,4.932347109E0,4.476991161E0,1.310507796E0,2.547014094E2,4.756798020E0,3.346253073E0
1.552965919E2,5.236092241E1,4.932330190E0,4.617242780E0,1.361267980E0,2.565110313E2,4.769521702E0,3.328092512E0
1.562965902E2,5.236091683E1,4.932308603E0,4.765154080E0,1.497266150E0,2.563824659E2,4.811533053E0,3.267060868E0
1.572965895E2,5.236091160E1,4.932286118E0,5.325650307E0,1.552538364E0,2.552290336E2,4.889055474E0,3.149868823E0
1.582965891E2,5.236090944E1,4.932265124E0,5.368822121E0,1.566700203E0,2.553505728E2,5.016310733E0,2.942985502E0
1.592965878E2,5.236090717E1,4.932244905E0,5.972154003E0,1.521450438E0,2.545318625E2,5.225297258E0,2.553586811E0
1.602965857E2,5.236090309E1,4.932230364E0,5.110759491E0,1.291917303E0,2.523273871E2,5.454378717E0,2.018487018E0
1.612965853E2,5.236090252E1,4.932217069E0,5.298080483E0,1.128044017E0,2.550077298E2,5.831801552E0,1.654293196E0
1.622965852E2,5.236088111E1,4.932202790E0,5.531175080E0,1.174339118E0,2.396771839E2,5.974184948E0,1.495579027E0
1.632965837E2,5.236086869E1,4.932190915E0,5.595739734E0,1.093368089E0,2.392788441E2,5.371399185E0,2.229934489E0
1.642965828E2,5.236086319E1,4.932175274E0,5.602560756E0,1.013704308E0,2.401563340E2,5.344690512E0,2.293211801E0
1.652965823E2,5.236085859E1,4.932162349E0,5.675956983E0,9.568096925E-1,2.410065217E2,5.407888532E0,2.139924919E0
1.662965813E2,5.236085118E1,4.932149257E0,5.359302327E0,9.303350854E-1,2.381945250E2,5.714361786E0,1.780387244E0
1.672965806E2,5.236084989E1,4.932135879E0,5.475948084E0,9.315526420E-1,2.422809551E2,6.002958608E0,1.540874900E0
1.682965807E2,5.236084454E1,4.932122399E0,5.749848745E0,9.573710166E-1,2.416437141E2,6.386112132E0,1.206716042E0
1.692965800E2,5.236084101E1,4.932109281E0,5.594113339E0,9.928462459E-1,2.424580023E2,6.935506387E0,1.263568579E0
1.702965790E2,5.236083759E1,4.932095293E0,5.461053731E0,1.056788887E0,2.435324006E2,7.573079765E0,1.271137567E0
1.712965789E2,5.236083442E1,4.932082056E0,6.047435521E0,1.050179273E0,2.439233885E2,8.134341611E0,1.236739071E0
1.722965776E2,5.236083049E1,4.932068564E0,6.277937470E0,1.031814676E0,2.439228224E2,8.786305156E0,1.219127693E0
1.732965780E2,5.236085946E1,4.932157248E0,-6.242465905E0,6.499999762E-1,NaN,1.968626044E1,6.000000000E0
1.743129458E2,5.236085921E1,4.932147190E0,-6.234043053E0,6.499999762E-1,NaN,2.119565208E1,8.000000000E0
1.782965753E2,5.236086583E1,4.932102012E0,-7.074863434E0,5.699999928E-1,2.791406250E2,3.400297381E1,1.200000000E1
1.792965748E2,5.236086583E1,4.932102012E0,-7.074863366E0,5.699999928E-1,NaN,3.400297381E1,1.200000000E1
1.802965742E2,5.236087056E1,4.932073178E0,-7.806796960E0,1.370000005E0,NaN,3.320958205E1,1.200000000E1
1.812965744E2,5.236089957E1,4.932021517E0,-6.580966735E0,1.370000005E0,2.939062354E2,3.932908512E1,1.200000000E1
1.822965742E2,5.236092531E1,4.931987778E0,-6.573093123E0,1.690000057E0,3.009374832E2,4.176839149E1,1.200000000E1
1.832965740E2,5.236079764E1,4.931946642E0,5.076644177E0,7.327405598E-1,2.452065237E2,1.686613584E1,1.205764163E0
1.842965730E2,5.236079590E1,4.931935853E0,5.062171860E0,7.148448033E-1,2.452065153E2,1.840831471E1,1.213120166E0
1.852965728E2,5.236079445E1,4.931925846E0,5.092318845E0,7.335887290E-1,2.452065076E2,2.034670477E1,1.201190334E0
1.862965722E2,5.236079258E1,4.931910947E0,4.451567637E0,9.139753777E-1,2.463192203E2,1.895712160E1,1.199851327E0
1.872965723E2,5.236079229E1,4.931895160E0,4.963367147E0,9.131892473E-1,2.486002634E2,1.860575041E1,1.173758268E0
1.882965723E2,5.236078980E1,4.931886992E0,4.916480957E0,7.715460259E-1,2.507520759E2,1.854074259E1,1.166432200E0
1.892965715E2,5.236078012E1,4.931878060E0,4.557418921E0,7.466415460E-1,2.488350491E2,1.885227671E1,1.164931447E0
1.902965713E2,5.236077718E1,4.931869869E0,4.289729128E0,6.833002036E-1,2.472362520E2,1.949606592E1,1.165117530E0
1.912965716E2,5.236077292E1,4.931860503E0,4.424828220E0,6.893885607E-1,2.473533909E2,2.040262821E1,1.184853008E0
1.922965715E2,5.236065272E1,4.931835925E0,4.385046212E0,1.175343407E0,2.148401830E2,1.708209834E1,1.305655046E0
1.932965710E2,5.236053480E1,4.931694608E0,3.803735951E0,2.195659419E0,2.176826525E2,1.390422850E1,1.278379248E0
1.942965705E2,5.236053639E1,4.931631352E0,3.154103810E0,1.163614560E0,2.395841916E2,1.153673438E1,1.260854010E0
1.952965704E2,5.236056560E1,4.931576007E0,2.526064470E0,1.132441632E0,2.579509221E2,7.971147320E0,1.278817223E0
1.962965713E2,5.236056319E1,4.931496115E0,2.989299387E0,1.050302722E0,2.636450542E2,5.556172081E0,2.513322728E0
1.972965701E2,5.236061477E1,4.931498701E0,2.049957325E0,3.677635478E-1,3.071232736E2,5.009762947E0,2.954117846E0
1.982965702E2,5.236063506E1,4.931449567E0,1.501792128E0,6.876420078E-1,2.952430095E2,4.942679507E0,3.065037736E0
1.992965697E2,5.236064819E1,4.931424080E0,1.877912847E0,7.683705565E-1,2.899297860E2,4.918633953E0,3.103478221E0
2.002965698E2,5.236065311E1,4.931408296E0,9.680008702E-1,6.078006436E-1,2.887241351E2,4.920533393E0,3.100465797E0
2.012965698E2,5.236066012E1,4.931404722E0,1.692033111E0,5.504171010E-1,2.983850699E2,4.925807185E0,3.092080305E0
2.022965690E2,5.236066696E1,4.931389891E0,1.796906086E0,8.777415298E-1,3.004409001E2,4.920346284E0,3.100762725E0
2.032965685E2,5.236067965E1,4.931364831E0,1.732616436E0,1.091810203E0,3.038657147E2,4.917847377E0,3.104724499E0
2.042965685E2,5.236068695E1,4.931347897E0,1.543830981E0,1.060800415E0,3.069939350E2,4.936008881E0,3.075768743E0
2.052965686E2,5.236069167E1,4.931323645E0,1.506653707E0,1.239896526E0,3.018192261E2,4.946820167E0,3.058350416E0
2.062965686E2,5.236069627E1,4.931328176E0,1.460281663E0,8.174225211E-1,3.101650216E2,4.986577184E0,2.993089545E0
2.072965686E2,5.236070016E1,4.931322119E0,1.831664891E0,5.506027563E-1,3.134874718E2,5.052397925E0,2.880592341E0
2.082965685E2,5.236069109E1,4.931317643E0,1.673806252E0,1.903467358E-1,3.140317483E2,5.121667985E0,2.755549688E0
2.092965674E2,5.236068237E1,4.931308324E0,1.221111645E0,1.210089499E-1,3.140317428E2,5.157227734E0,2.688408290E0
2.102965680E2,5.236068170E1,4.931289088E0,1.754819056E0,2.735568653E-1,3.140317292E2,5.060423984E0,2.866469281E0
2.112965680E2,5.236069294E1,4.931285997E0,1.935247949E0,5.765377948E-1,3.276829354E2,5.000647992E0,2.969521290E0
2.122965670E2,5.236068914E1,4.931253899E0,1.811218009E0,7.509010683E-1,2.739004921E2,4.967776715E0,3.024191056E0
2.132965668E2,5.236068449E1,4.931222206E0,2.005649830E0,8.068765545E-1,2.635151914E2,4.945328512E0,3.060761823E0
2.142965674E2,5.236069571E1,4.931184323E0,1.810866650E0,1.199970798E0,2.681076949E2,4.924836128E0,3.093626698E0
