"Time (s)","X (µT)","Y (µT)","Z (µT)"
1.014746537E2,4.754623413E0,4.837008667E1,-3.891853333E0
1.014846607E2,5.068176270E0,4.802124786E1,-5.090293884E0
1.014946667E2,5.526626587E0,4.796006775E1,-5.851264954E0
1.015046737E2,5.594543457E0,4.806958771E1,-6.004936218E0
1.015146807E2,5.392982483E0,4.807118988E1,-6.465850830E0
1.015246867E2,5.552154541E0,4.819040680E1,-7.047401428E0
1.015346937E2,5.782897949E0,4.799522400E1,-7.143959045E0
1.015447007E2,5.507736206E0,4.788833618E1,-8.146835327E0
1.015547067E2,5.528205872E0,4.764083862E1,-9.109214783E0
1.015647137E2,5.494033813E0,4.728607941E1,-1.151945496E1
1.015747207E2,5.686820984E0,4.674652863E1,-1.259793091E1
1.015847267E2,5.543365479E0,4.621575165E1,-1.398816681E1
1.015947337E2,5.908485413E0,4.596031952E1,-1.507663727E1
1.016047407E2,5.939178467E0,4.588672638E1,-1.598182678E1
1.016147467E2,6.138374329E0,4.531496429E1,-1.688891602E1
1.016247537E2,6.316551208E0,4.500621033E1,-1.787472534E1
1.016347607E2,6.498821259E0,4.468251038E1,-1.857994080E1
1.016447667E2,6.321884155E0,4.414244080E1,-1.947867584E1
1.016547737E2,6.327613831E0,4.389853668E1,-2.005714417E1
1.016647807E2,6.151519775E0,4.344071198E1,-2.069519806E1
1.016747867E2,6.107749939E0,4.335246277E1,-2.168714905E1
1.016847937E2,5.971611023E0,4.295932007E1,-2.215837860E1
1.016948007E2,5.940734863E0,4.269345093E1,-2.248135376E1
1.017048067E2,5.400314331E0,4.272570038E1,-2.231678772E1
1.017148137E2,5.333770752E0,4.300923920E1,-2.250375366E1
1.017248207E2,4.952156067E0,4.271495056E1,-2.241886902E1
1.017348267E2,4.738533020E0,4.292474365E1,-2.206922913E1
1.017448337E2,4.270141602E0,4.322386169E1,-2.204697418E1
1.017548407E2,4.171005249E0,4.338170624E1,-2.172326660E1
1.017648467E2,3.839759827E0,4.353989410E1,-2.073189545E1
1.017748537E2,3.065071106E0,4.397990417E1,-2.078829193E1
1.017848607E2,2.523696899E0,4.393849945E1,-2.022631836E1
1.017948667E2,1.835411072E0,4.462259674E1,-1.962074280E1
1.018048737E2,7.970657349E-1,4.491080475E1,-1.883870697E1
1.018148797E2,6.655883789E-1,4.536011505E1,-1.862959290E1
1.018248867E2,4.473571777E-1,4.512657166E1,-1.817967987E1
1.018348937E2,9.647216797E-1,4.495107269E1,-1.831389618E1
1.018448997E2,8.397903442E-1,4.463826752E1,-1.898924255E1
1.018549067E2,8.001632690E-1,4.474314117E1,-1.990039062E1
1.018649137E2,4.938659668E-1,4.394245911E1,-2.101731873E1
1.018749197E2,3.629302979E-1,4.350511932E1,-2.207006073E1
1.018849267E2,-1.184082031E-2,4.302445984E1,-2.278054810E1
1.018949337E2,-2.914123535E-1,4.263649750E1,-2.395195007E1
1.019049397E2,-5.078353882E-1,4.245014191E1,-2.462164307E1
1.019149467E2,-7.428283691E-1,4.255359650E1,-2.482447815E1
1.019249537E2,-7.238998413E-1,4.246834564E1,-2.436029053E1
1.019349597E2,-9.161453247E-1,4.264785004E1,-2.392962646E1
1.019449667E2,-1.000236511E0,4.299218750E1,-2.326554871E1
1.019549737E2,-7.490234375E-1,4.331496429E1,-2.277641296E1
1.019649797E2,-5.457763672E-1,4.362810516E1,-2.150547791E1
1.019749867E2,-2.467880249E-1,4.410414886E1,-2.076375580E1
1.019849937E2,-1.678466797E-2,4.413847351E1,-1.984693909E1
1.019949997E2,1.065902710E-1,4.453912354E1,-1.935947418E1
1.020050067E2,1.331100464E-1,4.467373657E1,-1.891137695E1
1.020150137E2,2.692413330E-1,4.474288940E1,-1.850820923E1
1.020250197E2,2.554321289E-2,4.458242798E1,-1.835847473E1
1.020350267E2,2.198181152E-1,4.480615997E1,-1.799005890E1
1.020450337E2,2.426223755E-1,4.510293579E1,-1.738731384E1
1.020550397E2,2.701721191E-1,4.569591522E1,-1.685843658E1
1.020650467E2,-4.439544678E-2,4.569007874E1,-1.569647980E1
1.020750537E2,-7.736206055E-3,4.608402252E1,-1.552774811E1
1.020850597E2,-1.632308960E-1,4.626237488E1,-1.486425781E1
1.020950667E2,-2.389602661E-1,4.676725769E1,-1.372861481E1
1.021050737E2,-3.204193115E-1,4.680625153E1,-1.280960083E1
1.021150797E2,-3.669509888E-1,4.732241058E1,-1.194944000E1
1.021250867E2,-3.979339600E-1,4.723069763E1,-1.118344116E1
1.021350937E2,-9.527587891E-2,4.776811218E1,-1.006006622E1
1.021450997E2,-2.033996582E-2,4.789792633E1,-8.898750305E0
1.021551067E2,2.269515991E-1,4.815622711E1,-7.556823730E0
1.021651137E2,4.065170288E-1,4.814839172E1,-6.994224548E0
1.021751197E2,8.037796021E-1,4.807863617E1,-6.051834106E0
1.021851267E2,1.213584900E0,4.814977264E1,-5.296958923E0
1.021951337E2,1.565147400E0,4.820888519E1,-4.530029297E0
1.022051397E2,1.469345093E0,4.844400787E1,-4.059448242E0
1.022151467E2,1.398284912E0,4.857173920E1,-3.750885010E0
1.022251527E2,1.940361023E0,4.843689728E1,-2.923179626E0
1.022351597E2,2.101615906E0,4.848622894E1,-2.434478760E0
1.022451667E2,2.292648315E0,4.859651947E1,-1.768241882E0
1.022551727E2,2.532119751E0,4.864787292E1,-1.579246521E0
1.022651797E2,2.642623901E0,4.845816040E1,-6.463088989E-1
1.022751867E2,2.966567993E0,4.839109039E1,4.588317871E-1
1.022851931E2,3.319320679E0,4.839266968E1,1.087341309E0
1.022952001E2,3.619125366E0,4.826280212E1,2.702812195E0
1.023052071E2,4.027816772E0,4.817881775E1,3.370841980E0
1.023152131E2,4.104598999E0,4.806729889E1,4.727981567E0
1.023252201E2,4.562332153E0,4.776971436E1,5.712463379E0
1.023352271E2,5.099090576E0,4.746071625E1,7.443214417E0
1.023452331E2,5.284027100E0,4.703795624E1,8.837768555E0
1.023552401E2,5.675933838E0,4.663427734E1,1.037900543E1
1.023652471E2,5.670333862E0,4.651477814E1,1.094019318E1
1.023752531E2,5.842567444E0,4.632630920E1,1.140479279E1
1.023852601E2,6.050117493E0,4.638970947E1,1.129711914E1
1.023952671E2,5.810699463E0,4.654684448E1,1.145645142E1
1.024052731E2,5.471046448E0,4.632603455E1,1.171565247E1
1.024152801E2,4.990440369E0,4.624168396E1,1.210411835E1
1.024252871E2,5.020423889E0,4.614958954E1,1.276301575E1
1.024352931E2,4.700958252E0,4.613685608E1,1.285819244E1
1.024453001E2,4.374984741E0,4.600247192E1,1.300143433E1
1.024553071E2,3.946693420E0,4.563149261E1,1.374541473E1
1.024653131E2,3.581893921E0,4.585131073E1,1.372778320E1
1.024753201E2,3.262611389E0,4.567435455E1,1.393325806E1
1.024853271E2,3.205001831E0,4.562799072E1,1.404083252E1
1.024953331E2,3.151153564E0,4.537791443E1,1.410521698E1
1.025053401E2,3.390975952E0,4.562626648E1,1.419049072E1
1.025153471E2,3.434356689E0,4.579051971E1,1.373734283E1
1.025253531E2,3.518493652E0,4.610419464E1,1.363587189E1
1.025353601E2,3.642059326E0,4.635955811E1,1.254535675E1
1.025453671E2,3.627914429E0,4.665976715E1,1.124246216E1
1.025553731E2,3.491439819E0,4.680210876E1,9.649482727E0
1.025653801E2,3.083183289E0,4.706950378E1,8.051269531E0
1.025753861E2,2.889495850E0,4.749017334E1,7.208106995E0
1.025853931E2,2.821327209E0,4.770759583E1,5.648612976E0
1.025954001E2,3.096054077E0,4.763793945E1,4.218582153E0
1.026054061E2,2.885765076E0,4.786866760E1,3.060287476E0
1.026154131E2,3.315567017E0,4.800692749E1,1.670852661E0
1.026254201E2,3.764129639E0,4.780580139E1,1.885986328E-2
1.026354261E2,4.302955627E0,4.780514526E1,-9.063262939E-1
1.026454331E2,4.491859436E0,4.795298767E1,-1.877853394E0
1.026554401E2,4.885581970E0,4.794227600E1,-2.842216492E0
1.026654461E2,5.038345337E0,4.795404053E1,-3.609725952E0
1.026754531E2,5.273635864E0,4.786000824E1,-4.496047974E0
1.026854601E2,5.231071472E0,4.790922546E1,-5.144401550E0
1.026954661E2,5.318290710E0,4.767874908E1,-6.410514832E0
1.027054731E2,5.069686890E0,4.750516510E1,-7.036888123E0
1.027154801E2,5.069686890E0,4.750516510E1,-7.036888123E0
1.027254861E2,4.725769043E0,4.694786835E1,-8.537193298E0
1.027354931E2,4.651618958E0,4.691443634E1,-9.523902893E0
1.027455001E2,4.593231201E0,4.657778931E1,-1.063237000E1
1.027555061E2,4.390518188E0,4.626199341E1,-1.191822815E1
1.027655131E2,4.267753601E0,4.620451355E1,-1.263929749E1
1.027755201E2,4.267753601E0,4.620451355E1,-1.263929749E1
1.027855261E2,4.830078125E0,4.571295166E1,-1.429178619E1
1.027955331E2,4.982826233E0,4.530381012E1,-1.508608246E1
1.028055401E2,4.982460022E0,4.489856720E1,-1.602223969E1
1.028155461E2,4.870895386E0,4.478171539E1,-1.667026520E1
1.028255531E2,5.005142212E0,4.473533630E1,-1.768395233E1
1.028355601E2,4.857917786E0,4.431831360E1,-1.810754395E1
1.028455661E2,4.807800293E0,4.419454956E1,-1.889377594E1
1.028555731E2,4.985839844E0,4.386460114E1,-1.911480713E1
1.028655801E2,5.056640625E0,4.402926636E1,-1.929224396E1
1.028755861E2,4.789970398E0,4.410312653E1,-1.989711761E1
1.028855931E2,4.658622742E0,4.364288330E1,-1.965496063E1
1.028955991E2,4.321228027E0,4.373770905E1,-1.990982056E1
1.029056061E2,3.942741394E0,4.374778748E1,-2.021562958E1
1.029156131E2,3.550209045E0,4.402619171E1,-1.994998169E1
1.029256191E2,3.104263306E0,4.397212219E1,-2.009748840E1
1.029356261E2,2.672134399E0,4.412791443E1,-1.993050385E1
1.029456331E2,2.212387085E0,4.412827301E1,-1.937888336E1
1.029556391E2,1.719772339E0,4.441202545E1,-1.894553375E1
1.029656461E2,1.039398193E0,4.469123077E1,-1.842594910E1
1.029756531E2,7.641830444E-1,4.496482086E1,-1.806873322E1
1.029856591E2,8.244476318E-1,4.504389954E1,-1.738757324E1
1.029956661E2,1.590118408E0,4.511551666E1,-1.738809967E1
1.030056731E2,2.176689148E0,4.512713623E1,-1.757070923E1
1.030156791E2,2.093513489E0,4.495436096E1,-1.772383881E1
1.030256861E2,1.860801697E0,4.441856384E1,-1.845521545E1
1.030356931E2,1.648231506E0,4.451036835E1,-1.995726776E1
1.030456991E2,6.039886475E-1,4.368222046E1,-2.064650726E1
1.030557061E2,2.853927612E-1,4.308042145E1,-2.190847015E1
1.030657131E2,-1.137237549E-1,4.249759674E1,-2.297796631E1
1.030757191E2,-3.906631470E-1,4.226551819E1,-2.353784180E1
1.030857261E2,-6.849060059E-1,4.248970795E1,-2.366271973E1
1.030957331E2,-9.180145264E-1,4.245244598E1,-2.352470398E1
1.031057391E2,-1.292434692E0,4.271369171E1,-2.274533081E1
1.031157461E2,-1.474906921E0,4.327021790E1,-2.203601074E1
1.031257531E2,-1.406723022E0,4.359777069E1,-2.127439117E1
1.031357591E2,-7.014541626E-1,4.402450562E1,-2.074550629E1
1.031457661E2,-2.742080688E-1,4.401887512E1,-1.998783112E1
1.031557721E2,-8.447265625E-2,4.442568207E1,-1.936045074E1
1.031657791E2,4.326477051E-1,4.469425201E1,-1.859765625E1
1.031757861E2,6.923370361E-1,4.510015869E1,-1.797332764E1
1.031857921E2,8.945007324E-1,4.505078888E1,-1.725878906E1
1.031957991E2,1.308273315E0,4.547017670E1,-1.643242645E1
1.032058061E2,1.314437866E0,4.560152435E1,-1.555371857E1
1.032158121E2,1.188896179E0,4.592195892E1,-1.470563507E1
1.032258191E2,9.582214355E-1,4.648191833E1,-1.369582367E1
1.032358261E2,7.896041870E-1,4.666378021E1,-1.246935272E1
1.032458321E2,4.033355713E-1,4.719286346E1,-1.111580658E1
1.032558391E2,9.712982178E-2,4.762304688E1,-9.993431091E0
1.032658461E2,1.389465332E-1,4.746898651E1,-8.481170654E0
1.032758521E2,-3.766632080E-2,4.775241852E1,-7.405532837E0
1.032858595E2,-4.406280518E-1,4.785356140E1,-6.655494690E0
1.032958665E2,-5.570983887E-1,4.810906219E1,-5.803779602E0
1.033058725E2,-7.243118286E-1,4.822948456E1,-4.446762085E0
1.033158795E2,-6.973190308E-1,4.816536713E1,-3.643020630E0
1.033258865E2,-3.283081055E-1,4.844824219E1,-2.936744690E0
1.033358925E2,6.738281250E-2,4.851337433E1,-2.270133972E0
1.033458995E2,6.241760254E-1,4.851805115E1,-1.845298767E0
1.033559065E2,9.833221436E-1,4.834513092E1,-1.260208130E0
1.033659125E2,1.377517700E0,4.852887726E1,-5.857315063E-1
1.033759195E2,1.632682800E0,4.829019165E1,1.263656616E-1
1.033859255E2,2.256362915E0,4.826051331E1,7.758636475E-1
1.033959325E2,2.572868347E0,4.810321045E1,1.370468140E0
1.034059395E2,2.835403442E0,4.819417572E1,1.862464905E0
1.034159455E2,2.828994751E0,4.787449646E1,2.692802429E0
1.034259525E2,2.918930054E0,4.795198059E1,3.724601746E0
1.034359595E2,2.955696106E0,4.774279785E1,4.388427734E0
1.034459655E2,3.127418518E0,4.757144928E1,5.624862671E0
1.034559725E2,3.381446838E0,4.762512970E1,6.309272766E0
1.034659795E2,3.387237549E0,4.732442474E1,7.027778625E0
1.034759855E2,3.722923279E0,4.745904541E1,8.340133667E0
1.034859925E2,4.033775330E0,4.722460175E1,9.723770142E0
1.034959995E2,3.957916260E0,4.693252563E1,1.061857605E1
1.035060055E2,4.015190125E0,4.661390686E1,1.148770905E1
1.035160125E2,4.243392944E0,4.637238312E1,1.227539062E1
1.035260195E2,4.238243103E0,4.614701843E1,1.325830841E1
1.035360255E2,4.322151184E0,4.594848633E1,1.408892059E1
1.035460325E2,4.252479553E0,4.561865997E1,1.452059174E1
1.035560395E2,4.378250122E0,4.570236969E1,1.465422058E1
1.035660455E2,3.622863770E0,4.559082794E1,1.438510132E1
1.035760525E2,3.420860291E0,4.571610260E1,1.431977844E1
1.035860595E2,3.388015747E0,4.582479858E1,1.449439240E1
1.035960655E2,3.127830505E0,4.581625366E1,1.438344574E1
1.036060725E2,2.709144592E0,4.573123169E1,1.419446564E1
1.036160795E2,2.447975159E0,4.580562592E1,1.422100830E1
1.036260855E2,2.321090698E0,4.567845154E1,1.434859467E1
1.036360925E2,2.061828613E0,4.575835419E1,1.415345764E1
1.036460985E2,2.342193604E0,4.581011200E1,1.419512177E1
1.036561055E2,2.277702332E0,4.573696136E1,1.467743683E1
1.036661125E2,2.644989014E0,4.588390350E1,1.463487244E1
1.036761185E2,3.011474609E0,4.581273651E1,1.462548828E1
1.036861255E2,3.305923462E0,4.576356506E1,1.427217102E1
1.036961325E2,3.203674316E0,4.615171814E1,1.325497437E1
1.037061385E2,3.129447937E0,4.639846039E1,1.182361603E1
1.037161455E2,3.034088135E0,4.684037781E1,1.023432922E1
1.037261525E2,3.145454407E0,4.724708557E1,8.847496033E0
1.037361585E2,3.293228149E0,4.739669037E1,7.528099060E0
1.037461655E2,3.179344177E0,4.767034149E1,5.601661682E0
1.037561725E2,3.572982788E0,4.766221619E1,3.819786072E0
1.037661785E2,3.879089355E0,4.784750366E1,2.992607117E0
1.037761855E2,4.322563171E0,4.798715973E1,1.648712158E0
1.037861925E2,4.335121155E0,4.802169037E1,5.600128174E-1
1.037961985E2,4.596923828E0,4.803813171E1,-7.899246216E-1
1.038062055E2,4.826499939E0,4.791423035E1,-2.094444275E0
1.038162125E2,4.945770264E0,4.786373138E1,-2.398994446E0
1.038262185E2,5.270050049E0,4.787778473E1,-2.898010254E0
1.038362255E2,5.381492615E0,4.769120026E1,-3.766769409E0
1.038462325E2,5.559890747E0,4.741135406E1,-4.616920471E0
1.038562385E2,5.409553528E0,4.747727203E1,-5.908836365E0
1.038662455E2,5.393150330E0,4.728871155E1,-7.420967102E0
1.038762515E2,5.492324829E0,4.713021088E1,-8.726318359E0
1.038862585E2,5.321784973E0,4.678610229E1,-1.017913818E1
1.038962655E2,5.303169250E0,4.648901367E1,-1.176169586E1
1.039062715E2,5.511268616E0,4.608473206E1,-1.315924072E1
1.039162785E2,5.539375305E0,4.574552917E1,-1.399229431E1
1.039262855E2,5.576438904E0,4.532450867E1,-1.507619476E1
1.039362915E2,5.712799072E0,4.512841034E1,-1.607732391E1
1.039462985E2,5.620895386E0,4.473902130E1,-1.677053070E1
1.039563055E2,5.684013367E0,4.457528687E1,-1.725732422E1
1.039663115E2,5.541076660E0,4.449516296E1,-1.800743103E1
1.039763185E2,5.232528687E0,4.446828461E1,-1.829993439E1
1.039863255E2,4.953285217E0,4.415735626E1,-1.802176666E1
1.039963315E2,5.015197754E0,4.425829315E1,-1.839231873E1
1.040063385E2,4.705551147E0,4.416282654E1,-1.877246094E1
1.040163455E2,4.258857727E0,4.430576324E1,-1.860783386E1
1.040263515E2,4.062492371E0,4.442444611E1,-1.839603424E1
1.040363585E2,3.597923279E0,4.448892212E1,-1.835601807E1
1.040463655E2,3.528686523E0,4.465908813E1,-1.821580505E1
1.040563715E2,3.350021362E0,4.474675751E1,-1.783712006E1
1.040663785E2,2.950035095E0,4.503331757E1,-1.735727692E1
1.040763845E2,2.548858643E0,4.525006866E1,-1.714351654E1
1.040863915E2,2.157096863E0,4.543260956E1,-1.644364166E1
1.040963985E2,1.633834839E0,4.573969269E1,-1.589413452E1
1.041064045E2,9.728088379E-1,4.586183929E1,-1.486601257E1
1.041164115E2,1.464538574E-1,4.624580383E1,-1.400685883E1
1.041264185E2,-1.345138550E-1,4.625991821E1,-1.348789978E1
1.041364245E2,-6.093597412E-2,4.641646576E1,-1.346648407E1
1.041464315E2,2.275085449E-2,4.615004730E1,-1.395520782E1
1.041564385E2,2.993927002E-1,4.597729492E1,-1.473117828E1
1.041664445E2,7.228851318E-2,4.568500519E1,-1.556445312E1
1.041764515E2,2.660675049E-1,4.546224976E1,-1.643247223E1
1.041864585E2,1.672668457E-1,4.486858368E1,-1.765493011E1
1.041964645E2,-5.257339478E-1,4.461679077E1,-1.876332092E1
1.042064715E2,-8.285064697E-1,4.425399017E1,-1.939780426E1
1.042164785E2,-1.078994751E0,4.416773987E1,-1.986772156E1
1.042264845E2,-1.356056213E0,4.406914520E1,-1.978609467E1
1.042364915E2,-1.054679871E0,4.403474426E1,-1.959987640E1
1.042464985E2,-1.225021362E0,4.412546539E1,-1.927120209E1
1.042565045E2,-1.196815491E0,4.422691345E1,-1.883859253E1
1.042665115E2,-1.076667786E0,4.443282318E1,-1.908446503E1
1.042765185E2,-5.132522583E-1,4.466447449E1,-1.870701599E1
1.042865240E2,-6.786651611E-1,4.476414490E1,-1.828781891E1
1.042965310E2,-2.637405396E-1,4.480836487E1,-1.790874481E1
1.043065370E2,1.561355591E-1,4.489369202E1,-1.749186707E1
1.043165440E2,7.314910889E-1,4.529906464E1,-1.678520203E1
1.043265510E2,5.171585083E-1,4.562203217E1,-1.619377136E1
1.043365570E2,2.666091919E-1,4.576979828E1,-1.514720917E1
1.043465640E2,-5.032348633E-2,4.622179413E1,-1.421533966E1
1.043565710E2,-1.404571533E-1,4.667115784E1,-1.330609894E1
1.043665770E2,-6.076583862E-1,4.695372009E1,-1.187069702E1
1.043765840E2,-8.353729248E-1,4.728394318E1,-1.024392700E1
1.043865910E2,-9.818878174E-1,4.743042755E1,-8.859634399E0
1.043965970E2,-9.862518311E-1,4.772589874E1,-7.773330688E0
1.044066040E2,-9.209213257E-1,4.774005890E1,-6.381767273E0
1.044166110E2,-9.004669189E-1,4.794164276E1,-5.291519165E0
1.044266170E2,-6.179504395E-1,4.783927917E1,-4.375534058E0
1.044366240E2,-2.956771851E-1,4.815824127E1,-3.542762756E0
1.044466310E2,-4.204635620E-1,4.804158020E1,-2.707817078E0
1.044566370E2,1.639099121E-1,4.819207001E1,-2.246902466E0
1.044666440E2,3.827133179E-1,4.814784241E1,-2.549201965E0
1.044766500E2,3.616256714E-1,4.819928741E1,-2.047729492E0
1.044866570E2,7.433395386E-1,4.800205994E1,-1.374626160E0
1.044966640E2,7.263183594E-1,4.810474396E1,-7.460479736E-1
1.045066700E2,7.607345581E-1,4.787428284E1,-4.022979736E-2
1.045166770E2,1.027381897E0,4.805128479E1,1.101783752E0
1.045266840E2,1.122573853E0,4.759483337E1,2.390266418E0
1.045366900E2,1.274444580E0,4.766051483E1,3.988471985E0
1.045466970E2,1.381767273E0,4.715593719E1,5.289970398E0
1.045567040E2,1.198554993E0,4.697591400E1,7.434051514E0
1.045667100E2,1.042961121E0,4.673828888E1,9.064636230E0
1.045767170E2,8.075103760E-1,4.632530212E1,1.141779327E1
1.045867240E2,8.074340820E-1,4.595825958E1,1.267230988E1
1.045967300E2,5.570755005E-1,4.589045715E1,1.328111267E1
1.046067370E2,-8.331298828E-3,4.557080078E1,1.364066315E1
1.046167440E2,-3.275833130E-1,4.541664886E1,1.410404968E1
1.046267500E2,-4.664611816E-1,4.565335846E1,1.425862885E1
1.046367570E2,-4.070587158E-1,4.552789307E1,1.468851471E1
1.046467640E2,-3.824005127E-1,4.544451904E1,1.498715210E1
1.046567700E2,-2.687835693E-1,4.532815552E1,1.529946899E1
1.046667770E2,-1.418533325E-1,4.518310547E1,1.548643494E1
1.046767830E2,-4.131393433E-1,4.485566711E1,1.614145660E1
1.046867900E2,-5.757369995E-1,4.474105072E1,1.712671661E1
1.046967970E2,-8.912353516E-1,4.449268341E1,1.762049866E1
1.047068030E2,-1.103233337E0,4.431733704E1,1.778046417E1
1.047168100E2,-1.270797729E0,4.430679321E1,1.812390137E1
1.047268170E2,-1.763488770E0,4.429199219E1,1.841680145E1
1.047368230E2,-1.852592468E0,4.395413971E1,1.886708832E1
1.047468300E2,-1.934684753E0,4.407273865E1,1.893154907E1
1.047568370E2,-2.220382690E0,4.394905090E1,1.903584290E1
1.047668430E2,-2.521301270E0,4.398500061E1,1.886061096E1
1.047768500E2,-2.408813477E0,4.430316162E1,1.878431702E1
1.047868570E2,-2.618507385E0,4.414754486E1,1.907589722E1
1.047968630E2,-2.648391724E0,4.391235352E1,1.912484741E1
1.048068700E2,-2.742073059E0,4.362818909E1,1.922068024E1
1.048168770E2,-2.449386597E0,4.365757751E1,1.897489166E1
1.048268830E2,-2.044204712E0,4.348557281E1,1.891730499E1
1.048368900E2,-2.000205994E0,4.394104767E1,1.861506653E1
1.048468970E2,-2.340263367E0,4.431518555E1,1.786789703E1
1.048569030E2,-2.432479858E0,4.489948273E1,1.641701508E1
1.048669100E2,-2.835304260E0,4.550625610E1,1.470811462E1
1.048769160E2,-3.239723206E0,4.592951202E1,1.300643921E1
1.048869230E2,-3.232589722E0,4.616090393E1,1.173559570E1
1.048969300E2,-3.285835266E0,4.663569641E1,1.009279633E1
1.049069360E2,-3.217788696E0,4.662738800E1,8.820358276E0
1.049169430E2,-2.798774719E0,4.711074066E1,7.159446716E0
1.049269500E2,-2.391929626E0,4.719683075E1,5.983993530E0
1.049369560E2,-1.878837585E0,4.731151581E1,4.413398743E0
1.049469630E2,-1.361206055E0,4.762673187E1,2.098625183E0
1.049569700E2,-9.146194458E-1,4.766186523E1,7.441864014E-1
1.049669760E2,-7.386474609E-1,4.760253906E1,-5.073089600E-1
1.049769830E2,-4.808654785E-1,4.749907684E1,-1.238502502E0
1.049869900E2,-1.085662842E-2,4.748104858E1,-2.342712402E0
1.049969960E2,-1.637268066E-2,4.744572449E1,-2.887550354E0
1.050070030E2,-1.637268066E-2,4.744572449E1,-2.887550354E0
1.050170100E2,-7.813262939E-2,4.731050110E1,-4.848983765E0
1.050270160E2,-1.265106201E-1,4.718014526E1,-5.744071960E0
1.050370230E2,-8.348846436E-2,4.705930328E1,-6.773368835E0
1.050470290E2,-4.814147949E-3,4.702214813E1,-8.202514648E0
1.050570360E2,6.736755371E-3,4.670803833E1,-9.445449829E0
1.050670430E2,3.421173096E-1,4.659819031E1,-1.004879761E1
1.050770490E2,3.872756958E-1,4.629129028E1,-1.105267334E1
1.050870560E2,8.732070923E-1,4.600994873E1,-1.153575897E1
1.050970630E2,1.126235962E0,4.573729706E1,-1.257745361E1
1.051070690E2,1.947837830E0,4.561650848E1,-1.364199066E1
1.051170760E2,1.912239075E0,4.533373260E1,-1.400419617E1
1.051270830E2,2.354743958E0,4.525836182E1,-1.434264374E1
1.051370890E2,2.239913940E0,4.520823669E1,-1.498265076E1
1.051470960E2,2.425354004E0,4.506280518E1,-1.563887787E1
1.051571030E2,2.342033386E0,4.474706268E1,-1.591765594E1
1.051671090E2,2.075790405E0,4.447302246E1,-1.646244812E1
1.051771160E2,1.511260986E0,4.424653625E1,-1.714178467E1
1.051871230E2,1.418693542E0,4.414552307E1,-1.754084015E1
1.051971290E2,1.038810730E0,4.403202820E1,-1.810388947E1
1.052071360E2,5.540695190E-1,4.403376007E1,-1.839985657E1
1.052171420E2,2.554244995E-1,4.386733246E1,-1.830361176E1
1.052271490E2,-3.981246948E-1,4.393708038E1,-1.806026459E1
1.052371560E2,-9.687957764E-1,4.451936340E1,-1.753384399E1
1.052471620E2,-1.379196167E0,4.446432495E1,-1.690380859E1
1.052571690E2,-2.178413391E0,4.450531769E1,-1.647883606E1
1.052671760E2,-2.883056641E0,4.492189789E1,-1.601826477E1
1.052771820E2,-3.320121765E0,4.486689758E1,-1.543017578E1
1.052871895E2,-3.604660034E0,4.501622009E1,-1.529383850E1
1.052971965E2,-3.656715393E0,4.508679962E1,-1.543605042E1
1.053072025E2,-3.447875977E0,4.494673920E1,-1.593481445E1
1.053172095E2,-3.263351440E0,4.479936981E1,-1.655795288E1
1.053272165E2,-3.245605469E0,4.419169617E1,-1.745115662E1
1.053372225E2,-3.184555054E0,4.401270294E1,-1.827280426E1
1.053472295E2,-3.539093018E0,4.341889954E1,-1.920909882E1
1.053572365E2,-3.917091370E0,4.276174927E1,-2.054450989E1
1.053672425E2,-4.249076843E0,4.265337372E1,-2.115782166E1
1.053772495E2,-4.295356750E0,4.249864197E1,-2.151888275E1
1.053872555E2,-4.504783630E0,4.247918701E1,-2.161199188E1
1.053972625E2,-4.330612183E0,4.256306458E1,-2.120491791E1
1.054072695E2,-4.250999451E0,4.274375916E1,-2.085784912E1
1.054172755E2,-3.969696045E0,4.278810883E1,-2.038130188E1
1.054272825E2,-3.477561951E0,4.289440155E1,-2.008364105E1
1.054372895E2,-2.894119263E0,4.327980804E1,-1.980470276E1
1.054472955E2,-2.631340027E0,4.345251465E1,-1.923967743E1
1.054573025E2,-2.221191406E0,4.358402252E1,-1.910402679E1
1.054673095E2,-2.659248352E0,4.368135834E1,-1.861482239E1
1.054773155E2,-2.532073975E0,4.380331421E1,-1.786260986E1
1.054873225E2,-2.829086304E0,4.399742126E1,-1.739638519E1
1.054973295E2,-2.665664673E0,4.441740417E1,-1.686766052E1
1.055073355E2,-2.951431274E0,4.485904694E1,-1.598081207E1
1.055173425E2,-3.192901611E0,4.506755066E1,-1.544245911E1
1.055273485E2,-3.606636047E0,4.514643860E1,-1.502066803E1
1.055373555E2,-3.462188721E0,4.548227692E1,-1.455364227E1
1.055473625E2,-4.013259888E0,4.542385864E1,-1.347898865E1
1.055573685E2,-4.224243164E0,4.580936432E1,-1.263536072E1
1.055673755E2,-4.786132812E0,4.583088684E1,-1.198024750E1
1.055773825E2,-5.138259888E0,4.602679443E1,-1.126584625E1
1.055873885E2,-5.220153809E0,4.630419922E1,-9.979644775E0
1.055973955E2,-5.348800659E0,4.676596832E1,-8.789772034E0
1.056074025E2,-5.670928955E0,4.692952728E1,-7.563713074E0
1.056174085E2,-5.375823975E0,4.712783051E1,-6.356170654E0
1.056274155E2,-5.209922791E0,4.717520905E1,-5.252334595E0
1.056374225E2,-4.894149780E0,4.716744995E1,-3.763450623E0
1.056474285E2,-4.561706543E0,4.728150177E1,-2.932060242E0
