"Time (s)","Distance (cm)"
9.847097300E-2,5.000000000E0
7.487864140E-1,0.000000000E0
2.348789525E0,5.000000000E0
7.248783636E0,0.000000000E0
7.448872990E0,5.000000000E0
1.564501267E2,0.000000000E0
1.582489624E2,5.000000000E0
