"Time (s)","Latitude (°)","Longitude (°)","Height (m)","Velocity (m/s)","Direction (°)","Horizontal Accuracy (m)","Vertical Accuracy (m)"
2.013207227E2,5.237559667E1,4.900141667E0,2.249625703E0,7.154638767E-1,3.200000000E1,1.899999976E0,1.689999962E1
2.023207227E2,5.237560667E1,4.900150000E0,2.249644678E0,6.917866468E-1,3.200000000E1,1.899999976E0,1.639999962E1
2.033207227E2,5.237561500E1,4.900158333E0,2.349661296E0,6.938455701E-1,3.200000000E1,1.799999952E0,1.629999924E1
2.043207227E2,5.237562333E1,4.900168333E0,2.449678883E0,7.144344449E-1,3.200000000E1,1.799999952E0,1.650000000E1
2.053207227E2,5.237563000E1,4.900175000E0,2.549692178E0,7.345086336E-1,3.200000000E1,1.799999952E0,1.660000038E1
2.063207227E2,5.237563667E1,4.900181667E0,2.649705473E0,7.468619347E-1,3.200000000E1,1.799999952E0,1.689999962E1
2.073207227E2,5.237564500E1,4.900191667E0,3.049723060E0,7.360527515E-1,3.200000000E1,1.799999952E0,1.750000000E1
2.083207227E2,5.237565333E1,4.900200000E0,3.449739679E0,6.706830263E-1,2.120000000E2,1.799999952E0,1.679999924E1
2.093207227E2,5.237566333E1,4.900198333E0,3.749752847E0,6.562708616E-1,2.869500122E2,1.799999952E0,1.670000076E1
2.103207227E2,5.237568000E1,4.900195000E0,3.749774473E0,6.495794654E-1,3.354400024E2,1.799999952E0,1.639999962E1
2.113207227E2,5.237569833E1,4.900193333E0,4.049799422E0,6.583297253E-1,3.369400024E2,1.899999976E0,1.639999962E1
2.123207227E2,5.237571833E1,4.900190000E0,4.349825759E0,6.717125177E-1,3.390000000E2,1.899999976E0,1.629999924E1
2.133207227E2,5.237573667E1,4.900181667E0,4.249846837E0,6.964191794E-1,3.397699890E2,2.000000000E0,1.600000000E1
2.143207227E2,5.237575500E1,4.900176667E0,4.449869850E0,7.226700187E-1,3.477399902E2,2.000000000E0,1.539999962E1
2.153207227E2,5.237577333E1,4.900166667E0,4.549889960E0,7.689949870E-1,3.363999939E2,2.000000000E0,1.569999981E1
2.163207227E2,5.237578667E1,4.900165000E0,4.649907841E0,7.715685964E-1,3.306600037E2,1.899999976E0,1.419999981E1
2.173207227E2,5.237579667E1,4.900168333E0,4.449923913E0,7.777453065E-1,3.490700073E2,1.899999976E0,1.439999962E1
2.183207227E2,5.237580333E1,4.900170000E0,4.549934305E0,0.000000000E0,3.490700073E2,2.000000000E0,1.460000038E1
2.193207227E2,5.237581000E1,4.900178333E0,4.549948568E0,8.302469254E-1,5.230000019E0,2.000000000E0,1.500000000E1
2.203207227E2,5.237581833E1,4.900188333E0,4.449966155E0,8.230408430E-1,2.175000000E1,2.099999905E0,1.510000038E1
2.213207227E2,5.237582667E1,4.900203333E0,4.649986645E0,8.112022281E-1,3.117000008E1,2.200000048E0,1.519999981E1
2.223207227E2,5.237583500E1,4.900218333E0,4.950007136E0,8.045108318E-1,3.602000046E1,2.200000048E0,1.550000000E1
2.233207227E2,5.237584333E1,4.900238333E0,5.350030530E0,8.029666543E-1,4.261000061E1,2.299999952E0,1.569999981E1
2.243207227E2,5.237585500E1,4.900258333E0,5.650058636E0,8.148052692E-1,4.447999954E1,2.299999952E0,1.560000038E1
2.253207227E2,5.237586500E1,4.900278333E0,5.850084386E0,8.024519682E-1,5.047000122E1,2.400000095E0,1.550000000E1
2.263207227E2,5.237587500E1,4.900301667E0,6.250112071E0,8.214966655E-1,5.084000015E1,2.400000095E0,1.580000019E1
2.273207227E2,5.237589000E1,4.900313333E0,6.350140051E0,8.369383216E-1,3.086000061E1,2.400000095E0,1.580000019E1
2.283207227E2,5.237589667E1,4.900323333E0,6.650155282E0,8.158347011E-1,5.300000000E1,2.400000095E0,1.580000019E1
2.293207227E2,5.237590167E1,4.900331667E0,7.050167190E0,7.926722169E-1,5.350999832E1,2.400000095E0,1.589999962E1
2.303207227E2,5.237591000E1,4.900340000E0,7.550183809E0,7.931869626E-1,1.130000019E1,2.400000095E0,1.610000038E1
2.313207227E2,5.237592000E1,4.900346667E0,7.950201817E0,7.854661345E-1,3.583699951E2,2.400000095E0,1.629999924E1
2.323207227E2,5.237593500E1,4.900358333E0,8.550229797E0,7.767158151E-1,2.577000046E1,2.299999952E0,1.620000076E1
2.333207227E2,5.237593333E1,4.900370000E0,8.550234215E0,7.360527515E-1,1.002000046E1,2.299999952E0,1.530000019E1
2.343207227E2,5.237595000E1,4.900375000E0,8.350260680E0,7.061988711E-1,6.420000076E0,2.200000048E0,1.560000038E1
2.353207227E2,5.237596833E1,4.900363333E0,8.450279823E0,7.211258411E-1,3.284700012E2,2.200000048E0,1.500000000E1
2.363207227E2,5.237598000E1,4.900356667E0,8.150292444E0,7.000222206E-1,3.091099854E2,2.200000048E0,1.519999981E1
2.373207227E2,5.237599167E1,4.900351667E0,7.950306034E0,7.236994505E-1,3.225899963E2,2.099999905E0,1.589999962E1
2.383207227E2,5.237600167E1,4.900345000E0,7.850316299E0,7.725980282E-1,3.223699951E2,2.099999905E0,1.580000019E1
2.393207227E2,5.237601000E1,4.900346667E0,7.150329047E0,8.158347011E-1,3.232500000E2,2.000000000E0,1.550000000E1
2.403207227E2,5.237602167E1,4.900345000E0,6.950344572E0,8.647333384E-1,3.207200012E2,2.099999905E0,1.530000019E1
2.413207227E2,5.237603333E1,4.900341667E0,6.450359130E0,9.223822355E-1,3.401300049E2,2.099999905E0,1.560000038E1
2.423207227E2,5.237604500E1,4.900355000E0,6.150383365E0,9.944433570E-1,3.518399963E2,2.099999905E0,1.550000000E1
2.433207227E2,5.237606000E1,4.900370000E0,5.550413281E0,1.048489213E0,2.062999916E1,2.200000048E0,1.560000038E1
2.443207227E2,5.237607000E1,4.900380000E0,5.150433225E0,1.070622206E0,4.395999908E1,2.200000048E0,1.580000019E1
2.453207227E2,5.237608167E1,4.900381667E0,4.850450686E0,1.007311344E0,5.738999939E1,2.299999952E0,1.650000000E1
2.463207227E2,5.237610000E1,4.900383333E0,4.650477571E0,1.026870847E0,2.638999939E1,2.299999952E0,1.629999924E1
2.473207227E2,5.237611667E1,4.900378333E0,4.450498229E0,1.035621166E0,5.999999866E-2,2.299999952E0,1.589999962E1
2.483207227E2,5.237613000E1,4.900375000E0,4.450515142E0,0.000000000E0,5.999999866E-2,2.400000095E0,1.600000000E1
2.493207227E2,5.237614167E1,4.900371667E0,4.150529699E0,1.041283011E0,2.625000000E1,2.400000095E0,1.610000038E1
2.503207227E2,5.237615667E1,4.900368333E0,4.150548968E0,1.024297237E0,3.385499878E2,2.400000095E0,1.639999962E1
2.513207227E2,5.237617000E1,4.900355000E0,4.150560074E0,1.006796718E0,3.361099854E2,2.400000095E0,1.670000076E1
2.523207227E2,5.237618333E1,4.900355000E0,4.150578923E0,9.053964019E-1,2.160000086E0,2.299999952E0,1.620000076E1
2.533207227E2,5.237619333E1,4.900355000E0,3.950593060E0,8.827486038E-1,3.593900146E2,2.299999952E0,1.639999962E1
2.543207227E2,5.237620500E1,4.900353333E0,3.650608585E0,8.539241552E-1,1.228999996E1,2.299999952E0,1.660000038E1
2.553207227E2,5.237621500E1,4.900348333E0,3.150619818E0,8.693658113E-1,1.218000031E1,2.400000095E0,1.660000038E1
2.563207227E2,5.237622167E1,4.900348333E0,2.850629242E0,8.426002860E-1,1.530000019E1,2.400000095E0,1.620000076E1
2.573207227E2,5.237623167E1,4.900348333E0,2.650643379E0,8.194378018E-1,1.114000034E1,2.400000095E0,1.620000076E1
2.583207227E2,5.237624000E1,4.900346667E0,2.650654192E0,8.106874824E-1,9.890000343E0,2.400000095E0,1.650000000E1
2.593207227E2,5.237624833E1,4.900338333E0,2.350661133E0,8.220114112E-1,4.699999809E0,2.400000095E0,1.670000076E1
2.603207227E2,5.237625667E1,4.900323333E0,2.250664202E0,8.045108318E-1,3.557600098E2,2.400000095E0,1.550000000E1
2.613207227E2,5.237626667E1,4.900313333E0,2.150672531E0,7.731127739E-1,3.525899963E2,2.400000095E0,1.580000019E1
2.623207227E2,5.237627833E1,4.900293333E0,2.250677408E0,8.178936243E-1,3.414200134E2,2.400000095E0,1.600000000E1
2.633207227E2,5.237629000E1,4.900285000E0,2.150689062E0,8.209819198E-1,3.442500000E2,2.400000095E0,1.650000000E1
2.643207227E2,5.237630000E1,4.900270000E0,2.050694487E0,8.261291385E-1,3.448800049E2,2.500000000E0,1.700000000E1
2.653207227E2,5.237631000E1,4.900253333E0,1.950698944E0,8.441444635E-1,3.390799866E2,2.500000000E0,1.750000000E1
2.663207227E2,5.237631500E1,4.900235000E0,2.050695365E0,8.492916822E-1,3.327000122E2,2.400000095E0,1.760000038E1
2.673207227E2,5.237633333E1,4.900215000E0,2.150709666E0,8.539241552E-1,3.312699890E2,2.400000095E0,1.670000076E1
2.683207227E2,5.237633000E1,4.900181667E0,1.750685595E0,8.724541664E-1,3.211499939E2,2.299999952E0,1.650000000E1
2.693207227E2,5.237634500E1,4.900161667E0,1.750695184E0,8.878958225E-1,3.250000000E2,2.299999952E0,1.660000038E1
2.703207227E2,5.237636500E1,4.900140000E0,1.650710873E0,8.858369589E-1,3.250000000E2,2.200000048E0,1.689999962E1
2.713207227E2,5.237638500E1,4.900116667E0,1.150725594E0,8.899547458E-1,3.250000000E2,2.099999905E0,1.550000000E1
2.723207227E2,5.237637833E1,4.900085000E0,5.506977784E-1,8.750277758E-1,3.241700134E2,2.000000000E0,1.530000019E1
2.733207227E2,5.237637500E1,4.900068333E0,5.068338667E-2,8.606155515E-1,3.282999878E2,1.899999976E0,1.500000000E1
2.743207227E2,5.237637833E1,4.900035000E0,-4.933126066E-2,8.688511252E-1,3.254700012E2,1.799999952E0,1.580000019E1
2.753207227E2,5.237638167E1,4.900020000E0,-4.493352604E-1,8.642185926E-1,3.252399902E2,1.899999976E0,1.460000038E1
2.763207227E2,5.237638333E1,4.900018333E0,5.066612767E-2,8.209819198E-1,3.497099915E2,1.899999976E0,1.410000038E1
2.773207227E2,5.237638333E1,4.900023333E0,3.506690316E-1,7.787747383E-1,6.418000031E1,1.899999976E0,1.439999962E1
2.783207227E2,5.237638667E1,4.900035000E0,7.506805194E-1,7.422294617E-1,5.943000031E1,1.899999976E0,1.489999962E1
2.793207227E2,5.237639333E1,4.900051667E0,7.506996232E-1,7.489208579E-1,6.970999908E1,2.000000000E0,1.530000019E1
2.803207227E2,5.237639667E1,4.900071667E0,9.507159509E-1,7.767158151E-1,6.966000366E1,2.000000000E0,1.560000038E1
2.813207227E2,5.237640500E1,4.900081667E0,6.507335389E-1,7.530385852E-1,4.647000122E1,2.000000000E0,1.620000076E1
2.823207227E2,5.237641500E1,4.900086667E0,8.507505790E-1,7.355380654E-1,3.475000000E1,1.899999976E0,1.670000076E1
2.833207227E2,5.237641833E1,4.900098333E0,4.507620670E-1,7.314202785E-1,4.354000092E1,1.899999976E0,1.750000000E1
2.843207227E2,5.237642000E1,4.900115000E0,2.507741028E-1,7.144344449E-1,6.336999893E1,2.000000000E0,1.729999924E1
2.853207227E2,5.237642500E1,4.900131667E0,2.507908508E-1,7.283319235E-1,6.370000076E1,2.000000000E0,1.760000038E1
2.863207227E2,5.237643000E1,4.900148333E0,1.508075988E-1,7.926722169E-1,6.500000000E1,2.000000000E0,1.800000000E1
2.873207227E2,5.237643667E1,4.900170000E0,5.082960682E-2,8.467180729E-1,6.500000000E1,2.000000000E0,1.820000076E1
2.883207227E2,5.237644167E1,4.900188333E0,-1.491526771E-1,8.451738954E-1,6.500000000E1,2.000000000E0,1.850000000E1
2.893207227E2,5.237644667E1,4.900206667E0,-6.491349610E-1,8.389972448E-1,6.500000000E1,1.899999976E0,1.989999962E1
2.903207227E2,5.237645167E1,4.900226667E0,-1.049116277E0,8.297322392E-1,6.500000000E1,1.899999976E0,2.039999962E1
2.913207227E2,5.237645500E1,4.900235000E0,-1.549106725E0,8.539241552E-1,6.500000000E1,1.899999976E0,2.089999962E1
2.923207227E2,5.237645333E1,4.900233333E0,-2.049110049E0,8.359088898E-1,6.500000000E1,1.899999976E0,2.150000000E1
2.933207227E2,5.237646000E1,4.900251667E0,-2.649089977E0,8.400266767E-1,6.500000000E1,2.000000000E0,2.170000076E1
2.943207227E2,5.237646500E1,4.900271667E0,-2.849071292E0,8.812044263E-1,6.500000000E1,2.000000000E0,2.100000000E1
2.953207227E2,5.237647000E1,4.900291667E0,-3.349052608E0,8.863516450E-1,6.500000000E1,2.000000000E0,1.760000038E1
2.963207227E2,5.237647667E1,4.900313333E0,-3.549030600E0,8.667922020E-1,6.500000000E1,2.000000000E0,1.450000000E1
2.973207227E2,5.237648167E1,4.900331667E0,-3.649012883E0,8.693658113E-1,6.500000000E1,2.000000000E0,1.400000000E1
2.983207227E2,5.237648833E1,4.900353333E0,-3.848990875E0,8.827486038E-1,6.500000000E1,1.899999976E0,1.430000019E1
2.993207227E2,5.237649333E1,4.900371667E0,-3.848973158E0,8.796602488E-1,6.500000000E1,1.899999976E0,1.489999962E1
3.003207227E2,5.237649833E1,4.900390000E0,-3.848955442E0,8.822339177E-1,6.500000000E1,2.000000000E0,1.539999962E1
3.013207227E2,5.237650667E1,4.900416667E0,-3.648928173E0,9.337061048E-1,6.500000000E1,2.000000000E0,1.410000038E1
3.023207227E2,5.237651500E1,4.900446667E0,-3.248898968E0,1.048489213E0,6.500000000E1,1.899999976E0,1.430000019E1
3.033207227E2,5.237652500E1,4.900480000E0,-2.648865471E0,1.141139150E0,6.500000000E1,2.000000000E0,1.410000038E1
3.043207227E2,5.237653500E1,4.900516667E0,-2.048830037E0,1.137021422E0,6.500000000E1,2.000000000E0,1.389999962E1
3.053207227E2,5.237653667E1,4.900521667E0,-1.648824777E0,1.137536168E0,6.500000000E1,2.000000000E0,1.410000038E1
3.063207227E2,5.237654167E1,4.900541667E0,-8.488060921E-1,1.198273301E0,6.500000000E1,2.000000000E0,1.339999962E1
3.073207227E2,5.237654833E1,4.900566667E0,-2.487821470E-1,1.221950531E0,6.800000000E1,2.000000000E0,1.380000019E1
3.083207227E2,5.237655167E1,4.900580000E0,2.512303096E-1,1.297099948E0,6.800000000E1,2.000000000E0,1.380000019E1
3.093207227E2,5.237656000E1,4.900608333E0,8.512585471E-1,1.334674716E0,6.800000000E1,2.099999905E0,1.419999981E1
3.103207227E2,5.237656667E1,4.900638333E0,1.251285397E0,1.382029176E0,6.800000000E1,2.000000000E0,1.410000038E1
3.113207227E2,5.237657000E1,4.900650000E0,1.651296885E0,1.353204727E0,7.400000000E1,2.000000000E0,1.400000000E1
3.123207227E2,5.237657500E1,4.900681667E0,2.051322347E0,1.285261393E0,7.400000000E1,2.000000000E0,1.380000019E1
3.133207227E2,5.237658000E1,4.900705000E0,2.051342968E0,1.233274460E0,7.400000000E1,2.000000000E0,1.389999962E1
3.143207227E2,5.237658500E1,4.900733333E0,2.451366493E0,1.262613654E0,7.400000000E1,2.000000000E0,1.419999981E1
3.153207227E2,5.237658667E1,4.900741667E0,2.851373690E0,1.325924397E0,7.400000000E1,2.000000000E0,1.430000019E1
3.163207227E2,5.237658667E1,4.900748333E0,2.851377562E0,1.323865533E0,7.400000000E1,2.000000000E0,1.380000019E1
3.173207227E2,5.237658667E1,4.900750000E0,2.851378530E0,1.341880798E0,7.400000000E1,2.000000000E0,1.410000038E1
3.183207227E2,5.237659333E1,4.900780000E0,3.251405380E0,1.304820776E0,7.400000000E1,2.000000000E0,1.380000019E1
3.193207227E2,5.237659667E1,4.900805000E0,3.351424613E0,1.318203568E0,7.400000000E1,2.000000000E0,1.380000019E1
3.203207227E2,5.237659833E1,4.900815000E0,2.951432777E0,1.305850267E0,7.400000000E1,2.000000000E0,1.400000000E1
3.213207227E2,5.237660167E1,4.900830000E0,2.351446202E0,1.346513391E0,7.400000000E1,2.000000000E0,1.439999962E1
3.223207227E2,5.237660333E1,4.900843333E0,1.151456303E0,1.383058667E0,7.400000000E1,2.000000000E0,1.410000038E1
3.233207227E2,5.237660500E1,4.900855000E0,7.514654354E-1,1.363499165E0,7.400000000E1,1.899999976E0,1.419999981E1
3.243207227E2,5.237661000E1,4.900875000E0,8.514841209E-1,1.331071615E0,7.400000000E1,1.899999976E0,1.460000038E1
3.253207227E2,5.237661500E1,4.900903333E0,1.351507647E0,1.228641987E0,7.400000000E1,1.899999976E0,1.460000038E1
3.263207227E2,5.237661833E1,4.900923333E0,1.851523976E0,1.216803312E0,7.400000000E1,1.899999976E0,1.410000038E1
3.273207227E2,5.237662167E1,4.900948333E0,1.951543209E0,1.221950531E0,7.400000000E1,1.899999976E0,1.410000038E1
3.283207227E2,5.237662500E1,4.900960000E0,1.851554698E0,1.224524140E0,7.400000000E1,1.899999976E0,1.450000000E1
3.293207227E2,5.237662667E1,4.900971667E0,1.851563831E0,1.145771623E0,7.400000000E1,1.899999976E0,1.430000019E1
3.303207227E2,5.237663000E1,4.900988333E0,1.451578224E0,1.098931909E0,7.400000000E1,1.799999952E0,1.410000038E1
3.313207227E2,5.237663167E1,4.901005000E0,1.351590261E0,1.049518585E0,7.400000000E1,1.799999952E0,1.400000000E1
3.323207227E2,5.237663500E1,4.901023333E0,9.516056223E-1,1.013488054E0,7.400000000E1,1.799999952E0,1.419999981E1
3.333207227E2,5.237663833E1,4.901041667E0,6.516209836E-1,1.017091155E0,7.400000000E1,1.799999952E0,1.410000038E1
3.343207227E2,5.237664167E1,4.901060000E0,6.516363450E-1,1.005767226E0,7.400000000E1,1.799999952E0,1.439999962E1
3.353207227E2,5.237664500E1,4.901080000E0,6.516526744E-1,1.045915604E0,7.400000000E1,1.899999976E0,1.410000038E1
3.363207227E2,5.237665000E1,4.901105000E0,5.516742644E-1,1.012458563E0,7.400000000E1,1.899999976E0,1.439999962E1
3.373207227E2,5.237665333E1,4.901125000E0,5.516905939E-1,9.753986001E-1,7.400000000E1,1.899999976E0,1.480000019E1
3.383207227E2,5.237665667E1,4.901150000E0,3.517098277E-1,1.001134753E0,8.000000000E1,1.899999976E0,1.510000038E1
3.393207227E2,5.237666000E1,4.901178333E0,2.517309975E-1,1.070107460E0,8.000000000E1,1.899999976E0,1.400000000E1
3.403207227E2,5.237666167E1,4.901196667E0,5.174400265E-2,1.106652737E0,8.000000000E1,1.899999976E0,1.400000000E1
3.413207227E2,5.237666500E1,4.901223333E0,-3.482357955E-1,1.140624404E0,7.400000000E1,1.899999976E0,1.439999962E1
3.423207227E2,5.237667167E1,4.901256667E0,-2.482070085E-1,1.133933067E0,7.400000000E1,1.899999976E0,1.439999962E1
3.433207227E2,5.237667333E1,4.901261667E0,-2.482017478E-1,1.138565540E0,8.000000000E1,1.799999952E0,1.400000000E1
3.443207227E2,5.237667500E1,4.901288333E0,-3.481839023E-1,1.133418322E0,8.000000000E1,1.799999952E0,1.419999981E1
3.453207227E2,5.237667667E1,4.901295000E0,-5.481776736E-1,1.086578608E0,8.000000000E1,1.799999952E0,1.480000019E1
3.463207227E2,5.237667833E1,4.901310000E0,-5.481666045E-1,1.067533851E0,8.000000000E1,1.799999952E0,1.439999962E1
3.473207227E2,5.237668000E1,4.901330000E0,-4.481526312E-1,1.027900219E0,8.000000000E1,1.799999952E0,1.400000000E1
3.483207227E2,5.237668333E1,4.901355000E0,-5.481333972E-1,9.779722095E-1,8.000000000E1,1.799999952E0,1.450000000E1
3.493207227E2,5.237668500E1,4.901375000E0,-6.481194239E-1,9.506919384E-1,8.000000000E1,1.799999952E0,1.489999962E1
3.503207227E2,5.237668833E1,4.901403333E0,-7.480982537E-1,9.259852767E-1,8.000000000E1,1.899999976E0,1.550000000E1
3.513207227E2,5.237669000E1,4.901428333E0,-6.480813761E-1,8.997344375E-1,8.000000000E1,1.899999976E0,1.589999962E1
3.523207227E2,5.237669167E1,4.901426667E0,-2.480799877E-1,9.115730524E-1,8.300000000E1,1.799999952E0,1.430000019E1
