"Time (s)","Distance (cm)"
9.655138200E-2,5.000000000E0
1.946854399E0,0.000000000E0
7.046852737E0,5.000000000E0
1.054695153E1,0.000000000E0
1.254686322E1,5.000000000E0
1.544694887E1,0.000000000E0
3.517468661E2,5.000000000E0
